START-OF-LOG: 3.0
CALLSIGN: S51DX
CONTEST: CQ-WW-CW
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: 40M
CATEGORY-POWER: HIGH
CATEGORY-MODE: CW
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY:
CLAIMED-SCORE: 47088
NAME: Janez Celarc
LOCATION: DX
OPERATORS: S51DX
CLUB: Vrhnika contesters
CERTIFICATE: YES
CREATED-BY: N1MM Logger+ 1.0.5325.0
SOAPBOX: Using primitive vertical antennas and 200W as HP station!
QSO:  3501 CW 2015-11-29 2049 S51DX         599 15     F8DGY         599 14
QSO:  3506 CW 2015-11-29 2050 S51DX         599 15     RW0A          599 18
QSO:  3508 CW 2015-11-29 2051 S51DX         599 15     ON4IA         599 14
QSO:  3536 CW 2015-11-29 2053 S51DX         599 15     UR8IDX        599 16
QSO:  3536 CW 2015-11-29 2053 S51DX         599 15     RA1AL         599 16
QSO:  3536 CW 2015-11-29 2054 S51DX         599 15     LA3S          599 14
QSO:  3536 CW 2015-11-29 2054 S51DX         599 15     DO1FCB        599 14
QSO:  3536 CW 2015-11-29 2055 S51DX         599 15     DL0CS         599 14
QSO:  3505 CW 2015-11-29 2057 S51DX         599 15     CS2C          599 14
QSO:  3504 CW 2015-11-29 2058 S51DX         599 15     UA1CE         599 16
QSO:  7023 CW 2015-11-29 2112 S51DX         599 15     JH4ADK        599 25
QSO:  7023 CW 2015-11-29 2114 S51DX         599 15     GM2Y          599 14
QSO:  7023 CW 2015-11-29 2115 S51DX         599 15     EI1Y          599 14
QSO:  7023 CW 2015-11-29 2116 S51DX         599 15     EA1CM         599 14
QSO:  7001 CW 2015-11-29 2118 S51DX         599 15     K1AR          599 05
QSO:  7002 CW 2015-11-29 2119 S51DX         599 15     CN2R          599 33
QSO:  7008 CW 2015-11-29 2121 S51DX         599 15     K1ZR          599 05
QSO:  7008 CW 2015-11-29 2122 S51DX         599 15     KV2K          599 05
QSO:  7013 CW 2015-11-29 2124 S51DX         599 15     GM3YOR        599 14
QSO:  7021 CW 2015-11-29 2125 S51DX         599 15     4X7R          599 20
QSO:  7026 CW 2015-11-29 2126 S51DX         599 15     W3UA          599 05
QSO:  7027 CW 2015-11-29 2127 S51DX         599 15     K1DG          599 05
QSO:  7030 CW 2015-11-29 2128 S51DX         599 15     RW0A          599 18
END-OF-LOG:
