START-OF-LOG: 3.0
CATEGORY: Portable, multi operator, low power, non-assisted
CONTEST: FD SSB
SPECIFIC: I18
CALLSIGN: DK0FC/P
LOCATION: I18
CLAIMED-SCORE: 115752
CREATED-BY: UcxLog 7.53, modified by DXHF upload.
OPERATORS: DB1BAC DC4BA DF7BN DG1BM DG9BFP DK1IJ DL9BCP DM1JS DO1KF DO2IH
QSO:  7000 PH 2017-09-03 0920 DK0FC/P       59  307    DL6GD         59  002
QSO:  7000 PH 2017-09-03 0921 DK0FC/P       59  308    G3Q           59  159
QSO:  7000 PH 2017-09-03 0921 DK0FC/P       59  309    DL0BX/P       59  133
QSO:  7000 PH 2017-09-03 0925 DK0FC/P       59  310    PI4AMF/P      59  667
QSO:  7000 PH 2017-09-03 0929 DK0FC/P       59  311    ON6CK/P       59  790
QSO: 14000 PH 2017-09-03 0935 DK0FC/P       59  312    S55L          59  058
QSO: 14000 PH 2017-09-03 0937 DK0FC/P       59  313    S59DCD/P      59  422
QSO: 14000 PH 2017-09-03 0938 DK0FC/P       59  314    9A5O          59  055
QSO: 14000 PH 2017-09-03 0940 DK0FC/P       59  315    CT1JGA/P      59  071
QSO: 14000 PH 2017-09-03 0943 DK0FC/P       59  316    DK0ED/P       59  606
QSO: 14000 PH 2017-09-03 0955 DK0FC/P       59  317    IQ0PG         59  512
QSO: 14000 PH 2017-09-03 1002 DK0FC/P       59  318    S53EO/P       59  307
QSO: 14000 PH 2017-09-03 1007 DK0FC/P       59  319    G6YB/P        59  705
QSO: 14000 PH 2017-09-03 1011 DK0FC/P       59  320    S54I/P        59  543
QSO: 14000 PH 2017-09-03 1012 DK0FC/P       59  321    S51AC         59  159
QSO: 14000 PH 2017-09-03 1015 DK0FC/P       59  322    SV8/SV1PMQ/P  59  286
QSO: 14000 PH 2017-09-03 1018 DK0FC/P       59  323    S58K/P        59  444
QSO:  7000 PH 2017-09-03 1024 DK0FC/P       59  324    ON5CLR/P      59  385
QSO:  7000 PH 2017-09-03 1025 DK0FC/P       59  325    ON6SI/P       59  542
QSO:  7000 PH 2017-09-03 1028 DK0FC/P       59  326    DL0JV/P       59  173
QSO:  7000 PH 2017-09-03 1030 DK0FC/P       59  327    OZ1AA         59  024
QSO:  7000 PH 2017-09-03 1031 DK0FC/P       59  328    DL3IF/P       59  419
QSO:  7000 PH 2017-09-03 1031 DK0FC/P       59  329    OZ0W/P        59  143
QSO:  7000 PH 2017-09-03 1032 DK0FC/P       59  330    DK8R/P        59  414
QSO:  7000 PH 2017-09-03 1036 DK0FC/P       59  331    ON4MCL/P      59  719
QSO:  7000 PH 2017-09-03 1041 DK0FC/P       59  332    DM5R/P        59  283
QSO:  7000 PH 2017-09-03 1042 DK0FC/P       59  333    M0YRF/P       59  463
QSO:  7000 PH 2017-09-03 1045 DK0FC/P       59  334    DK0FRI/P      59  528
QSO: 14000 PH 2017-09-03 1054 DK0FC/P       59  335    S56B          59  795
QSO:  7000 PH 2017-09-03 1109 DK0FC/P       59  336    DL0LB/P       59  426
QSO:  7000 PH 2017-09-03 1110 DK0FC/P       59  337    DK0CN/P       59  388
QSO:  7000 PH 2017-09-03 1110 DK0FC/P       59  338    DL0HS/P       59  384
QSO:  7000 PH 2017-09-03 1111 DK0FC/P       59  339    DL0BB/P       59  327
QSO:  7000 PH 2017-09-03 1112 DK0FC/P       59  340    LA2AB/P       59  061
QSO:  7000 PH 2017-09-03 1112 DK0FC/P       59  341    G2XV/P        59  264
QSO:  7000 PH 2017-09-03 1114 DK0FC/P       59  342    HB9BC/P       59  437
QSO:  7000 PH 2017-09-03 1114 DK0FC/P       59  343    ON4GNT/P      59  189
QSO:  7000 PH 2017-09-03 1116 DK0FC/P       59  344    DL0HN/P       59  409
QSO:  7000 PH 2017-09-03 1118 DK0FC/P       59  345    G3UES/P       59  267
QSO:  7000 PH 2017-09-03 1120 DK0FC/P       59  346    G2DX/P        59  308
QSO:  7000 PH 2017-09-03 1120 DK0FC/P       59  347    DL1SL         59  117
QSO:  7000 PH 2017-09-03 1121 DK0FC/P       59  348    DC3UF         59  004
QSO:  7000 PH 2017-09-03 1122 DK0FC/P       59  349    HB9JA/P       59  171
QSO:  7000 PH 2017-09-03 1126 DK0FC/P       59  350    DK8RE         59  021
QSO:  7000 PH 2017-09-03 1126 DK0FC/P       59  351    DR1K/P        59  281
QSO:  7000 PH 2017-09-03 1128 DK0FC/P       59  352    DC8XV         59  037
QSO: 21000 PH 2017-09-03 1137 DK0FC/P       59  353    YC9VMJ        59  000
QSO: 21000 PH 2017-09-03 1138 DK0FC/P       59  354    JE6RPM        59  000
QSO: 21000 PH 2017-09-03 1144 DK0FC/P       59  355    RT9L          59  000
QSO: 28000 PH 2017-09-03 1152 DK0FC/P       59  356    DH4BAE        59  001
QSO: 21000 PH 2017-09-03 1153 DK0FC/P       59  357    DH4BAE        59  002
QSO: 14000 PH 2017-09-03 1159 DK0FC/P       59  358    RK9DM         59  000
QSO: 14000 PH 2017-09-03 1201 DK0FC/P       59  359    HA5N/P        59  524
QSO:  7000 PH 2017-09-03 1205 DK0FC/P       59  360    PI4ZI/P       59  493
QSO:  7000 PH 2017-09-03 1206 DK0FC/P       59  361    DK0FY/P       59  812
QSO: 14000 PH 2017-09-03 1212 DK0FC/P       59  362    DL0VE/P       59  339
QSO: 14000 PH 2017-09-03 1214 DK0FC/P       59  363    RW3AI         59  114
QSO: 14000 PH 2017-09-03 1215 DK0FC/P       59  364    MU0GSY        59  244
QSO: 14000 PH 2017-09-03 1217 DK0FC/P       59  365    CT7AIX        59  037
QSO: 21000 PH 2017-09-03 1221 DK0FC/P       59  366    LZ7M/P        59  933
QSO:  7000 PH 2017-09-03 1225 DK0FC/P       59  367    G4FNL/P       59  841
QSO:  7000 PH 2017-09-03 1226 DK0FC/P       59  368    HB9NFB/P      59  443
QSO:  7000 PH 2017-09-03 1231 DK0FC/P       59  369    DL0CS/P       59  991
QSO: 14000 PH 2017-09-03 1237 DK0FC/P       59  370    UA1CCO/P      59  095
QSO:  7000 PH 2017-09-03 1241 DK0FC/P       59  371    DK0FT/P       59  248
QSO:  7000 PH 2017-09-03 1241 DK0FC/P       59  372    HB9G/P        59  297
QSO:  7000 PH 2017-09-03 1242 DK0FC/P       59  373    DF0M/P        59  368
QSO:  7000 PH 2017-09-03 1245 DK0FC/P       59  374    DL6RBH/P      59  125
QSO:  7000 PH 2017-09-03 1246 DK0FC/P       59  375    HB9BS/P       59  332
QSO:  7000 PH 2017-09-03 1248 DK0FC/P       59  376    DL1NEO        59  026
QSO:  7000 PH 2017-09-03 1250 DK0FC/P       59  377    LA6NCA/P      59  033
QSO:  7000 PH 2017-09-03 1251 DK0FC/P       59  378    DL0FU/P       59  329
QSO:  7000 PH 2017-09-03 1253 DK0FC/P       59  379    SM/DK6HY/P    59  205
QSO:  7000 PH 2017-09-03 1255 DK0FC/P       59  380    G0FBB/P       59  490
QSO:  7000 PH 2017-09-03 1256 DK0FC/P       59  381    DN5GS         59  003
QSO:  7000 PH 2017-09-03 1257 DK0FC/P       59  382    HB9D/P        59  086
QSO:  7000 PH 2017-09-03 1258 DK0FC/P       59  383    SQ5CZP/P      59  199
QSO:  7000 PH 2017-09-03 1259 DK0FC/P       59  384    OT2L/P        59  531
END-OF-LOG:
