START-OF-LOG: 3.0
LOCATION: DX
CALLSIGN: GU0SUP
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
Category-Transmitter: ONE
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-MODE: RTTY
CLAIMED-SCORE: 806616
CLUB: Chiltern DX Club
CONTEST: CQ-WW-RTTY
CREATED-BY: WriteLog V10.87E
NAME: Phil Cooper
OPERATORS: GU0SUP
SOAPBOX: Low Power: 90 watts.
SOAPBOX: An amazing contest, with decent propagation at last! So good to see 10m
SOAPBOX: properly open, not just Es. A pity that 20m was so quiet, due to conditions
SOAPBOX: I expect, and not to lack of activity. 80m here was almost dead, with very
SOAPBOX: few stations audible. An amzing time was had here in GU.
QSO: 21146 RY 2011-09-24 1935 GU0SUP        599     14 GU     PP1CZ         599 11     DX
QSO: 21139 RY 2011-09-24 1937 GU0SUP        599     14 GU     W4OX          599 5      FL
QSO: 21139 RY 2011-09-24 1939 GU0SUP        599     14 GU     LA3XTA        599 14     DX
QSO: 21130 RY 2011-09-24 1941 GU0SUP        599     14 GU     RL3AW         599 16     DX
QSO: 21116 RY 2011-09-24 1943 GU0SUP        599     14 GU     AI9T          599 4      IL
QSO: 21100 RY 2011-09-24 1945 GU0SUP        599     14 GU     N0KE          599 4      CO
QSO: 21087 RY 2011-09-24 1950 GU0SUP        599     14 GU     N0XR          599 4      IA
QSO: 21149 RY 2011-09-24 1954 GU0SUP        599     14 GU     N0BUI         599 4      MN
QSO: 21145 RY 2011-09-24 1955 GU0SUP        599     14 GU     W4GDG         599 5      VA
QSO: 21145 RY 2011-09-24 1956 GU0SUP        599     14 GU     K2TWI         599 5      NJ
QSO: 21145 RY 2011-09-24 1957 GU0SUP        599     14 GU     UA3NFI        599 16     DX
QSO: 21145 RY 2011-09-24 1958 GU0SUP        599     14 GU     R7MM          599 16     DX
QSO: 21145 RY 2011-09-24 1959 GU0SUP        599     14 GU     UR7CT         599 16     DX
QSO: 21145 RY 2011-09-24 1959 GU0SUP        599     14 GU     N2CJ          599 5      NJ
QSO: 21145 RY 2011-09-24 2001 GU0SUP        599     14 GU     UA3GX         599 16     DX
QSO: 21145 RY 2011-09-24 2004 GU0SUP        599     14 GU     PA0WRS        599 14     DX
QSO: 21145 RY 2011-09-24 2006 GU0SUP        599     14 GU     SV1JGX        599 20     DX
QSO: 21145 RY 2011-09-24 2006 GU0SUP        599     14 GU     UA3SAQ        599 16     DX
QSO: 21145 RY 2011-09-24 2007 GU0SUP        599     14 GU     W7PP          599 3      AZ
QSO: 21145 RY 2011-09-24 2008 GU0SUP        599     14 GU     N6AR          599 5      FL
QSO: 14129 RY 2011-09-24 2010 GU0SUP        599     14 GU     VE3RTU        599 4      ON
QSO: 14128 RY 2011-09-24 2010 GU0SUP        599     14 GU     KI1G          599 5      RI
QSO: 14123 RY 2011-09-24 2011 GU0SUP        599     14 GU     LM9L40Y       599 14     DX
QSO: 14114 RY 2011-09-24 2015 GU0SUP        599     14 GU     VU2LBW        599 22     DX
QSO: 14108 RY 2011-09-24 2016 GU0SUP        599     14 GU     LZ8E          599 20     DX
QSO: 14105 RY 2011-09-24 2017 GU0SUP        599     14 GU     LA8PDA        599 14     DX
QSO: 14104 RY 2011-09-24 2018 GU0SUP        599     14 GU     W4TTY         599 5      VA
QSO: 14101 RY 2011-09-24 2019 GU0SUP        599     14 GU     EW8DD         599 16     DX
QSO: 14100 RY 2011-09-24 2020 GU0SUP        599     14 GU     KK9A          599 5      NC
QSO: 14100 RY 2011-09-24 2021 GU0SUP        599     14 GU     9A4P          599 15     DX
QSO: 14102 RY 2011-09-24 2022 GU0SUP        599     14 GU     RA2FF         599 15     DX
QSO: 14098 RY 2011-09-24 2023 GU0SUP        599     14 GU     YL2IP         599 15     DX
QSO: 14088 RY 2011-09-24 2026 GU0SUP        599     14 GU     N2ZAK         599 5      NJ
QSO: 14087 RY 2011-09-24 2027 GU0SUP        599     14 GU     IT9BLB        599 15     DX
QSO:  7034 RY 2011-09-24 2029 GU0SUP        599     14 GU     IT9BLB        599 15     DX
QSO:  7064 RY 2011-09-24 2031 GU0SUP        599     14 GU     RW6CR         599 16     DX
QSO:  7063 RY 2011-09-24 2032 GU0SUP        599     14 GU     PI4CC         599 14     DX
QSO:  7062 RY 2011-09-24 2033 GU0SUP        599     14 GU     RG9A          599 17     DX
QSO:  7060 RY 2011-09-24 2034 GU0SUP        599     14 GU     ES9C          599 15     DX
QSO:  7060 RY 2011-09-24 2035 GU0SUP        599     14 GU     UR4U          599 16     DX
QSO:  7059 RY 2011-09-24 2036 GU0SUP        599     14 GU     DF9GR         599 14     DX
QSO:  7055 RY 2011-09-24 2038 GU0SUP        599     14 GU     UN8LWF        599 17     DX
QSO:  7053 RY 2011-09-24 2039 GU0SUP        599     14 GU     DF1IAQ        599 14     DX
QSO:  7053 RY 2011-09-24 2041 GU0SUP        599     14 GU     IV3IZU        599 15     DX
QSO:  7051 RY 2011-09-24 2042 GU0SUP        599     14 GU     G0HDV         599 14     DX
QSO:  7050 RY 2011-09-24 2048 GU0SUP        599     14 GU     HG1S          599 15     DX
QSO:  7050 RY 2011-09-24 2049 GU0SUP        599     14 GU     UO6P          599 17     DX
QSO:  7046 RY 2011-09-24 2052 GU0SUP        599     14 GU     GM0FGI        599 14     DX
QSO:  7045 RY 2011-09-24 2053 GU0SUP        599     14 GU     SN2B          599 15     DX
QSO:  7048 RY 2011-09-24 2054 GU0SUP        599     14 GU     OZ1JTE        599 14     DX
QSO:  7051 RY 2011-09-24 2058 GU0SUP        599     14 GU     OH3I          599 15     DX
QSO:  7035 RY 2011-09-24 2101 GU0SUP        599     14 GU     SM6FUD        599 14     DX
QSO:  7063 RY 2011-09-24 2103 GU0SUP        599     14 GU     TK/DF6ZY      599 15     DX
QSO:  7031 RY 2011-09-24 2104 GU0SUP        599     14 GU     UC0A          599 18     DX
QSO:  7070 RY 2011-09-24 2106 GU0SUP        599     14 GU     EE7H          599 14     DX
QSO:  7068 RY 2011-09-24 2107 GU0SUP        599     14 GU     DF5MA         599 14     DX
QSO:  7059 RY 2011-09-24 2109 GU0SUP        599     14 GU     ER3ZZ         599 16     DX
QSO:  7066 RY 2011-09-24 2110 GU0SUP        599     14 GU     2E0WPX        599 14     DX
QSO:  7065 RY 2011-09-24 2113 GU0SUP        599     14 GU     YL3CU         599 15     DX
QSO:  7065 RY 2011-09-24 2113 GU0SUP        599     14 GU     DL6JZ         599 14     DX
QSO:  7063 RY 2011-09-24 2114 GU0SUP        599     14 GU     PD0MHZ        599 14     DX
QSO:  3585 RY 2011-09-24 2115 GU0SUP        599     14 GU     PA7LV         599 14     DX
QSO:  3587 RY 2011-09-24 2116 GU0SUP        599     14 GU     G3V           599 14     DX
QSO:  3584 RY 2011-09-24 2119 GU0SUP        599     14 GU     HG1S          599 15     DX
QSO:  3588 RY 2011-09-24 2120 GU0SUP        599     14 GU     HB9CRV        599 14     DX
QSO:  3588 RY 2011-09-25 0548 GU0SUP        599     14 GU     DL1IAO        599 14     DX
QSO:  3593 RY 2011-09-25 0551 GU0SUP        599     14 GU     GM7R          599 14     DX
QSO:  3590 RY 2011-09-25 0553 GU0SUP        599     14 GU     EI1DG         599 14     DX
QSO:  3583 RY 2011-09-25 0554 GU0SUP        599     14 GU     CN3A          599 33     DX
QSO:  3582 RY 2011-09-25 0556 GU0SUP        599     14 GU     OZ4VW         599 14     DX
QSO:  3581 RY 2011-09-25 0556 GU0SUP        599     14 GU     IZ5DIY        599 15     DX
QSO:  3571 RY 2011-09-25 0558 GU0SUP        599     14 GU     K1SFA         599 5      MA
QSO:  3576 RY 2011-09-25 0558 GU0SUP        599     14 GU     N4WW          599 5      FL
QSO:  3598 RY 2011-09-25 0600 GU0SUP        599     14 GU     CR3L          599 33     DX
QSO:  3599 RY 2011-09-25 0601 GU0SUP        599     14 GU     DL1SWB        599 14     DX
QSO:  3587 RY 2011-09-25 0603 GU0SUP        599     14 GU     KI1G          599 5      RI
QSO:  3588 RY 2011-09-25 0611 GU0SUP        599     14 GU     EF8M          599 33     DX
QSO:  3583 RY 2011-09-25 0612 GU0SUP        599     14 GU     CR6K          599 14     DX
QSO:  7061 RY 2011-09-25 0617 GU0SUP        599     14 GU     CN3A          599 33     DX
QSO:  7091 RY 2011-09-25 0618 GU0SUP        599     14 GU     W0JG          599 4      MN
QSO:  7082 RY 2011-09-25 0622 GU0SUP        599     14 GU     WJ4N          599 5      FL
QSO:  7081 RY 2011-09-25 0623 GU0SUP        599     14 GU     WA1FCN        599 4      AL
QSO:  7078 RY 2011-09-25 0624 GU0SUP        599     14 GU     OM3LK         599 15     DX
QSO:  7072 RY 2011-09-25 0626 GU0SUP        599     14 GU     ZX2B          599 11     DX
QSO:  7064 RY 2011-09-25 0630 GU0SUP        599     14 GU     K0IR          599 4      MN
QSO:  7063 RY 2011-09-25 0630 GU0SUP        599     14 GU     DL1IAO        599 14     DX
QSO:  7055 RY 2011-09-25 0633 GU0SUP        599     14 GU     LA7HJA        599 14     DX
QSO:  7052 RY 2011-09-25 0635 GU0SUP        599     14 GU     EF8M          599 33     DX
QSO:  7051 RY 2011-09-25 0636 GU0SUP        599     14 GU     W3FV          599 5      PA
QSO:  7048 RY 2011-09-25 0637 GU0SUP        599     14 GU     EA1AKS        599 14     DX
QSO:  7044 RY 2011-09-25 0639 GU0SUP        599     14 GU     KU1YL         599 04     KS
QSO:  7040 RY 2011-09-25 0641 GU0SUP        599     14 GU     YW4D          599 9      DX
QSO:  7039 RY 2011-09-25 0643 GU0SUP        599     14 GU     N5RZ          599 4      TX
QSO:  7100 RY 2011-09-25 0645 GU0SUP        599     14 GU     HI3TEJ        599 8      DX
QSO:  7085 RY 2011-09-25 0647 GU0SUP        599     14 GU     ND2W          599 5      NY
QSO:  7054 RY 2011-09-25 0656 GU0SUP        599     14 GU     OE2E          599 15     DX
QSO:  7052 RY 2011-09-25 0658 GU0SUP        599     14 GU     CR3L          599 33     DX
QSO:  7049 RY 2011-09-25 0700 GU0SUP        599     14 GU     DM3HZN        599 14     DX
QSO:  7071 RY 2011-09-25 0706 GU0SUP        599     14 GU     HK3JJB        599 9      DX
QSO: 28097 RY 2011-09-25 0725 GU0SUP        599     14 GU     RY9C          599 17     DX
QSO: 28108 RY 2011-09-25 0732 GU0SUP        599     14 GU     RG9A          599 17     DX
QSO: 28084 RY 2011-09-25 0736 GU0SUP        599     14 GU     UA4ALI        599 16     DX
QSO: 28094 RY 2011-09-25 0739 GU0SUP        599     14 GU     UC6A          599 16     DX
QSO: 28107 RY 2011-09-25 0741 GU0SUP        599     14 GU     UN7TDB        599 17     DX
QSO: 21074 RY 2011-09-25 0745 GU0SUP        599     14 GU     UC0A          599 18     DX
QSO: 21076 RY 2011-09-25 0746 GU0SUP        599     14 GU     OH6R          599 15     DX
QSO: 21084 RY 2011-09-25 0749 GU0SUP        599     14 GU     TA1DX         599 20     DX
QSO: 21088 RY 2011-09-25 0751 GU0SUP        599     14 GU     JO1COV        599 25     DX
QSO: 21089 RY 2011-09-25 0753 GU0SUP        599     14 GU     EF8M          599 33     DX
QSO: 21095 RY 2011-09-25 0755 GU0SUP        599     14 GU     LY5E          599 15     DX
QSO: 21100 RY 2011-09-25 0757 GU0SUP        599     14 GU     IT9HBT        599 15     DX
QSO: 21106 RY 2011-09-25 0759 GU0SUP        599     14 GU     UN7JX         599 17     DX
QSO: 21108 RY 2011-09-25 0805 GU0SUP        599     14 GU     UN8LWF        599 17     DX
QSO: 21109 RY 2011-09-25 0806 GU0SUP        599     14 GU     JH4UTP        599 25     DX
QSO: 21110 RY 2011-09-25 0806 GU0SUP        599     14 GU     JA7BME        599 25     DX
QSO: 21112 RY 2011-09-25 0808 GU0SUP        599     14 GU     IK8UND        599 15     DX
QSO: 21121 RY 2011-09-25 0813 GU0SUP        599     14 GU     UX0FF         599 16     DX
QSO: 21115 RY 2011-09-25 0815 GU0SUP        599     14 GU     KL7AC         599 1      DX
QSO: 21130 RY 2011-09-25 0816 GU0SUP        599     14 GU     OH2ET         599 15     DX
QSO: 21143 RY 2011-09-25 0820 GU0SUP        599     14 GU     E72W          599 15     DX
QSO: 21117 RY 2011-09-25 0821 GU0SUP        599     14 GU     9A4P          599 15     DX
QSO: 14125 RY 2011-09-25 0824 GU0SUP        599     14 GU     SP9KDA        599 15     DX
QSO: 14122 RY 2011-09-25 0826 GU0SUP        599     14 GU     S58M          599 15     DX
QSO: 14121 RY 2011-09-25 0826 GU0SUP        599     14 GU     SP8NR         599 15     DX
QSO: 14117 RY 2011-09-25 0828 GU0SUP        599     14 GU     EC8CQ         599 33     DX
QSO: 14114 RY 2011-09-25 0830 GU0SUP        599     14 GU     OH6R          599 15     DX
QSO: 14113 RY 2011-09-25 0831 GU0SUP        599     14 GU     RW6CR         599 16     DX
QSO: 14111 RY 2011-09-25 0832 GU0SUP        599     14 GU     YR5T          599 20     DX
QSO: 14111 RY 2011-09-25 0833 GU0SUP        599     14 GU     OM4O          599 15     DX
QSO: 14107 RY 2011-09-25 0835 GU0SUP        599     14 GU     UU7J          599 16     DX
QSO: 14102 RY 2011-09-25 0837 GU0SUP        599     14 GU     UX4FC         599 16     DX
QSO: 14099 RY 2011-09-25 0839 GU0SUP        599     14 GU     CT3KY         599 33     DX
QSO: 14098 RY 2011-09-25 0840 GU0SUP        599     14 GU     ED5CEF        599 14     DX
QSO: 14098 RY 2011-09-25 0841 GU0SUP        599     14 GU     EE5I          599 14     DX
QSO: 14092 RY 2011-09-25 0843 GU0SUP        599     14 GU     TF3AO         599 40     DX
QSO: 14091 RY 2011-09-25 0844 GU0SUP        599     14 GU     R3PW          599 16     DX
QSO: 14090 RY 2011-09-25 0845 GU0SUP        599     14 GU     CN3A          599 33     DX
QSO: 14087 RY 2011-09-25 0847 GU0SUP        599     14 GU     EA3CCN        599 14     DX
QSO: 14079 RY 2011-09-25 0850 GU0SUP        599     14 GU     CS5CRE        599 14     DX
QSO: 14073 RY 2011-09-25 0851 GU0SUP        599     14 GU     IK2SND        599 15     DX
QSO: 14128 RY 2011-09-25 0852 GU0SUP        599     14 GU     YO3CZW        599 20     DX
QSO: 28082 RY 2011-09-25 0857 GU0SUP        599     14 GU     UA9UR         599 18     DX
QSO: 28077 RY 2011-09-25 0900 GU0SUP        599     14 GU     JM3UGA        599 25     DX
QSO: 28085 RY 2011-09-25 0906 GU0SUP        599     14 GU     JL3JRY        599 25     DX
QSO: 28085 RY 2011-09-25 0907 GU0SUP        599     14 GU     RN3QQ         599 16     DX
QSO: 28087 RY 2011-09-25 0908 GU0SUP        599     14 GU     UC0A          599 18     DX
QSO: 28090 RY 2011-09-25 0911 GU0SUP        599     14 GU     UA3PT         599 16     DX
QSO: 28114 RY 2011-09-25 0915 GU0SUP        599     14 GU     RA4FP         599 16     DX
QSO: 28117 RY 2011-09-25 0918 GU0SUP        599     14 GU     UI9I          599 18     DX
QSO: 28131 RY 2011-09-25 0921 GU0SUP        599     14 GU     R5AJ          599 16     DX
QSO: 28140 RY 2011-09-25 0924 GU0SUP        599     14 GU     JF2IWL        599 25     DX
QSO: 28097 RY 2011-09-25 0926 GU0SUP        599     14 GU     UR5IHQ        599 16     DX
QSO: 28097 RY 2011-09-25 0928 GU0SUP        599     14 GU     RA3ATE        599 16     DX
QSO: 28097 RY 2011-09-25 0928 GU0SUP        599     14 GU     RV6ASU        599 16     DX
QSO: 28097 RY 2011-09-25 0929 GU0SUP        599     14 GU     RL2A          599 16     DX
QSO: 28097 RY 2011-09-25 0930 GU0SUP        599     14 GU     RV4LS         599 16     DX
QSO: 28097 RY 2011-09-25 0930 GU0SUP        599     14 GU     UX6IB         599 16     DX
QSO: 28097 RY 2011-09-25 0931 GU0SUP        599     14 GU     RW6HJV/6      599 16     DX
QSO: 28097 RY 2011-09-25 0937 GU0SUP        599     14 GU     RV3DBK        599 16     DX
QSO: 28098 RY 2011-09-25 0939 GU0SUP        599     14 GU     JR3NZC        599 25     DX
QSO: 28104 RY 2011-09-25 0940 GU0SUP        599     14 GU     JH3CUL        599 25     DX
QSO: 28069 RY 2011-09-25 0956 GU0SUP        599     14 GU     BD7NWF        599 24     DX
QSO: 21130 RY 2011-09-25 1000 GU0SUP        599     14 GU     PX2V          599 11     DX
QSO: 21123 RY 2011-09-25 1002 GU0SUP        599     14 GU     UR5ETN        599 16     DX
QSO: 21123 RY 2011-09-25 1004 GU0SUP        599     14 GU     R3FO          599 16     DX
QSO: 21123 RY 2011-09-25 1005 GU0SUP        599     14 GU     SQ9AOR        599 15     DX
QSO: 21123 RY 2011-09-25 1005 GU0SUP        599     14 GU     S57U          599 15     DX
QSO: 21123 RY 2011-09-25 1006 GU0SUP        599     14 GU     IK7RVY        599 15     DX
QSO: 21123 RY 2011-09-25 1007 GU0SUP        599     14 GU     YO3JF         599 20     DX
QSO: 21123 RY 2011-09-25 1007 GU0SUP        599     14 GU     HA7YS         599 15     DX
QSO: 21123 RY 2011-09-25 1008 GU0SUP        599     14 GU     S53EO         599 15     DX
QSO: 21123 RY 2011-09-25 1008 GU0SUP        599     14 GU     UW5U          599 16     DX
QSO: 21123 RY 2011-09-25 1008 GU0SUP        599     14 GU     LZ2STO        599 20     DX
QSO: 21123 RY 2011-09-25 1010 GU0SUP        599     14 GU     S50R          599 15     DX
QSO: 21123 RY 2011-09-25 1011 GU0SUP        599     14 GU     UT8EL         599 16     DX
QSO: 21123 RY 2011-09-25 1011 GU0SUP        599     14 GU     RL3A          599 16     DX
QSO: 21123 RY 2011-09-25 1012 GU0SUP        599     14 GU     RZ3AV         599 16     DX
QSO: 21123 RY 2011-09-25 1012 GU0SUP        599     14 GU     YO2RR         599 20     DX
QSO: 21123 RY 2011-09-25 1013 GU0SUP        599     14 GU     HA8IE         599 15     DX
QSO: 21123 RY 2011-09-25 1014 GU0SUP        599     14 GU     YQ6A          599 20     DX
QSO: 21123 RY 2011-09-25 1014 GU0SUP        599     14 GU     IV3TMV        599 15     DX
QSO: 21123 RY 2011-09-25 1015 GU0SUP        599     14 GU     IZ6TSA        599 15     DX
QSO: 21123 RY 2011-09-25 1017 GU0SUP        599     14 GU     JH7RTQ        599 25     DX
QSO: 21123 RY 2011-09-25 1019 GU0SUP        599     14 GU     UR7EC         599 16     DX
QSO: 21123 RY 2011-09-25 1020 GU0SUP        599     14 GU     Z33A          599 15     DX
QSO: 21123 RY 2011-09-25 1020 GU0SUP        599     14 GU     UT5UGR        599 16     DX
QSO: 21123 RY 2011-09-25 1021 GU0SUP        599     14 GU     VE1OP         599 5      NS
QSO: 21123 RY 2011-09-25 1021 GU0SUP        599     14 GU     JA7BWT        599 25     DX
QSO: 21123 RY 2011-09-25 1022 GU0SUP        599     14 GU     S50XX         599 15     DX
QSO: 21123 RY 2011-09-25 1022 GU0SUP        599     14 GU     YL2QV         599 15     DX
QSO: 21123 RY 2011-09-25 1023 GU0SUP        599     14 GU     OL7M          599 15     DX
QSO: 21123 RY 2011-09-25 1023 GU0SUP        599     14 GU     UR5EPV        599 16     DX
QSO: 21123 RY 2011-09-25 1026 GU0SUP        599     14 GU     LZ5XQ         599 20     DX
QSO: 21123 RY 2011-09-25 1029 GU0SUP        599     14 GU     HG7T          599 15     DX
QSO: 21123 RY 2011-09-25 1030 GU0SUP        599     14 GU     S57AW         599 15     DX
QSO: 21123 RY 2011-09-25 1031 GU0SUP        599     14 GU     IK7BEF        599 15     DX
QSO: 21123 RY 2011-09-25 1034 GU0SUP        599     14 GU     9A6ZT         599 15     DX
QSO: 21123 RY 2011-09-25 1035 GU0SUP        599     14 GU     JA4FHE        599 25     DX
QSO: 21123 RY 2011-09-25 1035 GU0SUP        599     14 GU     ER5DX         599 16     DX
QSO: 21123 RY 2011-09-25 1036 GU0SUP        599     14 GU     UU1K          599 16     DX
QSO: 21123 RY 2011-09-25 1037 GU0SUP        599     14 GU     OK1KSL        599 15     DX
QSO: 14121 RY 2011-09-25 1050 GU0SUP        599     14 GU     YO9HP         599 20     DX
QSO: 14120 RY 2011-09-25 1050 GU0SUP        599     14 GU     SQ9UM         599 15     DX
QSO: 14116 RY 2011-09-25 1051 GU0SUP        599     14 GU     LZ5R          599 20     DX
QSO: 14114 RY 2011-09-25 1052 GU0SUP        599     14 GU     RV3ZN         599 16     DX
QSO: 14108 RY 2011-09-25 1054 GU0SUP        599     14 GU     RM2M          599 16     DX
QSO: 14106 RY 2011-09-25 1055 GU0SUP        599     14 GU     OE2E          599 15     DX
QSO: 14103 RY 2011-09-25 1056 GU0SUP        599     14 GU     DL1IAO        599 14     DX
QSO: 14096 RY 2011-09-25 1058 GU0SUP        599     14 GU     IK5AMB        599 15     DX
QSO: 14084 RY 2011-09-25 1100 GU0SUP        599     14 GU     S50XX         599 15     DX
QSO: 14083 RY 2011-09-25 1101 GU0SUP        599     14 GU     YU1NR         599 15     DX
QSO: 14081 RY 2011-09-25 1102 GU0SUP        599     14 GU     DQ4W          599 14     DX
QSO: 14081 RY 2011-09-25 1103 GU0SUP        599     14 GU     AA4V          599 5      SC
QSO: 14078 RY 2011-09-25 1104 GU0SUP        599     14 GU     SN7Q          599 15     DX
QSO: 14077 RY 2011-09-25 1105 GU0SUP        599     14 GU     OH3OJ         599 15     DX
QSO: 14075 RY 2011-09-25 1106 GU0SUP        599     14 GU     NR4M          599 5      VA
QSO: 14127 RY 2011-09-25 1107 GU0SUP        599     14 GU     YT2T          599 15     DX
QSO: 14124 RY 2011-09-25 1108 GU0SUP        599     14 GU     LY5E          599 15     DX
QSO: 14123 RY 2011-09-25 1109 GU0SUP        599     14 GU     DJ3NG         599 14     DX
QSO: 14122 RY 2011-09-25 1109 GU0SUP        599     14 GU     OK1FAV        599 15     DX
QSO: 14118 RY 2011-09-25 1111 GU0SUP        599     14 GU     ON4ALY        599 14     DX
QSO: 14114 RY 2011-09-25 1112 GU0SUP        599     14 GU     K3WW          599 5      PA
QSO: 14122 RY 2011-09-25 1115 GU0SUP        599     14 GU     DK1LRS        599 14     DX
QSO: 14122 RY 2011-09-25 1116 GU0SUP        599     14 GU     DL2GK         599 14     DX
QSO: 14122 RY 2011-09-25 1117 GU0SUP        599     14 GU     DH9GCD        599 14     DX
QSO: 14122 RY 2011-09-25 1118 GU0SUP        599     14 GU     VA3DX         599 4      ON
QSO: 14122 RY 2011-09-25 1118 GU0SUP        599     14 GU     SP8ONZ        599 15     DX
QSO: 14122 RY 2011-09-25 1119 GU0SUP        599     14 GU     NX2X          599 5      NY
QSO: 14122 RY 2011-09-25 1120 GU0SUP        599     14 GU     W2JU          599 5      CT
QSO: 14122 RY 2011-09-25 1121 GU0SUP        599     14 GU     K4JGR         599 5      VA
QSO: 14122 RY 2011-09-25 1122 GU0SUP        599     14 GU     UU1K          599 16     DX
QSO: 14122 RY 2011-09-25 1122 GU0SUP        599     14 GU     IN3XWE        599 15     DX
QSO: 14122 RY 2011-09-25 1124 GU0SUP        599     14 GU     EW6FX         599 16     DX
QSO: 14122 RY 2011-09-25 1124 GU0SUP        599     14 GU     SP4CJA        599 15     DX
QSO: 14099 RY 2011-09-25 1125 GU0SUP        599     14 GU     VA2UP         599 5      QC
QSO: 14098 RY 2011-09-25 1128 GU0SUP        599     14 GU     VE1OP         599 5      NS
QSO: 14120 RY 2011-09-25 1130 GU0SUP        599     14 GU     YO5BEU        599 20     DX
QSO: 14120 RY 2011-09-25 1131 GU0SUP        599     14 GU     IK1RKU        599 15     DX
QSO: 14120 RY 2011-09-25 1132 GU0SUP        599     14 GU     UV0I          599 16     DX
QSO: 14120 RY 2011-09-25 1134 GU0SUP        599     14 GU     I2BPP         599 15     DX
QSO: 14120 RY 2011-09-25 1135 GU0SUP        599     14 GU     K0XB          599 4      MN
QSO: 14120 RY 2011-09-25 1135 GU0SUP        599     14 GU     DK7ZT         599 14     DX
QSO: 14120 RY 2011-09-25 1137 GU0SUP        599     14 GU     ES9C          599 15     DX
QSO: 14120 RY 2011-09-25 1138 GU0SUP        599     14 GU     N8RF          599 4      OH
QSO: 14120 RY 2011-09-25 1138 GU0SUP        599     14 GU     DF2RG         599 14     DX
QSO: 14115 RY 2011-09-25 1140 GU0SUP        599     14 GU     AA3B          599 5      PA
QSO: 14120 RY 2011-09-25 1141 GU0SUP        599     14 GU     K5ZD          599 5      MA
QSO: 14120 RY 2011-09-25 1142 GU0SUP        599     14 GU     RZ4HZW        599 16     DX
QSO: 14120 RY 2011-09-25 1144 GU0SUP        599     14 GU     W9MU          599 4      IL
QSO: 14120 RY 2011-09-25 1145 GU0SUP        599     14 GU     R2AT          599 16     DX
QSO: 14120 RY 2011-09-25 1145 GU0SUP        599     14 GU     VE2AXO        599 5      QC
QSO: 14120 RY 2011-09-25 1146 GU0SUP        599     14 GU     UW8I          599 16     DX
QSO: 14120 RY 2011-09-25 1146 GU0SUP        599     14 GU     K1SFA         599 5      MA
QSO: 14120 RY 2011-09-25 1147 GU0SUP        599     14 GU     DF5MA         599 14     DX
QSO: 14120 RY 2011-09-25 1147 GU0SUP        599     14 GU     KA2D          599 5      NY
QSO: 14120 RY 2011-09-25 1148 GU0SUP        599     14 GU     UT7L          599 16     DX
QSO: 14120 RY 2011-09-25 1148 GU0SUP        599     14 GU     OH1F          599 15     DX
QSO: 14120 RY 2011-09-25 1149 GU0SUP        599     14 GU     DL1NEO        599 14     DX
QSO: 14120 RY 2011-09-25 1150 GU0SUP        599     14 GU     TF8TTY        599 40     DX
QSO: 14120 RY 2011-09-25 1150 GU0SUP        599     14 GU     SK2T          599 14     DX
QSO: 14120 RY 2011-09-25 1151 GU0SUP        599     14 GU     K0KX          599 4      MN
QSO: 14120 RY 2011-09-25 1151 GU0SUP        599     14 GU     RW4WZ         599 16     DX
QSO: 14120 RY 2011-09-25 1152 GU0SUP        599     14 GU     AI9T          599 4      IL
QSO: 14120 RY 2011-09-25 1153 GU0SUP        599     14 GU     DL7FA         599 14     DX
QSO: 14120 RY 2011-09-25 1154 GU0SUP        599     14 GU     KB1EFS        599 5      MA
QSO: 14120 RY 2011-09-25 1155 GU0SUP        599     14 GU     DK2TX         599 14     DX
QSO: 14120 RY 2011-09-25 1155 GU0SUP        599     14 GU     HA1DAE        599 15     DX
QSO: 14120 RY 2011-09-25 1156 GU0SUP        599     14 GU     N2QT          599 5      VA
QSO: 14120 RY 2011-09-25 1157 GU0SUP        599     14 GU     WB3LHD        599 5      PA
QSO: 14120 RY 2011-09-25 1157 GU0SUP        599     14 GU     LA5TFA        599 14     DX
QSO: 14120 RY 2011-09-25 1200 GU0SUP        599     14 GU     N4WW          599 5      FL
QSO: 14120 RY 2011-09-25 1201 GU0SUP        599     14 GU     N8BJQ         599 4      OH
QSO: 14120 RY 2011-09-25 1201 GU0SUP        599     14 GU     IQ1RY         599 15     DX
QSO: 14120 RY 2011-09-25 1202 GU0SUP        599     14 GU     OH8JT         599 15     DX
QSO: 14120 RY 2011-09-25 1202 GU0SUP        599     14 GU     DJ8OG         599 14     DX
QSO: 14120 RY 2011-09-25 1203 GU0SUP        599     14 GU     ED5K          599 14     DX
QSO: 14120 RY 2011-09-25 1204 GU0SUP        599     14 GU     W0BM          599 4      MN
QSO: 14120 RY 2011-09-25 1205 GU0SUP        599     14 GU     K9SG          599 4      IN
QSO: 14120 RY 2011-09-25 1206 GU0SUP        599     14 GU     UT4ZX         599 16     DX
QSO: 14120 RY 2011-09-25 1207 GU0SUP        599     14 GU     WW4LL         599 5      GA
QSO: 14120 RY 2011-09-25 1208 GU0SUP        599     14 GU     N2FF          599 5      NY
QSO: 14120 RY 2011-09-25 1208 GU0SUP        599     14 GU     LA5LJA        599 14     DX
QSO: 14120 RY 2011-09-25 1209 GU0SUP        599     14 GU     M7T           599 14     DX
