START-OF-LOG: 3.0
CATEGORY: Portable, multi operator, low power, non-assisted
CONTEST: FD CW
CALLSIGN: G8FC/P
CLAIMED-SCORE:149766
CLUB:RAFARS
OPERATORS:G3ZDW G4OSB G4DQP G4HIY All paid up members of RAFARS
QSO:   28031 CW 2017-06-04 1151 G8FC/P        599 0303   EW1TO         599 0172
QSO:   28034 CW 2017-06-04 1154 G8FC/P        599 0304   YL2QN/P       599 0256
QSO:   28036 CW 2017-06-04 1155 G8FC/P        599 0305   YL6A          599 0509
QSO:   28016 CW 2017-06-04 1207 G8FC/P        599 0306   RA1AL         599 0567
QSO:   21033 CW 2017-06-04 1219 G8FC/P        599 0307   EW5C/P        599 1023
QSO:   14031 CW 2017-06-04 1226 G8FC/P        599 0308   IK0XBX        599 0039
QSO:   14037 CW 2017-06-04 1231 G8FC/P        599 0309   DK0EP/P       599 0807
QSO:   14005 CW 2017-06-04 1239 G8FC/P        599 0310   GW2OP/P       599 1060
QSO:   14007 CW 2017-06-04 1241 G8FC/P        599 0311   DL0LA/P       599 1176
QSO:   14010 CW 2017-06-04 1246 G8FC/P        599 0312   R2FAZ/P       599 0293
QSO:   14011 CW 2017-06-04 1249 G8FC/P        599 0313   YT2ISM        599 0184
QSO:   14012 CW 2017-06-04 1252 G8FC/P        599 0314   GM3C/P        599 0388
QSO:   14017 CW 2017-06-04 1254 G8FC/P        599 0315   DL0CS/P       599 1261
QSO:   14018 CW 2017-06-04 1258 G8FC/P        599 0316   S58K          599 0623
QSO:   14019 CW 2017-06-04 1259 G8FC/P        599 0317   DL1HBT/P      599 0962
QSO:   14019 CW 2017-06-04 1301 G8FC/P        599 0318   PI4ZI/P       599 0333
QSO:   14022 CW 2017-06-04 1307 G8FC/P        599 0319   DK0RA/P       599 0505
QSO:   14025 CW 2017-06-04 1311 G8FC/P        599 0320   DL0SN/P       599 1033
QSO:   14040 CW 2017-06-04 1317 G8FC/P        599 0321   DL0DX/P       599 0611
QSO:   21033 CW 2017-06-04 1327 G8FC/P        599 0322   S53Q          599 0535
QSO:   21030 CW 2017-06-04 1330 G8FC/P        599 0323   LY2PX         599 0063
QSO:   21030 CW 2017-06-04 1331 G8FC/P        599 0324   DK0MM/P       599 0970
QSO:   21029 CW 2017-06-04 1333 G8FC/P        599 0325   DA3X/P        599 0877
QSO:   21027 CW 2017-06-04 1339 G8FC/P        599 0326   IZ7FLP        599 0317
QSO:   21024 CW 2017-06-04 1341 G8FC/P        599 0327   IU7U          599 0195
QSO:   21021 CW 2017-06-04 1344 G8FC/P        599 0328   DL8QS         599 0419
QSO:   28033 CW 2017-06-04 1347 G8FC/P        599 0329   LY1DZ         599 0720
QSO:   28031 CW 2017-06-04 1349 G8FC/P        599 0330   SG8C          599 0429
QSO:   28019 CW 2017-06-04 1353 G8FC/P        599 0331   HA5N/P        599 0808
QSO:   28016 CW 2017-06-04 1354 G8FC/P        599 0332   RV5C          599 0510
QSO:   28016 CW 2017-06-04 1355 G8FC/P        599 0333   RX9WN         599 0587
QSO:   21013 CW 2017-06-04 1359 G8FC/P        599 0334   DM3C/P        599 0879
QSO:   21015 CW 2017-06-04 1401 G8FC/P        599 0335   DL5YM         599 0210
QSO:   21017 CW 2017-06-04 1402 G8FC/P        599 0336   IZ4DYX        599 0420
QSO:   21018 CW 2017-06-04 1405 G8FC/P        599 0337   S58K          599 0695
QSO:   21018 CW 2017-06-04 1407 G8FC/P        599 0338   LA8HGA        599 0764
QSO:   21020 CW 2017-06-04 1409 G8FC/P        599 0339   RX9WN         599 0600
QSO:   21027 CW 2017-06-04 1415 G8FC/P        599 0340   LA/G3SWC      599 0105
QSO:   21000 CW 2017-06-04 1418 G8FC/P        599 0341   SF3A          599 0194
QSO:   21029 CW 2017-06-04 1422 G8FC/P        599 0342   YL2QN/P       599 0522
QSO:   21035 CW 2017-06-04 1426 G8FC/P        599 0343   RT3N          599 0653
QSO:   21036 CW 2017-06-04 1428 G8FC/P        599 0344   S59AA         599 0063
QSO:   21037 CW 2017-06-04 1430 G8FC/P        599 0345   UI2K          599 0147
QSO:   21039 CW 2017-06-04 1432 G8FC/P        599 0346   R0WC          599 0065
QSO:   21040 CW 2017-06-04 1434 G8FC/P        599 0347   EW1TO         599 0231
QSO:   7009  CW 2017-06-04 1439 G8FC/P        599 0348   SP3CW         599 0127
QSO:   7012  CW 2017-06-04 1443 G8FC/P        599 0349   DK0VE/P       599 0321
QSO:   7012  CW 2017-06-04 1444 G8FC/P        599 0350   DK0N/P        599 0183
QSO:   7013  CW 2017-06-04 1445 G8FC/P        599 0351   DL0GE/P       599 0748
QSO:   7015  CW 2017-06-04 1449 G8FC/P        599 0352   GM3C/P        599 0518
QSO:   7017  CW 2017-06-04 1451 G8FC/P        599 0353   S52AW         599 0224
QSO:   7020  CW 2017-06-04 1458 G8FC/P        599 0354   HB9LL/P       599 0973
QSO:   7021  CW 2017-06-04 1500 G8FC/P        599 0355   ON4NOK/P      599 0950
END-OF-LOG:
