START-OF-LOG:  2.0
CREATED-BY:    SD by EI5DI
LOCATION:      DX
CONTEST:       CQ-WPX-CW
CALLSIGN:      G3LHJ
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-TRANSMITTER: ONE
CATEGORY-BAND: ALL
CATEGORY-POWER: QRP
CATEGORY-ASSISTED: NON-ASSISTED
CLAIMED-SCORE: 182895
NAME:          Derrick Webber
OPERATORS:     G3LHJ
SOAPBOX:       Enjoyable contest Condx a bit tough for Qrp working but
QSO: 14000 CW 2009-05-31 1847 G3LHJ         599  320   WX3B          599  819
QSO: 14000 CW 2009-05-31 1848 G3LHJ         599  321   N0NI          599 1963
QSO: 14000 CW 2009-05-31 1848 G3LHJ         599  322   AD4J          599 2351
QSO: 14000 CW 2009-05-31 1850 G3LHJ         599  323   NN3L          599 1316
QSO: 14000 CW 2009-05-31 1857 G3LHJ         599  324   TA3KZ         599 3338
QSO: 14000 CW 2009-05-31 1900 G3LHJ         599  325   YR8I          599 1109
QSO: 14000 CW 2009-05-31 2218 G3LHJ         599  326   N0AT          599 1110
QSO: 14000 CW 2009-05-31 2218 G3LHJ         599  327   TF3CW         599  087
QSO: 14000 CW 2009-05-31 2220 G3LHJ         599  328   NN1N          599  756
QSO: 14000 CW 2009-05-31 2226 G3LHJ         599  329   K4BAI         599 1968
QSO: 14000 CW 2009-05-31 2229 G3LHJ         599  330   IN3QBR        599 2112
QSO: 14000 CW 2009-05-31 2231 G3LHJ         599  331   K4SV          599  972
QSO: 14000 CW 2009-05-31 2232 G3LHJ         599  332   K1LT          599  955
QSO: 14000 CW 2009-05-31 2233 G3LHJ         599  333   N08DX         599  892
QSO: 14000 CW 2009-05-31 2234 G3LHJ         599  334   RG6G          599 2957
QSO: 14000 CW 2009-05-31 2236 G3LHJ         599  335   N0FW          599 4298
QSO: 14000 CW 2009-05-31 2237 G3LHJ         599  336   VE3UTT        599 1865
QSO: 14000 CW 2009-05-31 2239 G3LHJ         599  337   N8OO          599 2274
QSO: 14000 CW 2009-05-31 2239 G3LHJ         599  338   N1IX          599  169
QSO: 14000 CW 2009-05-31 2240 G3LHJ         599  339   S53MM         599 2698
QSO: 14000 CW 2009-05-31 2241 G3LHJ         599  340   RN3DBA        599 1480
QSO: 14000 CW 2009-05-31 2244 G3LHJ         599  341   AC8W          599 1124
QSO: 14000 CW 2009-05-31 2246 G3LHJ         599  342   VA1CHP        599  850
QSO: 14000 CW 2009-05-31 2248 G3LHJ         599  343   VE3DZ/VP9     599 2553
QSO: 14000 CW 2009-05-31 2249 G3LHJ         599  344   AJ9C          599 1324
QSO: 14000 CW 2009-05-31 2251 G3LHJ         599  345   NP3D/NY2      599  527
QSO: 14000 CW 2009-05-31 2252 G3LHJ         599  346   N8BJQ         599 1354
QSO: 14000 CW 2009-05-31 2253 G3LHJ         599  347   W4SAA         599  861
QSO: 14000 CW 2009-05-31 2255 G3LHJ         599  348   KL2A/ND1      599  092
QSO: 14000 CW 2009-05-31 2257 G3LHJ         599  349   K0EA          599  853
QSO: 14000 CW 2009-05-31 2259 G3LHJ         599  350   K3EL          599  622
QSO: 14000 CW 2009-05-31 2300 G3LHJ         599  351   KA2MGE        599  088
QSO: 14000 CW 2009-05-31 2301 G3LHJ         599  352   K7CS          599 1062
QSO: 14000 CW 2009-05-31 2302 G3LHJ         599  353   K8GL          599 1793
QSO: 14000 CW 2009-05-31 2302 G3LHJ         599  354   VE3JM         599 2905
QSO: 14000 CW 2009-05-31 2305 G3LHJ         599  355   OE2VEL        599  712
QSO: 14000 CW 2009-05-31 2307 G3LHJ         599  356   N2MM          599  938
QSO: 14000 CW 2009-05-31 2308 G3LHJ         599  357   KM9P          599 2459
QSO: 14000 CW 2009-05-31 2311 G3LHJ         599  358   KM4MK         599  145
QSO: 14000 CW 2009-05-31 2312 G3LHJ         599  359   NF4A          599 1441
QSO: 14000 CW 2009-05-31 2315 G3LHJ         599  360   K9QVB         599 1479
QSO: 14000 CW 2009-05-31 2318 G3LHJ         599  361   TI5N          599  740
QSO: 14000 CW 2009-05-31 2321 G3LHJ         599  362   K4LT          559  059
QSO: 14000 CW 2009-05-31 2323 G3LHJ         599  363   W1UJ          599  077
QSO: 14000 CW 2009-05-31 2323 G3LHJ         599  364   DF7ZS         599 1175
QSO: 14000 CW 2009-05-31 2329 G3LHJ         599  365   K4PV          599 1926
QSO: 14000 CW 2009-05-31 2331 G3LHJ         599  366   WW4R          599 1522
QSO: 14000 CW 2009-05-31 2333 G3LHJ         599  367   K4HAL         599  608
QSO: 14000 CW 2009-05-31 2334 G3LHJ         599  368   WA1FCN        599 1110
QSO: 14000 CW 2009-05-31 2337 G3LHJ         599  369   G6PZ          599 1936
QSO: 14000 CW 2009-05-31 2338 G3LHJ         599  370   NN5J          599 2437
QSO: 14000 CW 2009-05-31 2338 G3LHJ         599  371   K8MP          599  838
QSO: 14000 CW 2009-05-31 2338 G3LHJ         599  372   N4CW          599  599
QSO: 14000 CW 2009-05-31 2341 G3LHJ         599  373   4U1ITU        599 1782
QSO: 14000 CW 2009-05-31 2343 G3LHJ         599  374   YN2GY         599 1853
QSO: 14000 CW 2009-05-31 2345 G3LHJ         599  375   DL8SCG        599 1218
QSO: 14000 CW 2009-05-31 2352 G3LHJ         599  376   9A5K          599 2542
QSO: 14000 CW 2009-05-31 2354 G3LHJ         599  377   IU2AOO        599  507
QSO: 14000 CW 2009-05-31 2357 G3LHJ         599  378   K9OM          599 1446
QSO: 14000 CW 2009-05-31 2359 G3LHJ         599  379   NF9V          599  473
END-OF-LOG:
