START-OF-LOG: 3.0
CREATED-BY: N3FJP's CQ WW DX Contest Log 4.8
CONTEST: CQ-WW-SSB
CALLSIGN: NF7E
LOCATION: AZ
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-STATION: FIXED
CATEGORY-TRANSMITTER: ONE
CATEGORY-POWER: HIGH
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-MODE: SSB
CATEGORY-OVERLAY:
CLUB: NORTHERN ARIZONA DX ASSN
CLAIMED-SCORE: 247922
OPERATORS: NF7E
NAME: BOB WERTZ
SOAPBOX: BEST TURN OUT OF OUR CLUB MEMBERS IN MANY YEARS.
QSO:  7000 PH 2016-10-30 1321 NF7E          59  03     JR6EZE        59  25     0
QSO:  7000 PH 2016-10-30 1328 NF7E          59  03     JE1JWT        59  25     0
QSO:  7000 PH 2016-10-30 1332 NF7E          59  03     AH2R          59  27     0
QSO:  7000 PH 2016-10-30 1338 NF7E          59  03     JF2QNM        59  25     0
QSO:  7000 PH 2016-10-30 1400 NF7E          59  03     VC7X          59  03     0
QSO:  7000 PH 2016-10-30 1402 NF7E          59  03     US1I          59  16     0
QSO: 21000 PH 2016-10-30 1436 NF7E          59  03     EF8R          59  33     0
QSO: 21000 PH 2016-10-30 1437 NF7E          59  03     6Y4V          59  08     0
QSO: 21000 PH 2016-10-30 1438 NF7E          59  03     V3A           59  07     0
QSO: 21000 PH 2016-10-30 1440 NF7E          59  03     CO6HLP        59  08     0
QSO: 21000 PH 2016-10-30 1444 NF7E          59  03     HI9/KW4XC     59  08     0
QSO: 21000 PH 2016-10-30 1447 NF7E          59  03     KP4KE         59  08     0
QSO: 21000 PH 2016-10-30 1451 NF7E          59  03     WP4PGY        59  08     0
QSO: 21000 PH 2016-10-30 1455 NF7E          59  03     PZ5K          59  09     0
QSO: 21000 PH 2016-10-30 1457 NF7E          59  03     8P9EH         59  08     0
QSO: 14000 PH 2016-10-30 1505 NF7E          59  03     ZF1A          59  08     0
QSO: 14000 PH 2016-10-30 1505 NF7E          59  03     9A1A          59  15     0
QSO: 14000 PH 2016-10-30 1515 NF7E          59  03     WP4ONJ        59  08     0
QSO: 14000 PH 2016-10-30 1520 NF7E          59  03     VE2GSO        59  05     0
QSO: 21000 PH 2016-10-30 1659 NF7E          59  03     CN2AA         59  33     0
QSO: 21000 PH 2016-10-30 1703 NF7E          59  03     KE8BHX        59  04     0
QSO: 21000 PH 2016-10-30 1707 NF7E          59  03     AC2RL         59  05     0
QSO: 21000 PH 2016-10-30 1709 NF7E          59  03     W9DEK         59  04     0
QSO: 21000 PH 2016-10-30 1710 NF7E          59  03     VE7SA         59  03     0
QSO: 21000 PH 2016-10-30 1711 NF7E          59  03     VE3OSC        59  04     0
QSO: 21000 PH 2016-10-30 1712 NF7E          59  03     KW4HQ         59  05     0
QSO: 21000 PH 2016-10-30 1712 NF7E          59  03     VA3IPG        59  04     0
QSO: 21000 PH 2016-10-30 1713 NF7E          59  03     KC9SNM        59  04     0
QSO: 21000 PH 2016-10-30 1714 NF7E          59  03     W8IDM         59  04     0
QSO: 21000 PH 2016-10-30 1715 NF7E          59  03     AC9HN         59  04     0
QSO: 21000 PH 2016-10-30 1715 NF7E          59  03     K4ARC         59  04     0
QSO: 21000 PH 2016-10-30 1716 NF7E          59  03     VA3GD         59  04     0
QSO: 21000 PH 2016-10-30 1716 NF7E          59  03     AI4IC         59  05     0
QSO: 21000 PH 2016-10-30 1717 NF7E          59  03     VA3UG         59  04     0
QSO: 21000 PH 2016-10-30 1717 NF7E          59  03     W2MYA         59  05     0
QSO: 21000 PH 2016-10-30 1718 NF7E          59  03     KK4AND        59  05     0
QSO: 21000 PH 2016-10-30 1718 NF7E          59  03     VE7CKZ        59  03     0
QSO: 21000 PH 2016-10-30 1719 NF7E          59  03     NJ8J          59  04     0
QSO: 21000 PH 2016-10-30 1720 NF7E          59  03     VA3RUI        59  04     0
QSO: 21000 PH 2016-10-30 1720 NF7E          59  03     VE3RZ         59  04     0
QSO: 21000 PH 2016-10-30 1721 NF7E          59  03     VE3CV         59  04     0
QSO: 21000 PH 2016-10-30 1722 NF7E          59  03     AB8AA         59  04     0
QSO: 21000 PH 2016-10-30 1722 NF7E          59  03     EA5RM         59  14     0
QSO: 21000 PH 2016-10-30 1722 NF7E          59  03     AA4MJ         59  05     0
QSO: 21000 PH 2016-10-30 1722 NF7E          59  03     N9YLZ         59  04     0
QSO: 21000 PH 2016-10-30 1723 NF7E          59  03     NK3Y          59  05     0
QSO: 21000 PH 2016-10-30 1723 NF7E          59  03     VE2HJ         59  05     0
QSO: 21000 PH 2016-10-30 1723 NF7E          59  03     VE3XD         59  04     0
QSO: 21000 PH 2016-10-30 1725 NF7E          59  03     EF1W          59  14     0
QSO: 21000 PH 2016-10-30 1727 NF7E          59  03     VE3RA         59  04     0
QSO: 21000 PH 2016-10-30 1727 NF7E          59  03     W4PV          59  05     0
QSO: 21000 PH 2016-10-30 1733 NF7E          59  03     K0OU          59  04     0
QSO: 21000 PH 2016-10-30 1734 NF7E          59  03     VA3DF         59  04     0
QSO: 21000 PH 2016-10-30 1735 NF7E          59  03     KJ4ZDB        59  05     0
QSO: 21000 PH 2016-10-30 1737 NF7E          59  03     W4/GW4JUN     59  05     0
QSO: 21000 PH 2016-10-30 1739 NF7E          59  03     EA5DFV        59  14     0
QSO: 21000 PH 2016-10-30 1739 NF7E          59  03     W4YK          59  05     0
QSO: 21000 PH 2016-10-30 1743 NF7E          59  03     KU9V          59  04     0
QSO: 21000 PH 2016-10-30 1745 NF7E          59  03     W2RD          59  05     0
QSO: 21000 PH 2016-10-30 1746 NF7E          59  03     K04OL         59  04     0
QSO: 21000 PH 2016-10-30 1747 NF7E          59  03     KE8CBW        59  04     0
QSO: 21000 PH 2016-10-30 1747 NF7E          59  03     N1QEQ         59  05     0
QSO: 21000 PH 2016-10-30 1748 NF7E          59  03     VA3TPS        59  04     0
QSO: 21000 PH 2016-10-30 1750 NF7E          59  03     W8SOO         59  04     0
QSO: 21000 PH 2016-10-30 1750 NF7E          59  03     WA2C          59  05     0
QSO: 21000 PH 2016-10-30 1754 NF7E          59  03     VE3KZ         59  04     0
QSO: 21000 PH 2016-10-30 1756 NF7E          59  03     VA3YP         59  04     0
QSO: 21000 PH 2016-10-30 1801 NF7E          59  03     YY4RDC        59  09     0
QSO: 28000 PH 2016-10-30 1808 NF7E          59  03     LU8YE         59  13     0
QSO: 28000 PH 2016-10-30 1809 NF7E          59  03     LU2VCR        59  13     0
QSO: 28000 PH 2016-10-30 1814 NF7E          59  03     HR2DMR        59  07     0
QSO: 28000 PH 2016-10-30 1815 NF7E          59  03     CA7CAQ        59  12     0
QSO: 28000 PH 2016-10-30 1817 NF7E          59  03     LU8EOT        59  13     0
QSO: 28000 PH 2016-10-30 1819 NF7E          59  03     LU6EVD        59  13     0
QSO: 28000 PH 2016-10-30 1828 NF7E          59  03     LU7DH         59  13     0
QSO: 28000 PH 2016-10-30 1832 NF7E          59  03     ZZ2T          59  11     0
QSO: 21000 PH 2016-10-30 1835 NF7E          59  03     XL3A          59  04     0
QSO: 21000 PH 2016-10-30 1845 NF7E          59  03     XE2B          59  06     0
QSO: 14000 PH 2016-10-30 1849 NF7E          59  03     VE6WZL        59  04     0
QSO: 14000 PH 2016-10-30 1850 NF7E          59  03     VC3R          59  04     0
QSO: 14000 PH 2016-10-30 1851 NF7E          59  03     VE3VEE        59  04     0
QSO: 14000 PH 2016-10-30 1855 NF7E          59  03     FM5AJ         59  08     0
QSO: 14000 PH 2016-10-30 1856 NF7E          59  03     PJ2T          59  09     0
QSO: 14000 PH 2016-10-30 1906 NF7E          59  03     VY2LI         59  05     0
QSO: 14000 PH 2016-10-30 1910 NF7E          59  03     VC2T          59  05     0
QSO: 14000 PH 2016-10-30 1910 NF7E          59  03     KP2M          59  08     0
QSO: 14000 PH 2016-10-30 1913 NF7E          59  03     ED9W          59  33     0
QSO: 14000 PH 2016-10-30 1924 NF7E          59  03     T48K          59  08     0
QSO: 14000 PH 2016-10-30 1930 NF7E          59  03     VE4VT         59  04     0
QSO: 14000 PH 2016-10-30 2034 NF7E          59  03     EC2D          59  14     0
QSO: 14000 PH 2016-10-30 2037 NF7E          59  03     WP3C          59  08     0
QSO: 14000 PH 2016-10-30 2045 NF7E          59  03     PZ5K          59  09     0
QSO: 14000 PH 2016-10-30 2049 NF7E          59  03     VE7GL         59  03     0
QSO: 14000 PH 2016-10-30 2050 NF7E          59  03     VA7FC         59  03     0
QSO: 14000 PH 2016-10-30 2052 NF7E          59  03     EF2A          59  14     0
QSO: 14000 PH 2016-10-30 2054 NF7E          59  03     KP2XX         59  08     0
QSO: 14000 PH 2016-10-30 2057 NF7E          59  03     PJ4X          59  09     0
QSO: 14000 PH 2016-10-30 2059 NF7E          59  03     VA3SWG        59  04     0
QSO: 14000 PH 2016-10-30 2059 NF7E          59  03     VE3RA         59  04     0
QSO: 14000 PH 2016-10-30 2100 NF7E          59  03     ZY2A          59  11     0
QSO: 14000 PH 2016-10-30 2106 NF7E          59  03     VE3EJ         59  04     0
QSO: 14000 PH 2016-10-30 2113 NF7E          59  03     PV8DX         59  11     0
QSO: 14000 PH 2016-10-30 2114 NF7E          59  03     XE2B          59  06     0
QSO: 21000 PH 2016-10-30 2121 NF7E          59  03     PP5KC         59  11     0
QSO: 21000 PH 2016-10-30 2122 NF7E          59  03     L77D          59  13     0
QSO: 21000 PH 2016-10-30 2125 NF7E          59  03     OA4SS         59  10     0
QSO: 21000 PH 2016-10-30 2129 NF7E          59  03     CE3PG         59  12     0
QSO: 21000 PH 2016-10-30 2131 NF7E          59  03     CB3R          59  12     0
QSO: 21000 PH 2016-10-30 2139 NF7E          59  03     TI2OY         59  07     0
QSO: 21000 PH 2016-10-30 2141 NF7E          59  03     PY5DK         59  11     0
QSO: 21000 PH 2016-10-30 2144 NF7E          59  03     CW1DC         59  13     0
QSO: 21000 PH 2016-10-30 2145 NF7E          59  03     NH2DX         59  27     0
QSO: 21000 PH 2016-10-30 2147 NF7E          59  03     VK4SDD        59  30     0
QSO: 21000 PH 2016-10-30 2152 NF7E          59  03     NH6Y          59  31     0
QSO: 21000 PH 2016-10-30 2154 NF7E          59  03     CE3/VE7BFN    59  12     0
QSO: 21000 PH 2016-10-30 2155 NF7E          59  03     JA3YBK        59  25     0
QSO: 21000 PH 2016-10-30 2157 NF7E          59  03     PT2CM         59  11     0
QSO: 21000 PH 2016-10-30 2200 NF7E          59  03     KH6CJJ        59  31     0
QSO: 21000 PH 2016-10-30 2202 NF7E          59  03     CE3CBM        59  12     0
QSO: 21000 PH 2016-10-30 2203 NF7E          59  03     JE1ZWT        59  25     0
QSO: 21000 PH 2016-10-30 2206 NF7E          59  03     LU7DH         59  13     0
QSO: 21000 PH 2016-10-30 2208 NF7E          59  03     AH0K          59  27     0
QSO: 21000 PH 2016-10-30 2210 NF7E          59  03     JA7ZFN        59  25     0
QSO: 21000 PH 2016-10-30 2214 NF7E          59  03     NP3U          59  08     0
QSO: 28000 PH 2016-10-30 2219 NF7E          59  03     PJ2T          59  09     0
QSO: 14000 PH 2016-10-30 2221 NF7E          59  03     VP5S          59  08     0
QSO: 14000 PH 2016-10-30 2224 NF7E          59  03     LU5FF         59  13     0
QSO: 14000 PH 2016-10-30 2229 NF7E          59  03     CE6TC         59  12     0
QSO: 14000 PH 2016-10-30 2237 NF7E          59  03     HK3C          59  09     0
QSO: 14000 PH 2016-10-30 2239 NF7E          59  03     VE9AA         59  05     0
QSO: 14000 PH 2016-10-30 2245 NF7E          59  03     V47T          59  08     0
QSO: 14000 PH 2016-10-30 2246 NF7E          59  03     HI3TEJ        59  08     0
QSO: 14000 PH 2016-10-30 2247 NF7E          59  03     VE6AO         59  04     0
QSO: 14000 PH 2016-10-30 2248 NF7E          59  03     KP4KE         59  08     0
QSO: 14000 PH 2016-10-30 2250 NF7E          59  03     VA7ST         59  03     0
QSO: 14000 PH 2016-10-30 2252 NF7E          59  03     KP4PR         59  08     0
QSO: 14000 PH 2016-10-30 2254 NF7E          59  03     YW4D          59  09     0
QSO: 14000 PH 2016-10-30 2256 NF7E          59  03     PJ4Q          59  09     0
QSO: 14000 PH 2016-10-30 2257 NF7E          59  03     8P5A          59  08     0
QSO: 21000 PH 2016-10-30 2259 NF7E          59  03     NH7AA         59  31     0
QSO: 21000 PH 2016-10-30 2305 NF7E          59  03     LU3MAM        59  13     0
QSO: 21000 PH 2016-10-30 2308 NF7E          59  03     JI2ZEY        59  25     0
QSO: 21000 PH 2016-10-30 2313 NF7E          59  03     HC0E          59  10     0
QSO: 21000 PH 2016-10-30 2317 NF7E          59  03     XR6N          59  12     0
QSO: 21000 PH 2016-10-30 2319 NF7E          59  03     YY4TSS        59  09     0
QSO: 21000 PH 2016-10-30 2319 NF7E          59  03     JH4UYB        59  25     0
QSO: 21000 PH 2016-10-30 2324 NF7E          59  03     FW5JJ         59  32     0
QSO: 21000 PH 2016-10-30 2329 NF7E          59  03     JA7QVI        59  25     0
QSO: 21000 PH 2016-10-30 2332 NF7E          59  03     PY2UD         59  11     0
QSO: 21000 PH 2016-10-30 2337 NF7E          59  03     T8TH          59  27     0
QSO: 21000 PH 2016-10-30 2339 NF7E          59  03     JA7NVF        59  25     0
QSO: 21000 PH 2016-10-30 2343 NF7E          59  03     JA7YRR        59  25     0
QSO: 21000 PH 2016-10-30 2344 NF7E          59  03     PZ2CM         59  09     0
QSO: 14000 PH 2016-10-30 2351 NF7E          59  03     CW5W          59  13     0
QSO: 14000 PH 2016-10-30 2352 NF7E          59  03     VE6EX         59  04     0
QSO: 14000 PH 2016-10-30 2353 NF7E          59  03     PT5D          59  11     0
QSO: 14000 PH 2016-10-30 2356 NF7E          59  03     CE2CT         59  12     0
QSO: 14000 PH 2016-10-30 2359 NF7E          59  03     BA4TB         59  24     0
END-OF-LOG:
