START-OF-LOG: 3.0
CALLSIGN: G5O
CONTEST: CQ-WW-SSB
CATEGORY-OPERATOR: MULTI-OP
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-MODE: SSB
CATEGORY-TRANSMITTER: TWO
CATEGORY-OVERLAY:
CLAIMED-SCORE: 2251535
NAME: Kieron Murphy
LOCATION: DX
OPERATORS: G3SHF G0LZL G0SYP M5KJM M0DCG M0TJU M1PTR
CLUB: G5O Contest Group
CERTIFICATE: YES
CREATED-BY: N1MM Logger+ 1.0.5966.0
SOAPBOX: Enjoyable contest with some good openings on the lower bands.
QSO:  7155 PH 2016-10-29 1419 G5O           59  14     DH5BS         59  14     1
QSO:  7171 PH 2016-10-29 1420 G5O           59  14     IN3EIS        59  15     1
QSO: 14251 PH 2016-10-29 1427 G5O           59  14     E73M          59  15     0
QSO: 14251 PH 2016-10-29 1427 G5O           59  14     LZ2PS         59  20     0
QSO: 14251 PH 2016-10-29 1428 G5O           59  14     VK3GK         59  30     0
QSO: 14251 PH 2016-10-29 1429 G5O           59  14     VU2DED        59  22     0
QSO: 14251 PH 2016-10-29 1429 G5O           59  14     EW4R          59  16     0
QSO: 14251 PH 2016-10-29 1429 G5O           59  14     HS1JZT        59  26     0
QSO: 14251 PH 2016-10-29 1430 G5O           59  14     A61BM         59  21     0
QSO: 14251 PH 2016-10-29 1430 G5O           59  14     US5CCO        59  16     0
QSO: 14251 PH 2016-10-29 1431 G5O           59  14     RA3Y          59  16     0
QSO: 14251 PH 2016-10-29 1431 G5O           59  14     SP4AAZ        59  15     0
QSO: 14251 PH 2016-10-29 1432 G5O           59  14     SP2KPD        59  15     0
QSO: 14251 PH 2016-10-29 1432 G5O           59  14     UT4TA         59  16     0
QSO: 14251 PH 2016-10-29 1433 G5O           59  14     YU7ZZ         59  15     0
QSO: 21244 PH 2016-10-29 1433 G5O           59  14     IZ3KVD        59  15     1
QSO: 14251 PH 2016-10-29 1434 G5O           59  14     YT2ZZ         59  15     0
QSO: 21244 PH 2016-10-29 1434 G5O           59  14     SN5X          59  15     1
QSO: 14251 PH 2016-10-29 1434 G5O           59  14     OK2BZE        59  15     0
QSO: 14251 PH 2016-10-29 1435 G5O           59  14     EM25A         59  16     0
QSO: 14251 PH 2016-10-29 1435 G5O           59  14     UY0CA         59  16     0
QSO: 14251 PH 2016-10-29 1436 G5O           59  14     E73SF         59  15     0
QSO: 21244 PH 2016-10-29 1436 G5O           59  14     G8WPL         59  14     1
QSO: 14251 PH 2016-10-29 1437 G5O           59  14     I5DOF         59  15     0
QSO: 14251 PH 2016-10-29 1437 G5O           59  14     DL6NDW        59  14     0
QSO: 21217 PH 2016-10-29 1438 G5O           59  14     IO2X          59  15     1
QSO: 14251 PH 2016-10-29 1438 G5O           59  14     9A2TX         59  15     0
QSO: 14251 PH 2016-10-29 1439 G5O           59  14     UT3UFH        59  16     0
QSO: 14251 PH 2016-10-29 1439 G5O           59  14     YO3LW         59  20     0
QSO: 21288 PH 2016-10-29 1440 G5O           59  14     IW2CTQ        59  15     1
QSO: 14251 PH 2016-10-29 1441 G5O           59  14     YO3CUL        59  20     0
QSO: 14251 PH 2016-10-29 1441 G5O           59  14     UX2X          59  16     0
QSO: 21288 PH 2016-10-29 1442 G5O           59  14     OK2PBG        59  15     1
QSO: 14251 PH 2016-10-29 1442 G5O           59  14     UT0RM         59  16     0
QSO: 21249 PH 2016-10-29 1443 G5O           59  14     IW2HAJ        59  15     1
QSO: 14251 PH 2016-10-29 1443 G5O           59  14     DL8RDL        59  14     0
QSO: 14251 PH 2016-10-29 1443 G5O           59  14     RO5F          59  16     0
QSO: 14251 PH 2016-10-29 1443 G5O           59  14     S57YK         59  15     0
QSO: 14251 PH 2016-10-29 1445 G5O           59  14     OM5ZU         59  15     0
QSO: 14251 PH 2016-10-29 1445 G5O           59  14     EW8G          59  16     0
QSO: 14251 PH 2016-10-29 1446 G5O           59  14     UA3ABJ        59  16     0
QSO: 14251 PH 2016-10-29 1446 G5O           59  14     HA5BA         59  15     0
QSO: 14251 PH 2016-10-29 1447 G5O           59  14     IU4AZC        59  15     0
QSO: 21298 PH 2016-10-29 1448 G5O           59  14     9A1P          59  15     1
QSO: 14251 PH 2016-10-29 1448 G5O           59  14     R8WF          59  16     0
QSO: 14251 PH 2016-10-29 1448 G5O           59  14     UT3UV         59  16     0
QSO: 21305 PH 2016-10-29 1448 G5O           59  14     IB4X          59  15     1
QSO: 14251 PH 2016-10-29 1449 G5O           59  14     OE3KEU        59  15     0
QSO: 14251 PH 2016-10-29 1450 G5O           59  14     SP2CBS        59  15     0
QSO: 14251 PH 2016-10-29 1450 G5O           59  14     S53DT         59  15     0
QSO: 14251 PH 2016-10-29 1451 G5O           59  14     IZ4DTZ        59  15     0
QSO: 14251 PH 2016-10-29 1451 G5O           59  14     HG6V          59  15     0
QSO: 21330 PH 2016-10-29 1452 G5O           59  14     YY4TSS        59  09     1
QSO: 21343 PH 2016-10-29 1453 G5O           59  14     OK3C          59  15     1
QSO: 14251 PH 2016-10-29 1453 G5O           59  14     SP2WGB        59  15     0
QSO: 14251 PH 2016-10-29 1453 G5O           59  14     EU6AA         59  16     0
QSO: 21350 PH 2016-10-29 1454 G5O           59  14     IW4EGX        59  15     1
QSO: 14251 PH 2016-10-29 1454 G5O           59  14     US6IKF        59  16     0
QSO: 14251 PH 2016-10-29 1454 G5O           59  14     UR7R          59  16     0
QSO: 21355 PH 2016-10-29 1455 G5O           59  14     CX1AV         59  13     1
QSO: 14251 PH 2016-10-29 1455 G5O           59  14     9A6DJX        59  15     0
QSO: 14251 PH 2016-10-29 1455 G5O           59  14     SP5PY         59  15     0
QSO: 21361 PH 2016-10-29 1456 G5O           59  14     PT2CM         59  11     1
QSO: 14251 PH 2016-10-29 1456 G5O           59  14     US5UO         59  16     0
QSO: 14251 PH 2016-10-29 1457 G5O           59  14     YM3VBR        59  20     0
QSO: 21377 PH 2016-10-29 1457 G5O           59  14     EF8U          59  33     1
QSO: 14251 PH 2016-10-29 1458 G5O           59  14     EW8OM         59  16     0
QSO: 14251 PH 2016-10-29 1458 G5O           59  14     9A7A          59  15     0
QSO: 14251 PH 2016-10-29 1458 G5O           59  14     HS0ZDX        59  26     0
QSO: 14251 PH 2016-10-29 1459 G5O           59  14     SP1DMD        59  15     0
QSO: 21378 PH 2016-10-29 1459 G5O           59  14     PY9GC         59  11     1
QSO: 21381 PH 2016-10-29 1459 G5O           59  14     PJ2T          59  09     1
QSO: 14251 PH 2016-10-29 1459 G5O           59  14     EW8GL         59  16     0
QSO: 21397 PH 2016-10-29 1501 G5O           59  14     LU8YE         59  13     1
QSO: 21399 PH 2016-10-29 1501 G5O           59  14     TK9R          59  15     1
QSO: 14251 PH 2016-10-29 1503 G5O           59  14     OM8KT         59  15     0
QSO: 21416 PH 2016-10-29 1504 G5O           59  14     IB2A          59  15     1
QSO: 21420 PH 2016-10-29 1504 G5O           59  14     IZ5CML        59  15     1
QSO: 21424 PH 2016-10-29 1505 G5O           59  14     P40L          59  09     1
QSO: 14251 PH 2016-10-29 1505 G5O           59  14     OK2EQ         59  15     0
QSO: 14251 PH 2016-10-29 1505 G5O           59  14     RL3AJ         59  16     0
QSO: 21431 PH 2016-10-29 1505 G5O           59  14     P40W          59  09     1
QSO: 14251 PH 2016-10-29 1506 G5O           59  14     R4FA          59  16     0
QSO: 14251 PH 2016-10-29 1506 G5O           59  14     DL1BSN        59  14     0
QSO: 14251 PH 2016-10-29 1507 G5O           59  14     E74E          59  15     0
QSO: 14251 PH 2016-10-29 1507 G5O           59  14     DJ3HW         59  14     0
QSO: 14251 PH 2016-10-29 1507 G5O           59  14     UT3C          59  16     0
QSO: 14251 PH 2016-10-29 1508 G5O           59  14     HA3FUT        59  15     0
QSO: 14251 PH 2016-10-29 1508 G5O           59  14     HG8R          59  15     0
QSO: 14251 PH 2016-10-29 1508 G5O           59  14     IW2FUT        59  15     0
QSO: 21422 PH 2016-10-29 1511 G5O           59  14     YV5JBI        59  09     1
QSO: 14218 PH 2016-10-29 1512 G5O           59  14     TC3P          59  20     0
QSO: 21419 PH 2016-10-29 1513 G5O           59  14     LU1VM         59  13     1
QSO: 21410 PH 2016-10-29 1514 G5O           59  14     IK5IFH        59  15     1
QSO: 21407 PH 2016-10-29 1514 G5O           59  14     II2S          59  15     1
QSO: 14257 PH 2016-10-29 1515 G5O           59  14     K2LE          59  05     0
QSO: 14256 PH 2016-10-29 1516 G5O           59  14     UW5ZM         59  16     0
QSO: 21389 PH 2016-10-29 1516 G5O           59  14     IQ5PJ         59  15     1
QSO: 21385 PH 2016-10-29 1516 G5O           59  14     DL2ARD        59  14     1
QSO: 14259 PH 2016-10-29 1516 G5O           59  14     OM7M          59  15     0
QSO: 21376 PH 2016-10-29 1517 G5O           59  14     PY2U          59  11     1
QSO: 21372 PH 2016-10-29 1517 G5O           59  14     PZ5K          59  09     1
QSO: 14267 PH 2016-10-29 1518 G5O           59  14     TM1X          59  14     0
QSO: 21352 PH 2016-10-29 1519 G5O           59  14     IK2CIO        59  15     1
QSO: 14269 PH 2016-10-29 1519 G5O           59  14     HA7GN         59  15     0
QSO: 14269 PH 2016-10-29 1519 G5O           59  14     N3RJ          59  05     0
QSO: 21348 PH 2016-10-29 1519 G5O           59  14     4X2M          59  20     1
QSO: 14270 PH 2016-10-29 1521 G5O           59  14     WB2ZAB        59  05     0
QSO: 14273 PH 2016-10-29 1522 G5O           59  14     NN3W          59  05     0
QSO: 14284 PH 2016-10-29 1524 G5O           59  14     HA5MK         59  15     0
QSO: 14296 PH 2016-10-29 1526 G5O           59  14     K2QB          59  05     0
QSO: 14296 PH 2016-10-29 1528 G5O           59  14     WA2CP         59  05     0
QSO: 14296 PH 2016-10-29 1530 G5O           59  14     K1LU          59  05     0
QSO: 14296 PH 2016-10-29 1530 G5O           59  14     W1WLW         59  04     0
QSO: 21325 PH 2016-10-29 1531 G5O           59  14     IR4M          59  15     1
QSO: 14262 PH 2016-10-29 1533 G5O           59  14     HB9EOU        59  14     0
QSO: 14256 PH 2016-10-29 1533 G5O           59  14     W9RE          59  04     0
QSO: 14219 PH 2016-10-29 1535 G5O           59  14     WB2PJH        59  05     0
QSO: 14219 PH 2016-10-29 1537 G5O           59  14     K4WW          59  04     0
QSO: 14176 PH 2016-10-29 1543 G5O           59  14     K8AZ          59  04     0
QSO: 21321 PH 2016-10-29 1546 G5O           59  14     E7DX          59  15     1
QSO: 21318 PH 2016-10-29 1547 G5O           59  14     LU5VV         59  13     1
QSO: 21306 PH 2016-10-29 1548 G5O           59  14     M3W           59  14     1
QSO: 21288 PH 2016-10-29 1551 G5O           59  14     II9P          59  15     1
QSO: 21287 PH 2016-10-29 1551 G5O           59  14     IY1A          59  15     1
QSO: 21283 PH 2016-10-29 1552 G5O           59  14     K1LZ          59  05     1
QSO: 21267 PH 2016-10-29 1556 G5O           59  14     PJ4Q          59  09     1
QSO: 14152 PH 2016-10-29 1558 G5O           59  14     N1UR          59  05     0
QSO: 14160 PH 2016-10-29 1559 G5O           59  14     SQ8N          59  15     0
QSO: 21253 PH 2016-10-29 1559 G5O           59  14     IO9A          59  15     1
QSO: 14172 PH 2016-10-29 1600 G5O           59  14     S51A          59  15     0
QSO: 14108 PH 2016-10-29 1603 G5O           59  14     VY2ZM         59  05     0
QSO: 14137 PH 2016-10-29 1606 G5O           59  14     VO1MP         59  05     0
QSO: 21232 PH 2016-10-29 1608 G5O           59  14     IT9ACJ        59  15     1
QSO: 14128 PH 2016-10-29 1608 G5O           59  14     VC2T          59  05     0
QSO: 14104 PH 2016-10-29 1611 G5O           59  14     IQ2DN         59  15     0
QSO: 21232 PH 2016-10-29 1612 G5O           59  14     YY4RDC        59  09     1
QSO: 14168 PH 2016-10-29 1613 G5O           59  14     K1KI          59  05     0
QSO: 21195 PH 2016-10-29 1615 G5O           59  14     DK0IW         59  14     1
QSO: 21202 PH 2016-10-29 1616 G5O           59  14     KC1XX         59  05     1
QSO: 14143 PH 2016-10-29 1618 G5O           59  14     VE9AA         59  05     0
QSO: 21219 PH 2016-10-29 1619 G5O           59  14     AB3CX         59  05     1
QSO: 21221 PH 2016-10-29 1619 G5O           59  14     IO1X          59  15     1
QSO: 21223 PH 2016-10-29 1621 G5O           59  14     ZS1TMJ        59  38     1
QSO: 14141 PH 2016-10-29 1621 G5O           59  14     HA3LN         59  15     0
QSO: 21225 PH 2016-10-29 1622 G5O           59  14     W1NA          59  05     1
QSO: 21228 PH 2016-10-29 1623 G5O           59  14     W3LL          59  05     1
QSO: 14174 PH 2016-10-29 1625 G5O           59  14     NJ9R          59  04     0
QSO: 21232 PH 2016-10-29 1625 G5O           59  14     CR6P          59  14     1
QSO: 14177 PH 2016-10-29 1626 G5O           59  14     YU1DW         59  15     0
QSO: 14182 PH 2016-10-29 1628 G5O           59  14     WB2WPM        59  05     0
QSO: 21252 PH 2016-10-29 1629 G5O           59  14     EA8DED        59  33     1
QSO: 21259 PH 2016-10-29 1631 G5O           59  14     IZ2ODM        59  15     1
QSO: 21260 PH 2016-10-29 1631 G5O           59  14     IK2YCW        59  15     1
QSO: 21263 PH 2016-10-29 1631 G5O           59  14     EA8BMG        59  33     1
QSO: 21279 PH 2016-10-29 1632 G5O           59  14     PX2B          59  11     1
QSO: 21293 PH 2016-10-29 1634 G5O           59  14     LX7I          59  14     1
QSO: 21316 PH 2016-10-29 1636 G5O           59  14     S54K          59  15     1
QSO: 14201 PH 2016-10-29 1636 G5O           59  14     DF0HQ         59  14     0
QSO: 21321 PH 2016-10-29 1637 G5O           59  14     T7DX          59  15     1
QSO: 21326 PH 2016-10-29 1639 G5O           59  14     S53M          59  15     1
QSO: 21330 PH 2016-10-29 1640 G5O           59  14     PY2AE         59  11     1
QSO: 21337 PH 2016-10-29 1641 G5O           59  14     IR3Z          59  15     1
QSO: 14180 PH 2016-10-29 1642 G5O           59  14     II2S          59  15     0
QSO: 21342 PH 2016-10-29 1642 G5O           59  14     S59ACP        59  15     1
QSO: 21347 PH 2016-10-29 1644 G5O           59  14     IZ1ESM        59  15     1
QSO: 21354 PH 2016-10-29 1645 G5O           59  14     PY2UD         59  11     1
QSO: 14173 PH 2016-10-29 1645 G5O           59  14     NB3I          59  05     0
QSO: 21360 PH 2016-10-29 1645 G5O           59  14     K9CT          59  04     1
QSO: 21363 PH 2016-10-29 1647 G5O           59  14     CB1H          59  12     1
QSO: 21375 PH 2016-10-29 1648 G5O           59  14     I1EIS         59  15     1
QSO: 14188 PH 2016-10-29 1648 G5O           59  14     HG5A          59  15     0
QSO: 21388 PH 2016-10-29 1649 G5O           59  14     IK4LZH        59  15     1
QSO: 21390 PH 2016-10-29 1650 G5O           59  14     IQ5PO         59  15     1
QSO: 21394 PH 2016-10-29 1651 G5O           59  14     FY5KE         59  09     1
QSO: 21401 PH 2016-10-29 1651 G5O           59  14     OE9MCV        59  15     1
QSO: 21449 PH 2016-10-29 1653 G5O           59  14     IN3FOX        59  15     1
QSO: 14222 PH 2016-10-29 1708 G5O           59  14     KR2Q          59  05     1
QSO:  7162 PH 2016-10-29 1709 G5O           59  14     SQ5CQ         59  15     0
QSO: 14222 PH 2016-10-29 1711 G5O           59  14     IK2ULM        59  15     1
QSO:  7136 PH 2016-10-29 1712 G5O           59  14     TM1A          59  14     0
QSO:  7131 PH 2016-10-29 1713 G5O           59  14     SN8B          59  15     0
QSO: 14222 PH 2016-10-29 1713 G5O           59  14     K1ESE         59  05     1
QSO: 14222 PH 2016-10-29 1714 G5O           59  14     N4XL          59  05     1
QSO: 14222 PH 2016-10-29 1714 G5O           59  14     N4YA          59  05     1
QSO: 14222 PH 2016-10-29 1714 G5O           59  14     OK1TD         59  15     1
QSO:  7146 PH 2016-10-29 1714 G5O           59  14     II2S          59  15     0
QSO: 14222 PH 2016-10-29 1715 G5O           59  14     WY3A          59  05     1
QSO:  7151 PH 2016-10-29 1715 G5O           59  14     IZ6FXP        59  15     0
QSO: 14222 PH 2016-10-29 1715 G5O           59  14     K0XB          59  04     1
QSO: 14222 PH 2016-10-29 1715 G5O           59  14     KC4G          59  05     1
QSO: 14222 PH 2016-10-29 1715 G5O           59  14     WX4SKY        59  05     1
QSO: 14222 PH 2016-10-29 1716 G5O           59  14     WA1NPZ        59  05     1
QSO: 14222 PH 2016-10-29 1716 G5O           59  14     K2QMF         59  05     1
QSO: 14222 PH 2016-10-29 1716 G5O           59  14     9A1P          59  15     1
QSO: 14222 PH 2016-10-29 1716 G5O           59  14     K3SW          59  05     1
QSO: 14222 PH 2016-10-29 1717 G5O           59  14     KC7OO         59  03     1
QSO: 14222 PH 2016-10-29 1717 G5O           59  14     K1LD          59  05     1
QSO:  7163 PH 2016-10-29 1717 G5O           59  14     SA6BET        59  14     0
QSO: 14222 PH 2016-10-29 1717 G5O           59  14     W2IRT         59  05     1
QSO: 14222 PH 2016-10-29 1717 G5O           59  14     G3VAO         59  14     1
QSO: 14222 PH 2016-10-29 1718 G5O           59  14     VE3NLW        59  04     1
QSO: 14222 PH 2016-10-29 1719 G5O           59  14     EA8BGO        59  33     1
QSO: 14222 PH 2016-10-29 1719 G5O           59  14     W1QK          59  05     1
QSO: 14222 PH 2016-10-29 1719 G5O           59  14     WA2WGF        59  05     1
QSO: 14222 PH 2016-10-29 1719 G5O           59  14     W3KB          59  05     1
QSO: 14222 PH 2016-10-29 1719 G5O           59  14     NA2U          59  05     1
QSO: 14222 PH 2016-10-29 1719 G5O           59  14     K9CT          59  04     1
QSO: 14222 PH 2016-10-29 1720 G5O           59  14     W4AAW         59  05     1
QSO: 14222 PH 2016-10-29 1720 G5O           59  14     WS4H          59  05     1
QSO:  7181 PH 2016-10-29 1720 G5O           59  14     OK1MSP        59  15     0
QSO: 14222 PH 2016-10-29 1721 G5O           59  14     VE3VEE        59  04     1
QSO:  7181 PH 2016-10-29 1721 G5O           59  14     EU3A          59  16     0
QSO: 14222 PH 2016-10-29 1721 G5O           59  14     VE1BZI        59  05     1
QSO: 14222 PH 2016-10-29 1722 G5O           59  14     N4ZZ          59  04     1
QSO: 14222 PH 2016-10-29 1722 G5O           59  14     W1ARY         59  05     1
QSO: 14222 PH 2016-10-29 1722 G5O           59  14     IR4M          59  15     1
QSO: 14222 PH 2016-10-29 1723 G5O           59  14     K2RD          59  03     1
QSO: 14222 PH 2016-10-29 1723 G5O           59  14     VE2CWQ        59  05     1
QSO: 14222 PH 2016-10-29 1723 G5O           59  14     NK8Q          59  05     1
QSO: 14222 PH 2016-10-29 1724 G5O           59  14     OK2KOJ        59  15     1
QSO: 14222 PH 2016-10-29 1724 G5O           59  14     OE2LCM        59  15     1
QSO: 14222 PH 2016-10-29 1724 G5O           59  14     WS9M          59  05     1
QSO:  7177 PH 2016-10-29 1724 G5O           59  14     HG6N          59  15     0
QSO: 14222 PH 2016-10-29 1725 G5O           59  14     W3OA          59  05     1
QSO: 14222 PH 2016-10-29 1725 G5O           59  14     N1ZU          59  05     1
QSO: 14222 PH 2016-10-29 1725 G5O           59  14     N7ZG          59  03     1
QSO: 14222 PH 2016-10-29 1726 G5O           59  14     KA2D          59  05     1
QSO: 14222 PH 2016-10-29 1726 G5O           59  14     HB9ZZ         59  14     1
QSO: 14222 PH 2016-10-29 1727 G5O           59  14     N0MA          59  04     1
QSO: 14222 PH 2016-10-29 1727 G5O           59  14     VE1JS         59  05     1
QSO: 14222 PH 2016-10-29 1728 G5O           59  14     DK2CX         59  14     1
QSO: 14222 PH 2016-10-29 1728 G5O           59  14     N2SQW         59  05     1
QSO: 14222 PH 2016-10-29 1729 G5O           59  14     K4RO          59  04     1
QSO:  7169 PH 2016-10-29 1729 G5O           59  14     TF2LL         59  40     0
QSO: 14222 PH 2016-10-29 1729 G5O           59  14     K7ZS          59  03     1
QSO: 14222 PH 2016-10-29 1731 G5O           59  14     K4EDI         59  04     1
QSO: 21266 PH 2016-10-29 1803 G5O           59  14     I3FGX         59  15     1
QSO: 14148 PH 2016-10-29 1809 G5O           59  14     SQ1GQT        59  15     1
QSO: 21248 PH 2016-10-29 1810 G5O           59  14     EA8CZQ        59  33     0
QSO:  3696 PH 2016-10-29 1817 G5O           59  14     OK2HBR        59  15     0
QSO: 14148 PH 2016-10-29 1818 G5O           59  14     G8BPU         59  14     1
QSO: 14148 PH 2016-10-29 1818 G5O           59  14     LB5BG         59  14     1
QSO:  3636 PH 2016-10-29 1819 G5O           59  14     OE6HLF        59  15     0
QSO: 14148 PH 2016-10-29 1819 G5O           59  14     F8KFS         59  14     1
QSO:  3643 PH 2016-10-29 1819 G5O           59  14     OK6T          59  15     0
QSO:  3647 PH 2016-10-29 1819 G5O           59  14     OQ5M          59  14     0
QSO: 14148 PH 2016-10-29 1820 G5O           59  14     9A4OP         59  15     1
QSO:  3663 PH 2016-10-29 1820 G5O           59  14     S56Y          59  15     0
QSO:  3668 PH 2016-10-29 1820 G5O           59  14     EE7L          59  14     0
QSO:  3675 PH 2016-10-29 1821 G5O           59  14     PI4CC         59  14     0
QSO: 14148 PH 2016-10-29 1822 G5O           59  14     F6EWX         59  14     1
QSO:  3688 PH 2016-10-29 1822 G5O           59  14     IW1FGY        59  15     0
QSO:  3691 PH 2016-10-29 1822 G5O           59  14     MI0SLE        59  14     0
QSO: 14148 PH 2016-10-29 1822 G5O           59  14     DL7UXG        59  14     1
QSO:  3694 PH 2016-10-29 1823 G5O           59  14     DL1C          59  14     0
QSO:  3698 PH 2016-10-29 1823 G5O           59  14     SO9Q          59  15     0
QSO:  3700 PH 2016-10-29 1824 G5O           59  14     ON3DI         59  14     0
QSO: 14148 PH 2016-10-29 1824 G5O           59  14     LA2G          59  14     1
QSO: 14148 PH 2016-10-29 1826 G5O           59  14     SP8IMG        59  15     1
QSO:  3705 PH 2016-10-29 1826 G5O           59  14     EI9E          59  14     0
QSO:  3708 PH 2016-10-29 1826 G5O           59  14     DO2MRC        59  14     0
QSO:  3709 PH 2016-10-29 1826 G5O           59  14     SQ1OD         59  15     0
QSO:  3713 PH 2016-10-29 1827 G5O           59  14     OK1KQH        59  15     0
QSO:  3715 PH 2016-10-29 1828 G5O           59  14     F4HJC         59  14     0
QSO:  3718 PH 2016-10-29 1828 G5O           59  14     SQ5CQ         59  15     0
QSO:  3721 PH 2016-10-29 1829 G5O           59  14     SP9RCL        59  15     0
QSO:  3723 PH 2016-10-29 1829 G5O           59  14     SK3W          59  14     0
QSO:  3726 PH 2016-10-29 1829 G5O           59  14     PA2TMS        59  14     0
QSO:  3728 PH 2016-10-29 1830 G5O           59  14     PI4DX         59  14     0
QSO:  3735 PH 2016-10-29 1831 G5O           59  14     EW8Y          59  16     0
QSO:  7085 PH 2016-10-29 1831 G5O           59  14     IZ3GOG        59  15     1
QSO:  3743 PH 2016-10-29 1831 G5O           59  14     9A1A          59  15     0
QSO:  7085 PH 2016-10-29 1832 G5O           59  14     DL1JGO        59  14     1
QSO:  3745 PH 2016-10-29 1833 G5O           59  14     DF0RW         59  14     0
QSO:  3749 PH 2016-10-29 1833 G5O           59  14     RM5A          59  16     0
QSO:  3752 PH 2016-10-29 1833 G5O           59  14     LY4Q          59  15     0
QSO:  7059 PH 2016-10-29 1834 G5O           59  14     UR4RWW        59  16     1
QSO:  7045 PH 2016-10-29 1835 G5O           59  14     DK0IW         59  14     1
QSO:  7050 PH 2016-10-29 1836 G5O           59  14     IZ1OSP        59  15     1
QSO:  3762 PH 2016-10-29 1837 G5O           59  14     LZ9W          59  20     0
QSO:  3766 PH 2016-10-29 1837 G5O           59  14     S54ZZ         59  15     0
QSO:  7054 PH 2016-10-29 1838 G5O           59  14     SP9KAO        59  15     1
QSO:  3768 PH 2016-10-29 1838 G5O           59  14     GM2T          59  14     0
QSO:  3770 PH 2016-10-29 1839 G5O           59  14     YT5A          59  15     0
QSO:  3774 PH 2016-10-29 1839 G5O           59  14     OT5A          59  14     0
QSO:  7055 PH 2016-10-29 1839 G5O           59  14     S51A          59  15     1
QSO:  3788 PH 2016-10-29 1840 G5O           59  14     OE6Z          59  15     0
QSO:  3791 PH 2016-10-29 1841 G5O           59  14     DF0HQ         59  14     0
QSO:  3792 PH 2016-10-29 1841 G5O           59  14     YP7P          59  20     0
QSO:  3795 PH 2016-10-29 1842 G5O           59  14     YT8A          59  15     0
QSO:  3785 PH 2016-10-29 1844 G5O           59  14     S57AW         59  15     0
QSO:  7062 PH 2016-10-29 1844 G5O           59  14     OL1C          59  15     1
QSO:  7069 PH 2016-10-29 1845 G5O           59  14     OK4K          59  15     1
QSO:  3778 PH 2016-10-29 1846 G5O           59  14     9A8M          59  15     0
QSO:  7077 PH 2016-10-29 1847 G5O           59  14     US0HZ         59  16     1
QSO:  3760 PH 2016-10-29 1849 G5O           59  14     OJ0B          59  15     0
QSO:  3753 PH 2016-10-29 1852 G5O           59  14     UP2L          59  17     0
QSO:  3744 PH 2016-10-29 1853 G5O           59  14     OH1F          59  15     0
QSO:  3689 PH 2016-10-29 1859 G5O           59  14     HG1G          59  15     0
QSO:  3701 PH 2016-10-29 1902 G5O           59  14     PA3EWP        59  14     0
QSO:  3680 PH 2016-10-29 1903 G5O           59  14     LX1ER         59  14     0
QSO:  3662 PH 2016-10-29 1903 G5O           59  14     PI4ZU         59  14     0
QSO:  3657 PH 2016-10-29 1904 G5O           59  14     OM4M          59  15     0
QSO:  3653 PH 2016-10-29 1905 G5O           59  14     LY4MA         59  15     0
QSO:  3649 PH 2016-10-29 1907 G5O           59  14     M7W           59  14     0
QSO:  3707 PH 2016-10-29 1909 G5O           59  14     PC2T          59  14     0
QSO:  3736 PH 2016-10-29 1910 G5O           59  14     YR5N          59  20     0
QSO: 14167 PH 2016-10-29 1913 G5O           59  14     ZY2A          59  11     0
QSO: 14200 PH 2016-10-29 1916 G5O           59  14     HI8JSG        59  08     0
QSO: 14209 PH 2016-10-29 1917 G5O           59  14     I4JED         59  15     0
QSO: 14228 PH 2016-10-29 1919 G5O           59  14     EF8U          59  33     0
QSO: 14239 PH 2016-10-29 1919 G5O           59  14     EI7M          59  14     0
QSO: 14249 PH 2016-10-29 1920 G5O           59  14     IB2A          59  15     0
QSO: 14305 PH 2016-10-29 1928 G5O           59  14     KP4PR         59  08     0
QSO: 14299 PH 2016-10-29 1928 G5O           59  14     YW4D          59  09     0
QSO: 14333 PH 2016-10-29 1929 G5O           59  14     IO2X          59  15     0
QSO: 14291 PH 2016-10-29 1933 G5O           59  14     EF2A          59  14     0
QSO: 14288 PH 2016-10-29 1933 G5O           59  14     S50G          59  15     0
QSO: 14269 PH 2016-10-29 1934 G5O           59  14     IW2HAJ        59  15     0
QSO: 14255 PH 2016-10-29 1935 G5O           59  14     PJ2T          59  09     0
QSO: 14129 PH 2016-10-29 1938 G5O           59  14     8P5A          59  08     0
QSO: 14116 PH 2016-10-29 1939 G5O           59  14     6W1RY         59  35     0
QSO: 14233 PH 2016-10-29 1941 G5O           59  14     HB9BS         59  14     0
QSO:  7087 PH 2016-10-29 1942 G5O           59  14     OE5BGN        59  15     1
QSO:  7076 PH 2016-10-29 1943 G5O           59  14     C4A           59  20     1
QSO: 14307 PH 2016-10-29 1944 G5O           59  14     P40L          59  09     0
QSO:  7075 PH 2016-10-29 1944 G5O           59  14     9K2HN         59  21     1
QSO:  7059 PH 2016-10-29 1945 G5O           59  14     DL6NDV        59  14     1
QSO:  7054 PH 2016-10-29 1945 G5O           59  14     OH5NQ         59  15     1
QSO:  3776 PH 2016-10-29 1945 G5O           59  14     SJ0X          59  14     0
QSO:  7060 PH 2016-10-29 1947 G5O           59  14     YU1DW         59  15     1
QSO:  3712 PH 2016-10-29 1948 G5O           59  14     SZ1A          59  20     0
