START-OF-LOG: 3.0
CALLSIGN: DK5DC
CONTEST: CQ-WW-SSB
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-MODE: SSB
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY:
CLAIMED-SCORE: 221705
NAME: Peter Glasmacher
LOCATION: DX
OPERATORS: DK5DC
CLUB: Rhein Ruhr DX Association
CERTIFICATE: YES
CREATED-BY: N1MM Logger+ 1.0.5966.0
SOAPBOX: Conditions have been the worst since 2009 (my first participation)
QSO: 21295 PH 2016-10-30 1530 DK5DC         59  14     PT2CM         59  11
QSO:  7129 PH 2016-10-30 1542 DK5DC         59  14     JT5DX         59  23
QSO: 14330 PH 2016-10-30 1547 DK5DC         59  14     W1DX          59  05
QSO: 14176 PH 2016-10-30 1548 DK5DC         59  14     W1WEF         59  05
QSO: 14191 PH 2016-10-30 1550 DK5DC         59  14     TK4RB         59  15
QSO:  3715 PH 2016-10-30 1643 DK5DC         59  14     4O7CC         59  15
QSO: 21236 PH 2016-10-30 1653 DK5DC         59  14     S56B          59  15
QSO:  1839 PH 2016-10-30 1720 DK5DC         59  14     OT5A          59  14
QSO:  1832 PH 2016-10-30 1720 DK5DC         59  14     9A1A          59  15
QSO:  1846 PH 2016-10-30 1721 DK5DC         59  14     EU4A          59  16
QSO:  1850 PH 2016-10-30 1722 DK5DC         59  14     DF0HQ         59  14
QSO:  1872 PH 2016-10-30 1724 DK5DC         59  14     PA0HQ         59  14
QSO:  1878 PH 2016-10-30 1727 DK5DC         59  14     S53O          59  15
QSO:  1886 PH 2016-10-30 1730 DK5DC         59  14     SQ5GVY        59  15
QSO:  1872 PH 2016-10-30 1730 DK5DC         59  14     SQ9IAU        59  15
QSO:  1852 PH 2016-10-30 1732 DK5DC         59  14     LY7M          59  15
QSO:  1856 PH 2016-10-30 1740 DK5DC         59  14     UV5U          59  16
QSO:  1835 PH 2016-10-30 1740 DK5DC         59  14     M6T           59  14
QSO:  1870 PH 2016-10-30 1755 DK5DC         59  14     PB8DX         59  14
QSO: 14225 PH 2016-10-30 1844 DK5DC         59  14     OJ0B          59  15
QSO: 14309 PH 2016-10-30 1847 DK5DC         59  14     OM7M          59  15
QSO: 21240 PH 2016-10-30 1849 DK5DC         59  14     HA3DX         59  15
QSO: 14293 PH 2016-10-30 1854 DK5DC         59  14     4O3A          59  15
END-OF-LOG:
