START-OF-LOG: 3.0
CREATED-BY:    CT Version 10.03.002
CALLSIGN:      NR7DX
NAME:          Eric Martin
CLUB:          Northern Rockies DX Association
CLAIMED-SCORE: 201804
CONTEST:       CQ-WPX-SSB
OPERATORS:    K7ABV
OPERATORS:
SOAPBOX:    another good time...even some dx in the log...can't ask for more..
QSO: 14000 PH 2008-03-30 1823 NR7DX          59 314    AE4TX         59  136    0
QSO: 14000 PH 2008-03-30 1824 NR7DX          59 315    KN3X          59  45     0
QSO: 14000 PH 2008-03-30 1824 NR7DX          59 316    N1CDO         59  62     0
QSO: 14000 PH 2008-03-30 1825 NR7DX          59 317    AB1BW         59  112    0
QSO: 14000 PH 2008-03-30 1825 NR7DX          59 318    K4JNB         59  183    0
QSO: 14000 PH 2008-03-30 1825 NR7DX          59 319    AC6DX         59  828    0
QSO: 14000 PH 2008-03-30 1827 NR7DX          59 320    N4QWB         59  209    0
QSO: 14000 PH 2008-03-30 1827 NR7DX          59 321    AB0VK         59  055    0
QSO: 14000 PH 2008-03-30 1828 NR7DX          59 322    K9DUR         59  189    0
QSO: 14000 PH 2008-03-30 1828 NR7DX          59 323    WF2B          59  89     0
QSO: 14000 PH 2008-03-30 1829 NR7DX          59 324    AF8V          59  155    0
QSO: 14000 PH 2008-03-30 1829 NR7DX          59 325    NR1I          59  552    0
QSO: 14000 PH 2008-03-30 1829 NR7DX          59 326    W8JMF         59  114    0
QSO: 14000 PH 2008-03-30 2221 NR7DX          59 327    PY5QW         59  1194   0
QSO: 14000 PH 2008-03-30 2222 NR7DX          59 328    VE3ZZ         59  331    0
QSO: 14000 PH 2008-03-30 2222 NR7DX          59 329    K4BP          59  223    0
QSO: 14000 PH 2008-03-30 2223 NR7DX          59 330    K2IC          59  195    0
QSO: 14000 PH 2008-03-30 2223 NR7DX          59 331    KE8PX         59  201    0
QSO: 14000 PH 2008-03-30 2223 NR7DX          59 332    NO5G          59  53     0
QSO: 14000 PH 2008-03-30 2223 NR7DX          59 333    N3KCJ         59  177    0
QSO: 14000 PH 2008-03-30 2224 NR7DX          59 334    KB8OCP        59  43     0
QSO: 14000 PH 2008-03-30 2224 NR7DX          59 335    W4NTI         59  258    0
QSO: 14000 PH 2008-03-30 2224 NR7DX          59 336    K9SSH         59  170    0
QSO: 14000 PH 2008-03-30 2225 NR7DX          59 337    ES90C         59  2281   0
QSO: 14000 PH 2008-03-30 2225 NR7DX          59 338    K9GY          59  83     0
QSO: 14000 PH 2008-03-30 2226 NR7DX          59 339    K8VUS         59  197    0
QSO: 14000 PH 2008-03-30 2226 NR7DX          59 340    NU8L          59  106    0
QSO: 14000 PH 2008-03-30 2226 NR7DX          59 341    N3FP          59  196    0
QSO: 14000 PH 2008-03-30 2226 NR7DX          59 342    N4NO          59  821    0
QSO: 14000 PH 2008-03-30 2227 NR7DX          59 343    WA8SDF        59  81     0
QSO: 14000 PH 2008-03-30 2227 NR7DX          59 344    KS4X          59  243    0
QSO: 14000 PH 2008-03-30 2227 NR7DX          59 345    N4RVM         59  107    0
QSO: 14000 PH 2008-03-30 2228 NR7DX          59 346    WX3B          59  1171   0
QSO: 14000 PH 2008-03-30 2228 NR7DX          59 347    N5VEZ         59  101    0
QSO: 14000 PH 2008-03-30 2228 NR7DX          59 348    WA3AFS        59  196    0
QSO: 14000 PH 2008-03-30 2229 NR7DX          59 349    KN3A          59  100    0
QSO: 14000 PH 2008-03-30 2229 NR7DX          59 350    NM4K          59  619    0
QSO: 14000 PH 2008-03-30 2229 NR7DX          59 351    W5MF          59  363    0
QSO: 14000 PH 2008-03-30 2229 NR7DX          59 352    WR9AN         59  196    0
QSO: 14000 PH 2008-03-30 2230 NR7DX          59 353    W0TT          59  400    0
QSO: 14000 PH 2008-03-30 2230 NR7DX          59 354    K3ZM          59  130    0
QSO: 14000 PH 2008-03-30 2230 NR7DX          59 355    N3GXX         59  70     0
QSO: 14000 PH 2008-03-30 2230 NR7DX          59 356    W4KW          59  545    0
QSO: 14000 PH 2008-03-30 2231 NR7DX          59 357    WB5AAA        59  133    0
QSO: 14000 PH 2008-03-30 2231 NR7DX          59 358    AC4AH         59  42     0
QSO: 14000 PH 2008-03-30 2231 NR7DX          59 359    KB8FZY        59  070    0
QSO: 14000 PH 2008-03-30 2232 NR7DX          59 360    WY8DX         59  135    0
QSO: 14000 PH 2008-03-30 2232 NR7DX          59 361    PP1CZ         59  178    0
QSO: 14000 PH 2008-03-30 2233 NR7DX          59 362    VE3ZIN        59  1506   0
QSO: 14000 PH 2008-03-30 2234 NR7DX          59 363    N8NWA         59  100    0
QSO: 14000 PH 2008-03-30 2234 NR7DX          59 364    WB8SDA        59  003    0
QSO: 14000 PH 2008-03-30 2235 NR7DX          59 365    KC9CRV        59  26     0
QSO: 14000 PH 2008-03-30 2235 NR7DX          59 366    W3OUF         59  21     0
QSO: 14000 PH 2008-03-30 2235 NR7DX          59 367    N4QLB         59  38     0
QSO: 14000 PH 2008-03-30 2236 NR7DX          59 368    VE3EY         59  79     0
QSO: 14000 PH 2008-03-30 2236 NR7DX          59 369    W8BS          59  28     0
QSO: 14000 PH 2008-03-30 2237 NR7DX          59 370    WB8JUI        59  367    0
QSO: 14000 PH 2008-03-30 2237 NR7DX          59 371    ND4V          59  190    0
QSO: 14000 PH 2008-03-30 2237 NR7DX          59 372    W8JRM         59  34     0
QSO: 14000 PH 2008-03-30 2238 NR7DX          59 373    KB3LIX        59  305    0
QSO: 14000 PH 2008-03-30 2239 NR7DX          59 374    WB2SXY        59  61     0
QSO: 14000 PH 2008-03-30 2239 NR7DX          59 375    NE4S          59  448    0
QSO: 14000 PH 2008-03-30 2239 NR7DX          59 376    K3TW          59  150    0
QSO: 14000 PH 2008-03-30 2244 NR7DX          59 377    TO5A          59  2839   0
QSO: 14000 PH 2008-03-30 2245 NR7DX          59 378    K1FWE         59  564    0
QSO: 14000 PH 2008-03-30 2247 NR7DX          59 379    KC8PD         59  200    0
QSO: 14000 PH 2008-03-30 2248 NR7DX          59 380    W8WCQ         59  63     0
QSO: 14000 PH 2008-03-30 2248 NR7DX          59 381    NE4M          59  401    0
QSO: 14000 PH 2008-03-30 2248 NR7DX          59 382    K9BGM         59  12     0
QSO: 14000 PH 2008-03-30 2248 NR7DX          59 383    KU4H          59  54     0
QSO: 14000 PH 2008-03-30 2249 NR7DX          59 384    KJ5FS         59  040    0
QSO: 14000 PH 2008-03-30 2250 NR7DX          59 385    KS1Y          59  369    0
QSO: 14000 PH 2008-03-30 2250 NR7DX          59 386    W3JC          59  25     0
QSO: 14000 PH 2008-03-30 2250 NR7DX          59 387    VE3KZW        59  17     0
QSO: 14000 PH 2008-03-30 2251 NR7DX          59 388    KR4F          59  542    0
QSO: 14000 PH 2008-03-30 2251 NR7DX          59 389    VE2CLA        59  856    0
QSO: 14000 PH 2008-03-30 2253 NR7DX          59 390    WA8ZBT        59  56     0
QSO: 14000 PH 2008-03-30 2253 NR7DX          59 391    KN1DX         59  2784   0
QSO: 14000 PH 2008-03-30 2253 NR7DX          59 392    N8BEG         59  16     0
QSO: 14000 PH 2008-03-30 2253 NR7DX          59 393    AB2DE         59  661    0
QSO: 14000 PH 2008-03-30 2254 NR7DX          59 394    KB8M          59  004    0
QSO: 14000 PH 2008-03-30 2254 NR7DX          59 395    W3LL          59  995    0
QSO: 14000 PH 2008-03-30 2254 NR7DX          59 396    KA6SGT        59  54     0
QSO: 14000 PH 2008-03-30 2255 NR7DX          59 397    WE4G          59  32     0
QSO: 14000 PH 2008-03-30 2255 NR7DX          59 398    KB8O          59  212    0
QSO: 14000 PH 2008-03-30 2256 NR7DX          59 399    N3XLS         59  64     0
QSO: 14000 PH 2008-03-30 2257 NR7DX          59 400    NA1QP         59  213    0
QSO: 14000 PH 2008-03-30 2257 NR7DX          59 401    VE3DZ         59  2456   0
QSO: 14000 PH 2008-03-30 2257 NR7DX          59 402    N1BZ          59  71     0
QSO: 14000 PH 2008-03-30 2258 NR7DX          59 403    KE5BAD        59  43     0
QSO: 14000 PH 2008-03-30 2258 NR7DX          59 404    W4YE          59  235    0
QSO: 14000 PH 2008-03-30 2258 NR7DX          59 405    VE3TW         59  170    0
QSO: 14000 PH 2008-03-30 2259 NR7DX          59 406    NN4F          59  603    0
QSO: 14000 PH 2008-03-30 2300 NR7DX          59 407    N8BV          59  133    0
QSO: 14000 PH 2008-03-30 2300 NR7DX          59 408    KB8DDZ        59  109    0
QSO: 14000 PH 2008-03-30 2300 NR7DX          59 409    PP2RON        59  85     0
QSO: 14000 PH 2008-03-30 2301 NR7DX          59 410    K1OU          59  35     0
QSO: 14000 PH 2008-03-30 2301 NR7DX          59 411    N2WKS         59  315    0
QSO: 14000 PH 2008-03-30 2301 NR7DX          59 412    KR7RK         59  636    0
QSO: 14000 PH 2008-03-30 2302 NR7DX          59 413    VE2LX         59  56     0
QSO: 14000 PH 2008-03-30 2303 NR7DX          59 414    VA3SWG        59  621    0
QSO: 14000 PH 2008-03-30 2307 NR7DX          59 415    W1YK          59  401    0
END-OF-LOG:
