START-OF-LOG: 3.0
CONTEST: ARRL-160
LOCATION: SFL
CALLSIGN: AD4ES
CATEGORY-OPERATOR: MULTI-OP
CATEGORY-ASSISTED: ASSISTED
CATEGORY-POWER: HIGH
CATEGORY-BAND: 160M
CATEGORY-MODE: CW
CATEGORY-STATION: FIXED
CATEGORY-TRANSMITTER: ONE
CREATED-BY: N1MM LOGGER+ 1.0.8018.0
CLUB: Florida Contest Group
OPERATORS: AD4ES W4SO
HQ-CATEGORY: Multioperator, Single Transmitter, High Power
HQ-GRID-LOCATOR: EL98pd
QSO: 1827 CW 2019-12-08 0128 AD4ES 599 SFL C6AGU 599 0
QSO: 1841 CW 2019-12-08 0752 AD4ES 599 SFL K9MK 599 NTX 0
QSO: 1841 CW 2019-12-08 0755 AD4ES 599 SFL K4XU 599 OR 0
QSO: 1841 CW 2019-12-08 0756 AD4ES 599 SFL K1RZ 599 MDC 0
QSO: 1841 CW 2019-12-08 0756 AD4ES 599 SFL K4WW 599 KY 0
QSO: 1841 CW 2019-12-08 0757 AD4ES 599 SFL K3KU 599 MDC 0
QSO: 1841 CW 2019-12-08 0758 AD4ES 599 SFL K7HP 599 AZ 0
QSO: 1841 CW 2019-12-08 0758 AD4ES 599 SFL N2BEG 599 WNY 0
QSO: 1841 CW 2019-12-08 0758 AD4ES 599 SFL N0IRM 599 MO 0
QSO: 1841 CW 2019-12-08 0759 AD4ES 599 SFL W3WN 599 WPA 0
QSO: 1841 CW 2019-12-08 0800 AD4ES 599 SFL AK1MD 599 EMA 0
QSO: 1841 CW 2019-12-08 0801 AD4ES 599 SFL K9MMS 599 IL 0
QSO: 1841 CW 2019-12-08 0801 AD4ES 599 SFL W2DPT 599 NNJ 0
QSO: 1841 CW 2019-12-08 0802 AD4ES 599 SFL KG4QIV 599 WCF 0
QSO: 1841 CW 2019-12-08 0804 AD4ES 599 SFL W4BKV 599 NFL 0
QSO: 1841 CW 2019-12-08 0805 AD4ES 599 SFL NF7R 599 NV 0
QSO: 1841 CW 2019-12-08 0806 AD4ES 599 SFL AC9FFV 599 NTX 0
QSO: 1841 CW 2019-12-08 0808 AD4ES 599 SFL W4PJW 599 VA 0
QSO: 1841 CW 2019-12-08 0810 AD4ES 599 SFL W2TT 599 SNJ 0
QSO: 1841 CW 2019-12-08 0812 AD4ES 599 SFL K8ZT 599 OH 0
QSO: 1815 CW 2019-12-08 0817 AD4ES 599 SFL ND9G 599 IL 0
QSO: 1810 CW 2019-12-08 0820 AD4ES 599 SFL KH6TU 599 PAC 0
QSO: 1813 CW 2019-12-08 0824 AD4ES 599 SFL KA6BIM 599 OR 0
QSO: 1824 CW 2019-12-08 0825 AD4ES 599 SFL K1ESE 599 ME 0
QSO: 1834 CW 2019-12-08 0826 AD4ES 599 SFL WG3J 599 MDC 0
QSO: 1838 CW 2019-12-08 0827 AD4ES 599 SFL WS9M 599 WNY 0
QSO: 1854 CW 2019-12-08 0828 AD4ES 599 SFL K8JQ 599 WV 0
QSO: 1857 CW 2019-12-08 0828 AD4ES 599 SFL K2OS 599 WNY 0
QSO: 1823 CW 2019-12-08 1203 AD4ES 599 SFL N8CC 599 MI 0
QSO: 1823 CW 2019-12-08 1203 AD4ES 599 SFL N3AM 599 MDC 0
QSO: 1823 CW 2019-12-08 1204 AD4ES 599 SFL N7RQ 599 AZ 0
QSO: 1823 CW 2019-12-08 1204 AD4ES 599 SFL NM8O 599 OH 0
QSO: 1823 CW 2019-12-08 1207 AD4ES 599 SFL WW3S 599 WPA 0
QSO: 1823 CW 2019-12-08 1207 AD4ES 599 SFL KU8E 599 GA 0
QSO: 1823 CW 2019-12-08 1208 AD4ES 599 SFL N5UL 599 NM 0
QSO: 1823 CW 2019-12-08 1209 AD4ES 599 SFL W7YAQ 599 OR 0
QSO: 1823 CW 2019-12-08 1211 AD4ES 599 SFL KE8M 599 OH 0
QSO: 1823 CW 2019-12-08 1211 AD4ES 599 SFL VE3MM 599 ONS 0
QSO: 1823 CW 2019-12-08 1212 AD4ES 599 SFL HKG/W5 599 AR 0
QSO: 1823 CW 2019-12-08 1212 AD4ES 599 SFL N3QE 599 MDC 0
QSO: 1823 CW 2019-12-08 1213 AD4ES 599 SFL K4WI 599 AL 0
QSO: 1823 CW 2019-12-08 1213 AD4ES 599 SFL WO4O 599 NFL 0
QSO: 1823 CW 2019-12-08 1214 AD4ES 599 SFL W4RYW 599 AL 0
QSO: 1823 CW 2019-12-08 1214 AD4ES 599 SFL K9NW 599 IN 0
QSO: 1823 CW 2019-12-08 1215 AD4ES 599 SFL KS4X 599 TN 0
QSO: 1823 CW 2019-12-08 1215 AD4ES 599 SFL W0AD 599 MN 0
QSO: 1823 CW 2019-12-08 1216 AD4ES 599 SFL K4XL 599 VA 0
QSO: 1823 CW 2019-12-08 1216 AD4ES 599 SFL KJ4UC 599 GA 0
QSO: 1823 CW 2019-12-08 1218 AD4ES 599 SFL KN2M 599 WNY 0
QSO: 1823 CW 2019-12-08 1219 AD4ES 599 SFL W3DQ 599 MDC 0
QSO: 1823 CW 2019-12-08 1219 AD4ES 599 SFL KG4W 599 VA 0
QSO: 1823 CW 2019-12-08 1220 AD4ES 599 SFL W4WWQ 599 VA 0
QSO: 1823 CW 2019-12-08 1221 AD4ES 599 SFL KM4HI 599 NFL 0
QSO: 1823 CW 2019-12-08 1221 AD4ES 599 SFL W2GS 599 MS 0
QSO: 1823 CW 2019-12-08 1222 AD4ES 599 SFL K5KJ 599 NTX 0
QSO: 1823 CW 2019-12-08 1223 AD4ES 599 SFL K2WK 599 VA 0
QSO: 1823 CW 2019-12-08 1224 AD4ES 599 SFL N2BJ 599 IL 0
QSO: 1823 CW 2019-12-08 1224 AD4ES 599 SFL W4CU 599 WCF 0
QSO: 1823 CW 2019-12-08 1225 AD4ES 599 SFL KB4GYT 599 SC 0
QSO: 1823 CW 2019-12-08 1225 AD4ES 599 SFL WB4YDY 599 TN 0
QSO: 1823 CW 2019-12-08 1226 AD4ES 599 SFL NA5NN 599 MS 0
QSO: 1823 CW 2019-12-08 1227 AD4ES 599 SFL N4AF 599 NC 0
QSO: 1823 CW 2019-12-08 1227 AD4ES 599 SFL W4TG 599 VA 0
QSO: 1823 CW 2019-12-08 1229 AD4ES 599 SFL KA5M 599 LA 0
QSO: 1823 CW 2019-12-08 1229 AD4ES 599 SFL N0AV 599 IA 0
QSO: 1823 CW 2019-12-08 1230 AD4ES 599 SFL W8EH 599 OH 0
QSO: 1823 CW 2019-12-08 1230 AD4ES 599 SFL WB9JTK 599 WCF 0
QSO: 1823 CW 2019-12-08 1233 AD4ES 599 SFL AJ4F 599 STX 0
QSO: 1823 CW 2019-12-08 1234 AD4ES 599 SFL KD0EE 599 IN 0
QSO: 1823 CW 2019-12-08 1235 AD4ES 599 SFL N4ARO 599 TN 0
QSO: 1823 CW 2019-12-08 1236 AD4ES 599 SFL KZ5J 599 STX 0
QSO: 1823 CW 2019-12-08 1236 AD4ES 599 SFL K6ND 599 EPA 0
QSO: 1823 CW 2019-12-08 1240 AD4ES 599 SFL KA8CNI 599 OH 0
QSO: 1809 CW 2019-12-08 1243 AD4ES 599 SFL W3HKK 599 OH 0
QSO: 1827 CW 2019-12-08 1246 AD4ES 599 SFL NO9E 599 GA 0
QSO: 1828 CW 2019-12-08 1247 AD4ES 599 SFL K9NR 599 IL 0
QSO: 1836 CW 2019-12-08 1249 AD4ES 599 SFL AD4TJ 599 VA 0
QSO: 1854 CW 2019-12-08 1253 AD4ES 599 SFL W4GO 599 VA 0
QSO: 1855 CW 2019-12-08 1253 AD4ES 599 SFL K9LA 599 IN 0
END-OF-LOG:
