START-OF-LOG: 3.0
CONTEST: CQ-WW-SSB
CALLSIGN: SP1FPG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-TRANSMITTER: ONE
CATEGORY-POWER: LOW
CATEGORY-BAND: 40M
CATEGORY-MODE: SSB
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-STATION: FIXED
LOCATION: DX
CLUB:
CLAIMED-SCORE:
OPERATORS:
NAME: Henryk Prasal
CREATED-BY: DQR_Log v. 3.2.5 - (c) SP7DQR
SOAPBOX: TX  80W  IC751A  + ant. short  wire  10 mtrs.
QSO:  7000 PH 2015-10-25 1628 SP1FPG        59           15 UA4NC           59           16
QSO:  7000 PH 2015-10-25 1630 SP1FPG        59           15 EA1FCH          59           14
QSO:  7000 PH 2015-10-25 1647 SP1FPG        59           15 S51CK           59           15
QSO:  7000 PH 2015-10-25 1650 SP1FPG        59           15 IK5ZWU          59           15
QSO:  7000 PH 2015-10-25 1652 SP1FPG        59           15 TC0F            59           20
QSO:  7000 PH 2015-10-25 1654 SP1FPG        59           15 M0MCV           59           14
QSO:  7000 PH 2015-10-25 1658 SP1FPG        59           15 IO1X            59           15
QSO:  7000 PH 2015-10-25 1700 SP1FPG        59           15 LY2W            59           15
QSO:  7000 PH 2015-10-25 1702 SP1FPG        59           15 OK4K            59           15
QSO:  7000 PH 2015-10-25 1705 SP1FPG        59           15 G0DWV           59           14
QSO:  7000 PH 2015-10-25 1708 SP1FPG        59           15 UX0KN           59           16
QSO:  7000 PH 2015-10-25 1712 SP1FPG        59           15 R5DV            59           16
QSO:  7000 PH 2015-10-25 1719 SP1FPG        59           15 S51Z            59           15
QSO:  7000 PH 2015-10-25 1723 SP1FPG        59           15 Z35W            59           15
QSO:  7000 PH 2015-10-25 1738 SP1FPG        59           15 UA1CEI          59           16
QSO:  7000 PH 2015-10-25 1740 SP1FPG        59           15 YU1DW           59           15
QSO:  7000 PH 2015-10-25 1743 SP1FPG        59           15 LY4Q            59           15
QSO:  7000 PH 2015-10-25 1752 SP1FPG        59           15 IZ3EAW          59           15
QSO:  7000 PH 2015-10-25 1755 SP1FPG        59           15 GM2T            59           14
QSO:  7000 PH 2015-10-25 1758 SP1FPG        59           15 F2FG            59           14
QSO:  7000 PH 2015-10-25 1801 SP1FPG        59           15 OE3DMA          59           15
QSO:  7000 PH 2015-10-25 1811 SP1FPG        59           15 LB8IB           59           14
QSO:  7000 PH 2015-10-25 1816 SP1FPG        59           15 YO2LEA          59           20
QSO:  7000 PH 2015-10-25 1818 SP1FPG        59           15 TM7F            59           14
QSO:  7000 PH 2015-10-25 1827 SP1FPG        59           15 EW4A            59           16
QSO:  7000 PH 2015-10-25 1832 SP1FPG        59           15 RK6CC           59           16
QSO:  7000 PH 2015-10-25 1834 SP1FPG        59           15 IQ2MI           59           15
QSO:  7000 PH 2015-10-25 1837 SP1FPG        59           15 IK2YCW          59           15
QSO:  7000 PH 2015-10-25 1840 SP1FPG        59           15 HG2ITU          59           15
QSO:  7000 PH 2015-10-25 1855 SP1FPG        59           15 IW9HRZ          59           15
QSO:  7000 PH 2015-10-25 1858 SP1FPG        59           15 M4A             59           14
QSO:  7000 PH 2015-10-25 1859 SP1FPG        59           15 S50W            59           15
QSO:  7000 PH 2015-10-25 1903 SP1FPG        59           15 SK2T            59           14
QSO:  7000 PH 2015-10-25 1904 SP1FPG        59           15 IV3SKB          59           15
QSO:  7000 PH 2015-10-25 1909 SP1FPG        59           15 IK3UNA/1        59           15
QSO:  7000 PH 2015-10-25 1914 SP1FPG        59           15 S58M            59           15
QSO:  7000 PH 2015-10-25 1933 SP1FPG        59           15 IU4DTV          59           15
QSO:  7000 PH 2015-10-25 1942 SP1FPG        59           15 IK2SAI          59           15
QSO:  7000 PH 2015-10-25 1947 SP1FPG        59           15 M9K             59           14
QSO:  7000 PH 2015-10-25 1955 SP1FPG        59           15 IQ5PO           59           15
QSO:  7000 PH 2015-10-25 2017 SP1FPG        59           15 F4ERS           59           14
QSO:  7000 PH 2015-10-25 2026 SP1FPG        59           15 JH4UYB          59           25
QSO:  7000 PH 2015-10-25 2111 SP1FPG        59           15 IT9FRX          59           15
QSO:  7000 PH 2015-10-25 2117 SP1FPG        59           15 F5SDD           59           14
QSO:  7000 PH 2015-10-25 2126 SP1FPG        59           15 II6T            59           15
QSO:  7000 PH 2015-10-25 2142 SP1FPG        59           15 RT0R            59           18
QSO:  7000 PH 2015-10-25 2229 SP1FPG        59           15 CN3A            59           33
QSO:  7000 PH 2015-10-25 2248 SP1FPG        59           15 EF8R            59           33
QSO:  7000 PH 2015-10-25 2255 SP1FPG        59           15 K6ND            59           05
QSO:  7000 PH 2015-10-25 2313 SP1FPG        59           15 N4WW            59           05
QSO:  7000 PH 2015-10-25 2321 SP1FPG        59           15 R3WR            59           16
QSO:  7000 PH 2015-10-25 2347 SP1FPG        59           15 RC3W            59           16
QSO:  7000 PH 2015-10-25 2351 SP1FPG        59           15 TF3SG           59           40
QSO:  7000 PH 2015-10-25 2354 SP1FPG        59           15 RF9C            59           17
QSO:  7000 PH 2015-10-25 2356 SP1FPG        59           15 RU4SO           59           16
QSO:  7000 PH 2015-10-25 2358 SP1FPG        59           15 ED1B            59           14
END-OF-LOG:
