START-OF-LOG: 3.0
CALLSIGN: K3ZJ
CONTEST: CQ-WW-SSB
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-MODE: SSB
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY:
CLAIMED-SCORE: 2172650
NAME: David Siddall
LOCATION: WV
OPERATORS: K3ZJ
CLUB: Potomac Valley Radio Club
CERTIFICATE: YES
CREATED-BY: N1MM Logger+ 1.0.5269.0
SOAPBOX: Unexpected good conditions, thanks to everyone for the QSOs.
QSO: 21264 PH 2015-10-25 1646 K3ZJ          59  5      G8NWC         59  14
QSO: 21264 PH 2015-10-25 1647 K3ZJ          59  5      LA1XFA        59  14
QSO: 21264 PH 2015-10-25 1647 K3ZJ          59  5      CT1DJE        59  14
QSO: 21264 PH 2015-10-25 1648 K3ZJ          59  5      M3W           59  14
QSO: 21264 PH 2015-10-25 1648 K3ZJ          59  5      SP9TPV        59  15
QSO: 21264 PH 2015-10-25 1648 K3ZJ          59  5      DD1OP         59  14
QSO: 28630 PH 2015-10-25 1652 K3ZJ          59  5      S58M          59  15
QSO: 28630 PH 2015-10-25 1653 K3ZJ          59  5      PA3DVA        59  14
QSO: 28630 PH 2015-10-25 1653 K3ZJ          59  5      F4EIH         59  14
QSO: 28630 PH 2015-10-25 1654 K3ZJ          59  5      G8VJU         59  14
QSO: 28630 PH 2015-10-25 1654 K3ZJ          59  5      PD0CQ         59  14
QSO: 28630 PH 2015-10-25 1654 K3ZJ          59  5      DF7FC         59  14
QSO: 28630 PH 2015-10-25 1654 K3ZJ          59  5      EA7FRX        59  14
QSO: 28630 PH 2015-10-25 1655 K3ZJ          59  5      DJ1KS         59  14
QSO: 28630 PH 2015-10-25 1655 K3ZJ          59  5      DF0AT         59  14
QSO: 28630 PH 2015-10-25 1655 K3ZJ          59  5      IZ5IMD        59  15
QSO: 28630 PH 2015-10-25 1655 K3ZJ          59  5      PA3RIS        59  14
QSO: 28630 PH 2015-10-25 1656 K3ZJ          59  5      EA3WX         59  14
QSO: 28630 PH 2015-10-25 1656 K3ZJ          59  5      DL1MHJ        59  14
QSO: 28630 PH 2015-10-25 1656 K3ZJ          59  5      G8T           59  14
QSO: 28630 PH 2015-10-25 1656 K3ZJ          59  5      DL5EC         59  14
QSO: 28630 PH 2015-10-25 1657 K3ZJ          59  5      ON3MA         59  14
QSO: 28630 PH 2015-10-25 1657 K3ZJ          59  5      S57C          59  15
QSO: 28630 PH 2015-10-25 1657 K3ZJ          59  5      EA3FZT        59  14
QSO: 28630 PH 2015-10-25 1658 K3ZJ          59  5      I0LYO         59  15
QSO: 28630 PH 2015-10-25 1658 K3ZJ          59  5      M0PNN         59  14
QSO: 28630 PH 2015-10-25 1658 K3ZJ          59  5      OO4P          59  14
QSO: 28630 PH 2015-10-25 1701 K3ZJ          59  5      G1RAP         59  14
QSO: 28630 PH 2015-10-25 1701 K3ZJ          59  5      M0P           59  14
QSO: 28630 PH 2015-10-25 1701 K3ZJ          59  5      ON5LS         59  14
QSO: 28630 PH 2015-10-25 1702 K3ZJ          59  5      M5ABP         59  14
QSO: 28630 PH 2015-10-25 1702 K3ZJ          59  5      DL5YET        59  14
QSO: 28630 PH 2015-10-25 1702 K3ZJ          59  5      F1UIJ         59  14
QSO: 28630 PH 2015-10-25 1703 K3ZJ          59  5      PB7Z          59  14
QSO: 28630 PH 2015-10-25 1705 K3ZJ          59  5      DL1ICB        59  14
QSO: 28630 PH 2015-10-25 1706 K3ZJ          59  5      EA4BZ         59  14
QSO: 28630 PH 2015-10-25 1710 K3ZJ          59  5      F5RVO         59  14
QSO: 28630 PH 2015-10-25 1711 K3ZJ          59  5      YV6YV         59  09
QSO: 28630 PH 2015-10-25 1713 K3ZJ          59  5      ZS6BAF        59  38
QSO: 28630 PH 2015-10-25 1714 K3ZJ          59  5      OE3IPC        59  15
QSO: 28645 PH 2015-10-25 1716 K3ZJ          59  5      OE9MCV        59  15
QSO: 28683 PH 2015-10-25 1717 K3ZJ          59  5      DL2CC         59  14
QSO: 28694 PH 2015-10-25 1717 K3ZJ          59  5      CX2DK         59  13
QSO: 28709 PH 2015-10-25 1719 K3ZJ          59  5      OT5A          59  14
QSO: 28729 PH 2015-10-25 1720 K3ZJ          59  5      CW5W          59  13
QSO: 28738 PH 2015-10-25 1721 K3ZJ          59  5      CT1BOL        59  14
QSO: 28307 PH 2015-10-25 1724 K3ZJ          59  5      EF1S          59  14
QSO: 28313 PH 2015-10-25 1725 K3ZJ          59  5      F4EJW         59  14
QSO: 28313 PH 2015-10-25 1726 K3ZJ          59  5      IZ4JUK        59  15
QSO: 28313 PH 2015-10-25 1726 K3ZJ          59  5      EA4EUI        59  14
QSO: 28313 PH 2015-10-25 1728 K3ZJ          59  5      EA7JQT        59  14
QSO: 28313 PH 2015-10-25 1728 K3ZJ          59  5      DL2AA         59  14
QSO: 28313 PH 2015-10-25 1729 K3ZJ          59  5      OO5G          59  14
QSO: 21210 PH 2015-10-25 1733 K3ZJ          59  5      TK/PB8DX      59  15
QSO: 21218 PH 2015-10-25 1735 K3ZJ          59  5      LB8IB         59  14
QSO: 21221 PH 2015-10-25 1736 K3ZJ          59  5      PA5VL         59  14
QSO: 21222 PH 2015-10-25 1737 K3ZJ          59  5      OH0X          59  15
QSO: 14233 PH 2015-10-25 1738 K3ZJ          59  5      IK2YCW        59  15
QSO: 14251 PH 2015-10-25 1740 K3ZJ          59  5      8S0C          59  14
QSO: 14258 PH 2015-10-25 1741 K3ZJ          59  5      EE7L          59  14
QSO: 14260 PH 2015-10-25 1742 K3ZJ          59  5      EI7M          59  14
QSO: 14264 PH 2015-10-25 1743 K3ZJ          59  5      S52NR         59  15
QSO: 14266 PH 2015-10-25 1743 K3ZJ          59  5      PA4O          59  14
QSO: 14268 PH 2015-10-25 1744 K3ZJ          59  5      PI4M          59  14
QSO: 14270 PH 2015-10-25 1744 K3ZJ          59  5      YP8T          59  20
QSO: 14285 PH 2015-10-25 1756 K3ZJ          59  5      VU2CPL        59  22
QSO: 14285 PH 2015-10-25 1757 K3ZJ          59  5      SA5BJM        59  14
QSO: 14286 PH 2015-10-25 1758 K3ZJ          59  5      SN8B          59  15
QSO: 14290 PH 2015-10-25 1758 K3ZJ          59  5      TC2C          59  20
QSO: 14294 PH 2015-10-25 1759 K3ZJ          59  5      LZ9W          59  20
QSO: 14303 PH 2015-10-25 1800 K3ZJ          59  5      EU1A          59  16
QSO: 14305 PH 2015-10-25 1801 K3ZJ          59  5      DL0CS         59  14
QSO: 14308 PH 2015-10-25 1802 K3ZJ          59  5      RM3F          59  16
QSO: 14312 PH 2015-10-25 1803 K3ZJ          59  5      OH8WW         59  15
QSO: 14313 PH 2015-10-25 1806 K3ZJ          59  5      OH3Z          59  15
QSO: 14304 PH 2015-10-25 1829 K3ZJ          59  5      4O3A          59  15
QSO: 14306 PH 2015-10-25 1829 K3ZJ          59  5      DR5N          59  14
QSO: 14307 PH 2015-10-25 1830 K3ZJ          59  5      E7DX          59  15
QSO: 14311 PH 2015-10-25 1831 K3ZJ          59  5      OE5T          59  15
QSO: 14313 PH 2015-10-25 1831 K3ZJ          59  5      UV5U          59  16
QSO: 14314 PH 2015-10-25 1833 K3ZJ          59  5      IK2QLX        59  15
QSO: 14314 PH 2015-10-25 1834 K3ZJ          59  5      9A2R          59  15
QSO: 14314 PH 2015-10-25 1835 K3ZJ          59  5      G5O           59  14
QSO: 14314 PH 2015-10-25 1835 K3ZJ          59  5      IK7HTB        59  15
QSO: 14314 PH 2015-10-25 1837 K3ZJ          59  5      OK2BEN        59  15
QSO: 14314 PH 2015-10-25 1839 K3ZJ          59  5      DJ3HW         59  14
QSO: 14314 PH 2015-10-25 1840 K3ZJ          59  5      DF5AN         59  14
QSO: 14314 PH 2015-10-25 1840 K3ZJ          59  5      DF9VJ         59  14
QSO: 14314 PH 2015-10-25 1841 K3ZJ          59  5      DL8PG         59  14
QSO: 14246 PH 2015-10-25 1843 K3ZJ          59  5      J43TR         59  20
QSO: 14248 PH 2015-10-25 1844 K3ZJ          59  5      RM3DA         59  16
QSO: 14249 PH 2015-10-25 1844 K3ZJ          59  5      OH8L          59  15
QSO: 14253 PH 2015-10-25 1845 K3ZJ          59  5      OP0P          59  14
QSO: 14255 PH 2015-10-25 1846 K3ZJ          59  5      C37N          59  14
QSO: 14265 PH 2015-10-25 1850 K3ZJ          59  5      PI4DX         59  14
QSO: 28401 PH 2015-10-25 1853 K3ZJ          59  5      HI3TT         59  08
QSO: 28404 PH 2015-10-25 1855 K3ZJ          59  5      VE5UO         59  04
QSO: 28415 PH 2015-10-25 1856 K3ZJ          59  5      P40A          59  09
QSO: 28418 PH 2015-10-25 1858 K3ZJ          59  5      PY7VI         59  11
QSO: 28420 PH 2015-10-25 1900 K3ZJ          59  5      LW1EUD        59  13
QSO: 28425 PH 2015-10-25 1901 K3ZJ          59  5      KP4BD         59  08
QSO: 28428 PH 2015-10-25 1901 K3ZJ          59  5      NP2X          59  08
QSO: 28434 PH 2015-10-25 1902 K3ZJ          59  5      VP2V/N3DXX    59  08
QSO: 28442 PH 2015-10-25 1904 K3ZJ          59  5      HI3TEJ        59  08
QSO: 28446 PH 2015-10-25 1905 K3ZJ          59  5      HI8JSG        59  08
QSO: 28453 PH 2015-10-25 1906 K3ZJ          59  5      TO2A          59  00
QSO: 28461 PH 2015-10-25 1907 K3ZJ          59  5      LR1E          59  13
QSO: 28464 PH 2015-10-25 1908 K3ZJ          59  5      ED9K          59  33
QSO: 28477 PH 2015-10-25 1911 K3ZJ          59  5      PU2BRU        59  11
QSO: 28484 PH 2015-10-25 1912 K3ZJ          59  5      TO2M          59  08
QSO: 28488 PH 2015-10-25 1913 K3ZJ          59  5      P40W          59  09
QSO: 28491 PH 2015-10-25 1915 K3ZJ          59  5      CU3AN         59  14
QSO: 28494 PH 2015-10-25 1916 K3ZJ          59  5      V47T          59  08
QSO: 28502 PH 2015-10-25 1917 K3ZJ          59  5      PR1T          59  11
QSO: 28508 PH 2015-10-25 1918 K3ZJ          59  5      CT3HF         59  33
QSO: 28514 PH 2015-10-25 1919 K3ZJ          59  5      ZS1TMJ        59  38
QSO: 28519 PH 2015-10-25 1920 K3ZJ          59  5      ZY2A          59  11
QSO: 28522 PH 2015-10-25 1921 K3ZJ          59  5      YW4D          59  09
QSO: 28523 PH 2015-10-25 1922 K3ZJ          59  5      YY1YLY        59  09
QSO: 28527 PH 2015-10-25 1924 K3ZJ          59  5      CU3AC         59  14
QSO: 28535 PH 2015-10-25 1926 K3ZJ          59  5      PU5DUD        59  11
QSO: 28535 PH 2015-10-25 1927 K3ZJ          59  5      PT2AZ         59  11
QSO: 28535 PH 2015-10-25 1928 K3ZJ          59  5      LU3DK         59  13
QSO: 28535 PH 2015-10-25 1929 K3ZJ          59  5      WP4GUH        59  08
QSO: 28535 PH 2015-10-25 1930 K3ZJ          59  5      PU2LEW        59  11
QSO: 28535 PH 2015-10-25 1931 K3ZJ          59  5      N4YXW         59  05
QSO: 28537 PH 2015-10-25 1933 K3ZJ          59  5      PY3MU         59  11
QSO: 28542 PH 2015-10-25 1934 K3ZJ          59  5      ZY2B          59  11
QSO: 28550 PH 2015-10-25 1934 K3ZJ          59  5      PY2XC         59  11
QSO: 28560 PH 2015-10-25 1935 K3ZJ          59  5      LP1H          59  13
QSO: 28564 PH 2015-10-25 1936 K3ZJ          59  5      LU5VV         59  13
QSO: 28567 PH 2015-10-25 1937 K3ZJ          59  5      PU5PEO        59  11
QSO: 28577 PH 2015-10-25 1939 K3ZJ          59  5      PX2A          59  11
QSO: 28581 PH 2015-10-25 1940 K3ZJ          59  5      PU1MHZ        59  11
QSO: 28592 PH 2015-10-25 1942 K3ZJ          59  5      PY2VZ         59  11
QSO: 28597 PH 2015-10-25 1943 K3ZJ          59  5      ZP5DBC        59  11
QSO: 28601 PH 2015-10-25 1944 K3ZJ          59  5      PU4GOD        59  11
QSO: 28604 PH 2015-10-25 1944 K3ZJ          59  5      VE3UTT        59  04
QSO: 28608 PH 2015-10-25 1945 K3ZJ          59  5      PY4XX         59  11
QSO: 28611 PH 2015-10-25 1946 K3ZJ          59  5      CE6TRA        59  12
QSO: 28613 PH 2015-10-25 1946 K3ZJ          59  5      LU3DX         59  13
QSO: 28616 PH 2015-10-25 1948 K3ZJ          59  5      FG4KH         59  08
QSO: 28630 PH 2015-10-25 1950 K3ZJ          59  5      LU7DH         59  13
QSO: 28635 PH 2015-10-25 1951 K3ZJ          59  5      PY5FO         59  11
QSO: 28642 PH 2015-10-25 1951 K3ZJ          59  5      NP2P          59  08
QSO: 28647 PH 2015-10-25 1952 K3ZJ          59  5      CX5UA         59  13
QSO: 28652 PH 2015-10-25 1953 K3ZJ          59  5      ED8O          59  33
QSO: 28660 PH 2015-10-25 1953 K3ZJ          59  5      ZP6DEM        59  11
QSO: 28665 PH 2015-10-25 1954 K3ZJ          59  5      PY2SBY        59  11
QSO: 28675 PH 2015-10-25 1955 K3ZJ          59  5      YY6SEW        59  09
QSO: 28680 PH 2015-10-25 1957 K3ZJ          59  5      CW1DC         59  13
QSO: 28730 PH 2015-10-25 1958 K3ZJ          59  5      CX9BU         59  13
QSO: 21219 PH 2015-10-25 1959 K3ZJ          59  5      FY5KE         59  09
QSO: 21221 PH 2015-10-25 2000 K3ZJ          59  5      PY5DC         59  11
QSO: 21233 PH 2015-10-25 2002 K3ZJ          59  5      9Y4W          59  09
QSO: 21239 PH 2015-10-25 2005 K3ZJ          59  5      IW2HAJ        59  15
QSO: 21250 PH 2015-10-25 2005 K3ZJ          59  5      LU8YE         59  13
QSO: 21252 PH 2015-10-25 2006 K3ZJ          59  5      VP2MDG        59  08
QSO: 21254 PH 2015-10-25 2007 K3ZJ          59  5      CV3V          59  13
QSO: 21266 PH 2015-10-25 2009 K3ZJ          59  5      ZV10M         59  11
QSO: 21270 PH 2015-10-25 2010 K3ZJ          59  5      VA2EN         59  05
QSO: 21274 PH 2015-10-25 2011 K3ZJ          59  5      ZY2A          59  11
QSO: 21276 PH 2015-10-25 2011 K3ZJ          59  5      PJ4Q          59  09
QSO: 21278 PH 2015-10-25 2012 K3ZJ          59  5      ZD7W          59  36
QSO: 21291 PH 2015-10-25 2016 K3ZJ          59  5      CR3A          59  33
QSO: 21296 PH 2015-10-25 2027 K3ZJ          59  5      S0S           59  33
QSO: 21301 PH 2015-10-25 2028 K3ZJ          59  5      KP4CPC        59  08
QSO: 21305 PH 2015-10-25 2030 K3ZJ          59  5      EA8MT         59  33
QSO: 21311 PH 2015-10-25 2031 K3ZJ          59  5      P40W          59  09
QSO: 21318 PH 2015-10-25 2033 K3ZJ          59  5      VP5DX         59  08
QSO: 21321 PH 2015-10-25 2034 K3ZJ          59  5      P49Y          59  09
QSO: 21327 PH 2015-10-25 2034 K3ZJ          59  5      VP9I          59  05
QSO: 21340 PH 2015-10-25 2036 K3ZJ          59  5      TM6M          59  14
QSO: 21342 PH 2015-10-25 2037 K3ZJ          59  5      V47T          59  08
QSO: 21345 PH 2015-10-25 2037 K3ZJ          59  5      EF2A          59  14
QSO: 21347 PH 2015-10-25 2038 K3ZJ          59  5      TO4K          59  08
QSO: 21352 PH 2015-10-25 2040 K3ZJ          59  5      PJ7BL         59  08
QSO: 21362 PH 2015-10-25 2041 K3ZJ          59  5      HI3TEJ        59  08
QSO: 21365 PH 2015-10-25 2042 K3ZJ          59  5      CV7S          59  13
QSO: 21368 PH 2015-10-25 2043 K3ZJ          59  5      YV8AD         59  09
QSO: 21378 PH 2015-10-25 2043 K3ZJ          59  5      HC5VF         59  10
QSO: 21391 PH 2015-10-25 2044 K3ZJ          59  5      ED8X          59  33
QSO: 21395 PH 2015-10-25 2045 K3ZJ          59  5      VE4VT         59  04
QSO: 21398 PH 2015-10-25 2046 K3ZJ          59  5      PJ2T          59  09
QSO: 21401 PH 2015-10-25 2046 K3ZJ          59  5      CX2CC         59  13
QSO: 21405 PH 2015-10-25 2047 K3ZJ          59  5      PY5ZD         59  11
QSO: 21408 PH 2015-10-25 2047 K3ZJ          59  5      NP2P          59  08
QSO: 21413 PH 2015-10-25 2048 K3ZJ          59  5      VE6SV         59  04
QSO: 21418 PH 2015-10-25 2048 K3ZJ          59  5      YV4YC         59  09
QSO: 21422 PH 2015-10-25 2049 K3ZJ          59  5      YV4NN         59  09
QSO: 21425 PH 2015-10-25 2050 K3ZJ          59  5      WP4WW         59  08
QSO: 21432 PH 2015-10-25 2051 K3ZJ          59  5      PX2A          59  11
QSO: 21440 PH 2015-10-25 2052 K3ZJ          59  5      V26B          59  08
QSO: 28310 PH 2015-10-25 2055 K3ZJ          59  5      HP1/K6CT      59  07
QSO: 28320 PH 2015-10-25 2056 K3ZJ          59  5      KP2M          59  08
QSO: 28326 PH 2015-10-25 2059 K3ZJ          59  5      CE2LML        59  12
QSO: 28329 PH 2015-10-25 2100 K3ZJ          59  5      OA4SS         59  10
QSO: 28335 PH 2015-10-25 2101 K3ZJ          59  5      PQ5B          59  11
QSO: 28338 PH 2015-10-25 2102 K3ZJ          59  5      LU4DPL        59  13
QSO: 28342 PH 2015-10-25 2102 K3ZJ          59  5      LW5DPG        59  13
QSO: 28348 PH 2015-10-25 2104 K3ZJ          59  5      CV3D          59  13
QSO: 28350 PH 2015-10-25 2105 K3ZJ          59  5      PJ2T          59  09
QSO: 28378 PH 2015-10-25 2108 K3ZJ          59  5      CB3W          59  12
QSO: 28382 PH 2015-10-25 2109 K3ZJ          59  5      LW5EAE        59  13
QSO: 28387 PH 2015-10-25 2111 K3ZJ          59  5      PP5NS         59  11
QSO: 28390 PH 2015-10-25 2111 K3ZJ          59  5      L77D          59  13
QSO: 28393 PH 2015-10-25 2112 K3ZJ          59  5      LU7MCJ        59  13
QSO: 28395 PH 2015-10-25 2113 K3ZJ          59  5      LW3DG         59  13
QSO: 28398 PH 2015-10-25 2115 K3ZJ          59  5      TI8/AA8HH     59  07
QSO: 28401 PH 2015-10-25 2115 K3ZJ          59  5      CE2MT         59  12
QSO: 28405 PH 2015-10-25 2117 K3ZJ          59  5      PQ5A          59  11
QSO: 28412 PH 2015-10-25 2117 K3ZJ          59  5      LU7YZ         59  13
QSO: 28416 PH 2015-10-25 2118 K3ZJ          59  5      VE7SZ         59  03
QSO: 28418 PH 2015-10-25 2119 K3ZJ          59  5      LU1VM         59  13
QSO: 28435 PH 2015-10-25 2120 K3ZJ          59  5      NP2N          59  08
QSO: 28437 PH 2015-10-25 2121 K3ZJ          59  5      LU1HLH        59  13
QSO: 28441 PH 2015-10-25 2121 K3ZJ          59  5      3G6S          59  12
QSO: 28444 PH 2015-10-25 2122 K3ZJ          59  5      LU7YW         59  13
QSO: 28449 PH 2015-10-25 2123 K3ZJ          59  5      LU3CW         59  13
QSO: 28452 PH 2015-10-25 2124 K3ZJ          59  5      CA3LMO        59  12
QSO: 28471 PH 2015-10-25 2126 K3ZJ          59  5      ZP6DYA        59  11
QSO: 28481 PH 2015-10-25 2127 K3ZJ          59  5      KP2XX         59  08
QSO: 28512 PH 2015-10-25 2128 K3ZJ          59  5      PS2T          59  11
QSO: 28540 PH 2015-10-25 2131 K3ZJ          59  5      3G3O          59  12
QSO: 28498 PH 2015-10-25 2131 K3ZJ          59  5      ZF2AH         59  08
QSO: 28506 PH 2015-10-25 2133 K3ZJ          59  5      VA7BEC        59  03
QSO: 28509 PH 2015-10-25 2134 K3ZJ          59  5      PU5AGM        59  11
QSO: 28517 PH 2015-10-25 2134 K3ZJ          59  5      PY2ZR         59  11
QSO: 28523 PH 2015-10-25 2135 K3ZJ          59  5      CX6DRA        59  13
QSO: 28531 PH 2015-10-25 2136 K3ZJ          59  5      LU8YE         59  13
QSO: 28533 PH 2015-10-25 2137 K3ZJ          59  5      CB3F          59  12
QSO: 28548 PH 2015-10-25 2139 K3ZJ          59  5      HK1NA         59  09
QSO: 21203 PH 2015-10-25 2153 K3ZJ          59  5      PJ4X          59  09
QSO: 21215 PH 2015-10-25 2154 K3ZJ          59  5      PY1WS         59  11
QSO: 21225 PH 2015-10-25 2155 K3ZJ          59  5      PT2AC         59  11
QSO: 21227 PH 2015-10-25 2156 K3ZJ          59  5      T42US         59  08
QSO: 21233 PH 2015-10-25 2157 K3ZJ          59  5      9Y4W          59  09
QSO: 21236 PH 2015-10-25 2158 K3ZJ          59  5      LP1H          59  13
QSO: 21238 PH 2015-10-25 2159 K3ZJ          59  5      VP2V/N3DXX    59  08
QSO: 21250 PH 2015-10-25 2201 K3ZJ          59  5      PY1KR         59  11
QSO: 21256 PH 2015-10-25 2203 K3ZJ          59  5      PY2COY        59  11
QSO: 21263 PH 2015-10-25 2204 K3ZJ          59  5      VA7CRZ        59  03
QSO: 21269 PH 2015-10-25 2205 K3ZJ          59  5      WL7F          59  01
QSO: 21271 PH 2015-10-25 2206 K3ZJ          59  5      XR6T          59  12
QSO: 21281 PH 2015-10-25 2207 K3ZJ          59  5      KP4BD         59  08
QSO: 21283 PH 2015-10-25 2208 K3ZJ          59  5      YN5Z          59  07
QSO: 21286 PH 2015-10-25 2209 K3ZJ          59  5      OA4SS         59  10
QSO: 21299 PH 2015-10-25 2211 K3ZJ          59  5      VA7RR         59  03
QSO: 21303 PH 2015-10-25 2212 K3ZJ          59  5      PX5E          59  11
QSO: 21307 PH 2015-10-25 2212 K3ZJ          59  5      PY3PA         59  11
QSO: 21323 PH 2015-10-25 2214 K3ZJ          59  5      CO8DM         59  08
QSO: 21328 PH 2015-10-25 2215 K3ZJ          59  5      CV3D          59  13
QSO: 21332 PH 2015-10-25 2216 K3ZJ          59  5      PY1FI         59  11
QSO: 21349 PH 2015-10-25 2217 K3ZJ          59  5      YV1KK         59  09
QSO: 28322 PH 2015-10-25 2221 K3ZJ          59  5      PU2WDX        59  11
QSO: 28337 PH 2015-10-25 2223 K3ZJ          59  5      JR3RWB        59  25
QSO: 28337 PH 2015-10-25 2224 K3ZJ          59  5      JH7RTQ        59  25
QSO: 28337 PH 2015-10-25 2226 K3ZJ          59  5      JA3EQC        59  25
QSO: 28337 PH 2015-10-25 2226 K3ZJ          59  5      VE7XF         59  03
QSO: 28337 PH 2015-10-25 2226 K3ZJ          59  5      VE7CKZ        59  03
QSO: 28337 PH 2015-10-25 2226 K3ZJ          59  5      VE7URN        59  03
QSO: 28337 PH 2015-10-25 2227 K3ZJ          59  5      JH1DGQ        59  25
QSO: 28337 PH 2015-10-25 2227 K3ZJ          59  5      JJ1LBJ        59  25
QSO: 28337 PH 2015-10-25 2228 K3ZJ          59  5      W6HPH         59  03
QSO: 28337 PH 2015-10-25 2228 K3ZJ          59  5      JR5IAH        59  25
QSO: 28337 PH 2015-10-25 2229 K3ZJ          59  5      JG2TKH        59  25
QSO: 28337 PH 2015-10-25 2229 K3ZJ          59  5      JE1RXJ        59  25
QSO: 28337 PH 2015-10-25 2230 K3ZJ          59  5      JF1MQS        59  25
QSO: 28337 PH 2015-10-25 2231 K3ZJ          59  5      XE2DPC        59  06
QSO: 28337 PH 2015-10-25 2233 K3ZJ          59  5      ZL1WN         59  32
QSO: 28432 PH 2015-10-25 2239 K3ZJ          59  5      NH7A          59  31
QSO: 28457 PH 2015-10-25 2241 K3ZJ          59  5      V73D          59  31
QSO: 21288 PH 2015-10-25 2247 K3ZJ          59  5      XE2CQ         59  06
QSO: 21314 PH 2015-10-25 2248 K3ZJ          59  5      JA3NTE        59  25
QSO: 21340 PH 2015-10-25 2252 K3ZJ          59  5      YE2A          59  28
QSO: 21353 PH 2015-10-25 2253 K3ZJ          59  5      JE1FQV        59  25
QSO: 21391 PH 2015-10-25 2258 K3ZJ          59  5      B4T           59  24
QSO: 21397 PH 2015-10-25 2304 K3ZJ          59  5      DU7JAY        59  27
QSO: 28483 PH 2015-10-25 2307 K3ZJ          59  5      KH6/AA4V      59  31
QSO: 28325 PH 2015-10-25 2310 K3ZJ          59  5      VK5ZK         59  30
QSO: 28325 PH 2015-10-25 2311 K3ZJ          59  5      N7BLN         59  03
QSO: 28426 PH 2015-10-25 2314 K3ZJ          59  5      VK2AU         59  30
QSO: 28491 PH 2015-10-25 2317 K3ZJ          59  5      KH6J          59  31
QSO: 14185 PH 2015-10-25 2320 K3ZJ          59  5      YW4D          59  09
QSO: 14190 PH 2015-10-25 2321 K3ZJ          59  5      VE5KS         59  04
QSO: 14190 PH 2015-10-25 2321 K3ZJ          59  5      VE7URN        59  03
QSO: 14190 PH 2015-10-25 2322 K3ZJ          59  5      W6XB          59  03
QSO: 14190 PH 2015-10-25 2323 K3ZJ          59  5      VA7DXC        59  03
QSO: 14202 PH 2015-10-25 2327 K3ZJ          59  5      TI5M          59  07
QSO: 14207 PH 2015-10-25 2328 K3ZJ          59  5      L77D          59  13
QSO: 14212 PH 2015-10-25 2330 K3ZJ          59  5      TI2KAC        59  07
QSO: 14222 PH 2015-10-25 2333 K3ZJ          59  5      YS1YS         59  07
QSO: 14226 PH 2015-10-25 2334 K3ZJ          59  5      TI5/W3TB      59  07
QSO: 14228 PH 2015-10-25 2335 K3ZJ          59  5      ZP9MCE        59  11
QSO: 14237 PH 2015-10-25 2338 K3ZJ          59  5      ZY2A          59  11
QSO: 14243 PH 2015-10-25 2338 K3ZJ          59  5      KP2M          59  08
QSO: 14246 PH 2015-10-25 2340 K3ZJ          59  5      KP4CG         59  08
QSO: 14247 PH 2015-10-25 2342 K3ZJ          59  5      PY90IARU      59  11
QSO: 14279 PH 2015-10-25 2346 K3ZJ          59  5      CO2VE         59  08
QSO: 14284 PH 2015-10-25 2347 K3ZJ          59  5      HK3C          59  09
QSO: 14292 PH 2015-10-25 2349 K3ZJ          59  5      ZW5B          59  11
QSO: 14329 PH 2015-10-25 2352 K3ZJ          59  5      6Y9X          59  08
QSO: 14338 PH 2015-10-25 2353 K3ZJ          59  5      3G3PR         59  12
QSO: 14340 PH 2015-10-25 2354 K3ZJ          59  5      VE7SV         59  03
QSO: 14342 PH 2015-10-25 2355 K3ZJ          59  5      CB3W          59  12
QSO: 21424 PH 2015-10-25 2357 K3ZJ          59  5      JH1MDJ        59  25
QSO: 21256 PH 2015-10-25 2358 K3ZJ          59  5      JA8ECS        59  25
QSO: 21000 PH 2015-10-25 2359 K3ZJ          59  5      VE6FI         59  04
END-OF-LOG:
