START-OF-LOG: 3.0
CALLSIGN: DL6SFR
CONTEST: CQ-WW-RTTY
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-MODE: RTTY
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY: CLASSIC
CLAIMED-SCORE: 203280
NAME: Steffen
LOCATION: DX
OPERATORS: DL6SFR
CLUB: DL-DX RTTY CONTEST GROUP
CERTIFICATE: NO
CREATED-BY: MixW 2.19
SOAPBOX: Nice contest, had a lot of fun and a ATNO -)
QSO: 14078 RY 2016-09-25 1016 DL6SFR        599 14 DX  AN400I        599 14 DX
QSO: 14076 RY 2016-09-25 1016 DL6SFR        599 14 DX  YL5X          599 15 DX
QSO: 21106 RY 2016-09-25 1019 DL6SFR        599 14 DX  RG9A          599 17 DX
QSO: 21080 RY 2016-09-25 1031 DL6SFR        599 14 DX  A61DD         599 21 DX
QSO:  7048 RY 2016-09-25 1034 DL6SFR        599 14 DX  DB2BJT        599 14 DX
QSO:  7045 RY 2016-09-25 1035 DL6SFR        599 14 DX  PA4VHF        599 14 DX
QSO:  7041 RY 2016-09-25 1037 DL6SFR        599 14 DX  S51DX         599 15 DX
QSO:  7040 RY 2016-09-25 1038 DL6SFR        599 14 DX  IK8UND        599 15 DX
QSO:  7040 RY 2016-09-25 1039 DL6SFR        599 14 DX  IZ5ICH        599 15 DX
QSO:  7039 RY 2016-09-25 1039 DL6SFR        599 14 DX  PC2D          599 14 DX
QSO: 21122 RY 2016-09-25 1237 DL6SFR        599 14 DX  ZZ2T          599 11 DX
QSO: 21105 RY 2016-09-25 1245 DL6SFR        599 14 DX  SN7Q          599 15 DX
QSO: 21099 RY 2016-09-25 1249 DL6SFR        599 14 DX  CR3W          599 33 DX
QSO: 21093 RY 2016-09-25 1251 DL6SFR        599 14 DX  R9SN          599 16 DX
QSO: 21078 RY 2016-09-25 1305 DL6SFR        599 14 DX  CV5Q          599 13 DX
QSO: 21087 RY 2016-09-25 1311 DL6SFR        599 14 DX  HK6NVV        599 09 DX
QSO: 21124 RY 2016-09-25 1318 DL6SFR        599 14 DX  PY2NY         599 11 DX
QSO: 14142 RY 2016-09-25 1333 DL6SFR        599 14 DX  WJ2D          599 05 NC
QSO: 14141 RY 2016-09-25 1333 DL6SFR        599 14 DX  OG7A          599 15 DX
QSO: 14140 RY 2016-09-25 1335 DL6SFR        599 14 DX  VC3S          599 04 ON
QSO: 14136 RY 2016-09-25 1338 DL6SFR        599 14 DX  EI4KF         599 14 DX
QSO: 14133 RY 2016-09-25 1340 DL6SFR        599 14 DX  YO9HP         599 20 DX
QSO: 14129 RY 2016-09-25 1342 DL6SFR        599 14 DX  UC8U          599 18 DX
QSO: 14123 RY 2016-09-25 1345 DL6SFR        599 14 DX  EV1P          599 16 DX
QSO: 14119 RY 2016-09-25 1347 DL6SFR        599 14 DX  IT9XTP        599 15 DX
QSO: 14119 RY 2016-09-25 1348 DL6SFR        599 14 DX  OG2P          599 15 DX
QSO: 14119 RY 2016-09-25 1349 DL6SFR        599 14 DX  W3FV          599 05 PA
QSO: 14110 RY 2016-09-25 1353 DL6SFR        599 14 DX  LA7Q          599 14 DX
QSO: 14104 RY 2016-09-25 1357 DL6SFR        599 14 DX  UR7QM         599 16 DX
QSO: 14101 RY 2016-09-25 1359 DL6SFR        599 14 DX  MD/DL1RTL     599 14 DX
QSO: 14098 RY 2016-09-25 1401 DL6SFR        599 14 DX  GM0NBM        599 14 DX
QSO: 14093 RY 2016-09-25 1403 DL6SFR        599 14 DX  YL3GDM        599 15 DX
QSO: 14093 RY 2016-09-25 1405 DL6SFR        599 14 DX  JA6GCE        599 25 DX
QSO: 14093 RY 2016-09-25 1406 DL6SFR        599 14 DX  AN400V        599 14 DX
QSO: 14092 RY 2016-09-25 1407 DL6SFR        599 14 DX  W5MX          599 04 KY
QSO: 14092 RY 2016-09-25 1408 DL6SFR        599 14 DX  RU9AC         599 17 DX
QSO: 14092 RY 2016-09-25 1410 DL6SFR        599 14 DX  SV3FUP        599 20 DX
QSO: 14091 RY 2016-09-25 1410 DL6SFR        599 14 DX  AN400M        599 14 DX
QSO: 14091 RY 2016-09-25 1414 DL6SFR        599 14 DX  K3RA          599 05 MD
QSO: 14088 RY 2016-09-25 1415 DL6SFR        599 14 DX  GI7AXB        599 14 DX
QSO: 14087 RY 2016-09-25 1418 DL6SFR        599 14 DX  W1DX          599 05 CT
QSO: 14086 RY 2016-09-25 1419 DL6SFR        599 14 DX  SV2HXV        599 20 DX
QSO: 14084 RY 2016-09-25 1421 DL6SFR        599 14 DX  OH0JWL        599 15 DX
QSO: 14083 RY 2016-09-25 1423 DL6SFR        599 14 DX  OU2DX         599 14 DX
QSO: 14081 RY 2016-09-25 1425 DL6SFR        599 14 DX  EI8KF         599 14 DX
QSO: 14079 RY 2016-09-25 1429 DL6SFR        599 14 DX  EM0I          599 16 DX
QSO: 14078 RY 2016-09-25 1431 DL6SFR        599 14 DX  9A701A        599 15 DX
QSO: 14077 RY 2016-09-25 1431 DL6SFR        599 14 DX  CS5CRE        599 14 DX
QSO: 14076 RY 2016-09-25 1432 DL6SFR        599 14 DX  AN400N        599 14 DX
QSO: 14072 RY 2016-09-25 1433 DL6SFR        599 14 DX  RA6LIS        599 16 DX
QSO: 14139 RY 2016-09-25 1436 DL6SFR        599 14 DX  G3VGZ         599 14 DX
QSO: 14144 RY 2016-09-25 1438 DL6SFR        599 14 DX  NB3R          599 05 PA
QSO: 14143 RY 2016-09-25 1440 DL6SFR        599 14 DX  UT3RS         599 16 DX
QSO: 14139 RY 2016-09-25 1443 DL6SFR        599 14 DX  GM3W          599 14 DX
QSO: 14130 RY 2016-09-25 1450 DL6SFR        599 14 DX  EW7EW         599 16 DX
QSO: 14128 RY 2016-09-25 1451 DL6SFR        599 14 DX  IW7DBM        599 15 DX
QSO: 14126 RY 2016-09-25 1453 DL6SFR        599 14 DX  SV3QUP        599 20 DX
QSO: 14122 RY 2016-09-25 1754 DL6SFR        599 14 DX  K3LR          599 05 PA
QSO: 14123 RY 2016-09-25 1755 DL6SFR        599 14 DX  UC6A          599 16 DX
QSO: 14121 RY 2016-09-25 1756 DL6SFR        599 14 DX  AB3CV         599 05 MD
QSO: 14119 RY 2016-09-25 1758 DL6SFR        599 14 DX  W4TTY         599 05 VA
QSO: 14119 RY 2016-09-25 1758 DL6SFR        599 14 DX  EA4CRP        599 14 DX
QSO: 14115 RY 2016-09-25 1801 DL6SFR        599 14 DX  OK3RM         599 15 DX
QSO: 14114 RY 2016-09-25 1801 DL6SFR        599 14 DX  G5K           599 14 DX
QSO: 14111 RY 2016-09-25 1821 DL6SFR        599 14 DX  OM3RM         599 15 DX
QSO: 14111 RY 2016-09-25 1823 DL6SFR        599 14 DX  K1SFA         599 05 MA
QSO: 14109 RY 2016-09-25 1825 DL6SFR        599 14 DX  EI3JE         599 14 DX
QSO: 14108 RY 2016-09-25 1827 DL6SFR        599 14 DX  VE4VT         599 04 MB
QSO: 14105 RY 2016-09-25 1834 DL6SFR        599 14 DX  G3P           599 14 DX
QSO: 14104 RY 2016-09-25 1835 DL6SFR        599 14 DX  G0HDV         599 14 DX
QSO: 14093 RY 2016-09-25 1842 DL6SFR        599 14 DX  M9K           599 14 DX
QSO: 14092 RY 2016-09-25 1844 DL6SFR        599 14 DX  N7US          599 04 IL
QSO: 14085 RY 2016-09-25 1850 DL6SFR        599 14 DX  CT1EHK        599 14 DX
QSO: 14081 RY 2016-09-25 1853 DL6SFR        599 14 DX  PA3GDD        599 14 DX
QSO: 14080 RY 2016-09-25 1854 DL6SFR        599 14 DX  K9OM          599 04 WI
QSO: 14072 RY 2016-09-25 1856 DL6SFR        599 14 DX  N1API         599 05 CT
QSO: 14065 RY 2016-09-25 1858 DL6SFR        599 14 DX  WR0U          599 04 IA
QSO:  7071 RY 2016-09-25 1901 DL6SFR        599 14 DX  UT2UB         599 16 DX
QSO:  7072 RY 2016-09-25 1902 DL6SFR        599 14 DX  UT5ECZ        599 16 DX
QSO:  7070 RY 2016-09-25 1903 DL6SFR        599 14 DX  SK7K          599 14 DX
QSO:  7065 RY 2016-09-25 1907 DL6SFR        599 14 DX  RT2F          599 15 DX
QSO:  7058 RY 2016-09-25 1918 DL6SFR        599 14 DX  GM0FGI        599 14 DX
QSO:  7056 RY 2016-09-25 1919 DL6SFR        599 14 DX  SM5EPO        599 14 DX
QSO:  7056 RY 2016-09-25 1921 DL6SFR        599 14 DX  LX8RTTY       599 14 DX
QSO:  7050 RY 2016-09-25 1925 DL6SFR        599 14 DX  AN400M        599 14 DX
QSO:  7046 RY 2016-09-25 1929 DL6SFR        599 14 DX  HA1TNX        599 15 DX
QSO:  7045 RY 2016-09-25 1931 DL6SFR        599 14 DX  EU8A          599 16 DX
QSO:  7045 RY 2016-09-25 1932 DL6SFR        599 14 DX  EA5XC         599 14 DX
QSO:  7045 RY 2016-09-25 1933 DL6SFR        599 14 DX  G4DBW         599 14 DX
QSO:  7043 RY 2016-09-25 1934 DL6SFR        599 14 DX  ED2C          599 14 DX
QSO:  7039 RY 2016-09-25 1936 DL6SFR        599 14 DX  EU6AF         599 16 DX
QSO:  7039 RY 2016-09-25 1938 DL6SFR        599 14 DX  G3SNU         599 14 DX
QSO:  7032 RY 2016-09-25 1941 DL6SFR        599 14 DX  YC1UUU        599 28 DX
QSO:  7032 RY 2016-09-25 1942 DL6SFR        599 14 DX  F4DSK         599 14 DX
QSO:  3601 RY 2016-09-25 1948 DL6SFR        599 14 DX  DR5N          599 14 DX
QSO:  3600 RY 2016-09-25 1948 DL6SFR        599 14 DX  IQ3UD         599 15 DX
QSO:  3599 RY 2016-09-25 1949 DL6SFR        599 14 DX  MJ5Z          599 14 DX
QSO:  3599 RY 2016-09-25 1950 DL6SFR        599 14 DX  SK7C          599 14 DX
QSO:  3598 RY 2016-09-25 1951 DL6SFR        599 14 DX  HA3GO         599 15 DX
QSO:  3594 RY 2016-09-25 1955 DL6SFR        599 14 DX  G8X           599 14 DX
QSO:  3594 RY 2016-09-25 1956 DL6SFR        599 14 DX  UT0RM         599 16 DX
QSO:  3589 RY 2016-09-25 2005 DL6SFR        599 14 DX  OM3IAG        599 15 DX
QSO:  3589 RY 2016-09-25 2007 DL6SFR        599 14 DX  F5RD          599 14 DX
QSO:  3588 RY 2016-09-25 2008 DL6SFR        599 14 DX  HA3MY         599 15 DX
QSO:  3587 RY 2016-09-25 2010 DL6SFR        599 14 DX  LZ6K          599 20 DX
QSO:  3584 RY 2016-09-25 2014 DL6SFR        599 14 DX  SZ1A          599 20 DX
QSO:  3584 RY 2016-09-25 2015 DL6SFR        599 14 DX  DL8OH         599 14 DX
QSO:  3583 RY 2016-09-25 2017 DL6SFR        599 14 DX  IT9DSZ        599 15 DX
QSO:  3582 RY 2016-09-25 2021 DL6SFR        599 14 DX  M7W           599 14 DX
QSO:  3576 RY 2016-09-25 2036 DL6SFR        599 14 DX  S50A          599 15 DX
QSO:  3573 RY 2016-09-25 2038 DL6SFR        599 14 DX  3Z9M          599 15 DX
QSO:  7029 RY 2016-09-25 2102 DL6SFR        599 14 DX  RM3F          599 16 DX
QSO:  7031 RY 2016-09-25 2104 DL6SFR        599 14 DX  OH5TS         599 15 DX
QSO:  7040 RY 2016-09-25 2109 DL6SFR        599 14 DX  YO9HP         599 20 DX
QSO:  7042 RY 2016-09-25 2110 DL6SFR        599 14 DX  W4PK          599 05 VA
QSO:  7043 RY 2016-09-25 2112 DL6SFR        599 14 DX  UT8EL         599 16 DX
QSO:  7045 RY 2016-09-25 2113 DL6SFR        599 14 DX  UR8UZ         599 16 DX
QSO:  7048 RY 2016-09-25 2115 DL6SFR        599 14 DX  P3X           599 20 DX
QSO:  7053 RY 2016-09-25 2120 DL6SFR        599 14 DX  W1DX          599 05 MN
QSO:  7054 RY 2016-09-25 2122 DL6SFR        599 14 DX  RK2A          599 16 DX
QSO:  7057 RY 2016-09-25 2125 DL6SFR        599 14 DX  R2CA          599 16 DX
QSO:  7063 RY 2016-09-25 2129 DL6SFR        599 14 DX  EU8F          599 16 DX
QSO:  7064 RY 2016-09-25 2130 DL6SFR        599 14 DX  UR4CU         599 16 DX
QSO:  7077 RY 2016-09-25 2136 DL6SFR        599 14 DX  9A0Z          599 15 DX
QSO:  7078 RY 2016-09-25 2137 DL6SFR        599 14 DX  AA3B          599 05 PA
QSO: 14086 RY 2016-09-25 2142 DL6SFR        599 14 DX  HK1T          599 09 DX
QSO:  3603 RY 2016-09-25 2145 DL6SFR        599 14 DX  OU2DX         599 14 DX
QSO:  3602 RY 2016-09-25 2146 DL6SFR        599 14 DX  DH0GHU        599 14 DX
QSO:  3596 RY 2016-09-25 2148 DL6SFR        599 14 DX  LY6A          599 15 DX
QSO:  3587 RY 2016-09-25 2155 DL6SFR        599 14 DX  IZ0KBR        599 15 DX
QSO:  3583 RY 2016-09-25 2157 DL6SFR        599 14 DX  PI4COM        599 14 DX
QSO:  3582 RY 2016-09-25 2159 DL6SFR        599 14 DX  LX1ER         599 14 DX
QSO:  3581 RY 2016-09-25 2200 DL6SFR        599 14 DX  IQ1RY         599 15 DX
QSO:  3580 RY 2016-09-25 2201 DL6SFR        599 14 DX  G0ORC         599 14 DX
QSO:  3577 RY 2016-09-25 2203 DL6SFR        599 14 DX  DF8QB         599 14 DX
QSO:  3577 RY 2016-09-25 2203 DL6SFR        599 14 DX  UV5U          599 16 DX
QSO:  3575 RY 2016-09-25 2207 DL6SFR        599 14 DX  DH8AF         599 14 DX
QSO:  3570 RY 2016-09-25 2209 DL6SFR        599 14 DX  MD/DL7VEE     599 14 DX
QSO:  3569 RY 2016-09-25 2210 DL6SFR        599 14 DX  LZ9W          599 20 DX
QSO:  3568 RY 2016-09-25 2211 DL6SFR        599 14 DX  OG2P          599 15 DX
END-OF-LOG:
