START-OF-LOG: 3.0
CALLSIGN: YO8BDW
CONTEST: CQ-WW-CW
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: QRP
CATEGORY-MODE: CW
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY:
CLAIMED-SCORE: 80784
NAME: CRASI MILAN
LOCATION: DX
OPERATORS: YO8BDW
CLUB: CSTA SUCEAVA
CERTIFICATE: YES
CREATED-BY: N1MM Logger+ 1.0.6903.0
SOAPBOX: FT817 Antenna: Delta loop 40m , Inverted Vee 80m
QSO: 14000 CW 2017-11-26 1308 YO8BDW        599 20     MM2T          599 14
QSO: 14000 CW 2017-11-26 1310 YO8BDW        599 20     F6ENO         599 14
QSO: 14000 CW 2017-11-26 1316 YO8BDW        599 20     OR5T          599 14
QSO: 14000 CW 2017-11-26 1318 YO8BDW        599 20     G5O           599 14
QSO: 14000 CW 2017-11-26 1321 YO8BDW        599 20     OP4K          599 14
QSO: 14000 CW 2017-11-26 1327 YO8BDW        599 20     EI6JK         599 14
QSO: 14000 CW 2017-11-26 1333 YO8BDW        599 20     A44A          599 21
QSO: 14000 CW 2017-11-26 1338 YO8BDW        599 20     DL2CC         599 14
QSO: 14000 CW 2017-11-26 1345 YO8BDW        599 20     LN8W          599 14
QSO: 14000 CW 2017-11-26 1348 YO8BDW        599 20     HS0ZIA        599 26
QSO: 14000 CW 2017-11-26 1357 YO8BDW        599 20     SW0AA         599 20
QSO: 14000 CW 2017-11-26 1359 YO8BDW        599 20     EF8R          599 33
QSO: 14000 CW 2017-11-26 1407 YO8BDW        599 20     PA0VAJ        599 14
QSO: 14000 CW 2017-11-26 1418 YO8BDW        599 20     HB9IIY        599 14
QSO:  7000 CW 2017-11-26 1425 YO8BDW        599 20     LY5W          599 15
QSO:  7000 CW 2017-11-26 1426 YO8BDW        599 20     YU1RA         599 15
QSO:  7000 CW 2017-11-26 1432 YO8BDW        599 20     SX2T          599 20
QSO:  7000 CW 2017-11-26 1435 YO8BDW        599 20     LZ5R          599 20
QSO:  7000 CW 2017-11-26 1438 YO8BDW        599 20     OK2EA         599 15
QSO:  7000 CW 2017-11-26 1441 YO8BDW        599 20     SQ9C          599 15
QSO:  7000 CW 2017-11-26 1443 YO8BDW        599 20     DL5GAC        599 14
QSO:  7000 CW 2017-11-26 1445 YO8BDW        599 20     OM5DX         599 15
QSO:  7000 CW 2017-11-26 1454 YO8BDW        599 20     DR4A          599 14
QSO:  7000 CW 2017-11-26 1457 YO8BDW        599 20     PA2A          599 14
QSO:  7000 CW 2017-11-26 1508 YO8BDW        599 20     DK0MM         599 14
QSO:  7000 CW 2017-11-26 1511 YO8BDW        599 20     DL0GL         599 14
QSO:  7000 CW 2017-11-26 1515 YO8BDW        599 20     IK3DVY        599 15
QSO:  7000 CW 2017-11-26 1528 YO8BDW        599 20     EA3DU         599 14
QSO:  7000 CW 2017-11-26 1534 YO8BDW        599 20     JH4UYB        599 25
QSO:  7000 CW 2017-11-26 1538 YO8BDW        599 20     LY2W          599 15
QSO:  7000 CW 2017-11-26 1543 YO8BDW        599 20     4Z5LY         599 20
QSO:  7000 CW 2017-11-26 1551 YO8BDW        599 20     DD2ML         599 14
QSO:  7000 CW 2017-11-26 1553 YO8BDW        599 20     PA5KT         599 14
QSO:  7000 CW 2017-11-26 1558 YO8BDW        599 20     LX4A          599 14
QSO:  7000 CW 2017-11-26 1600 YO8BDW        599 20     M6W           599 14
QSO:  7000 CW 2017-11-26 1609 YO8BDW        599 20     RN4W          599 16
QSO:  7000 CW 2017-11-26 1614 YO8BDW        599 20     ON4LDP        599 14
QSO:  7000 CW 2017-11-26 1622 YO8BDW        599 20     RT1M          599 16
QSO:  7000 CW 2017-11-26 1630 YO8BDW        599 20     OF1F          599 15
QSO:  7000 CW 2017-11-26 1637 YO8BDW        599 20     RU9UP         599 18
QSO:  7000 CW 2017-11-26 1638 YO8BDW        599 20     OK2D          599 15
QSO:  7000 CW 2017-11-26 1639 YO8BDW        599 20     OZ7BQ         599 14
QSO:  7000 CW 2017-11-26 1644 YO8BDW        599 20     UA6GF         599 16
QSO:  7000 CW 2017-11-26 1648 YO8BDW        599 20     UY5ZZ         599 16
QSO:  7000 CW 2017-11-26 1653 YO8BDW        599 20     EA7RM         599 14
QSO:  7000 CW 2017-11-26 1654 YO8BDW        599 20     OH0R          599 15
QSO:  7000 CW 2017-11-26 1656 YO8BDW        599 20     R3DCX         599 16
QSO:  7000 CW 2017-11-26 1728 YO8BDW        599 20     PA1T          599 14
QSO:  7000 CW 2017-11-26 1730 YO8BDW        599 20     OE3DXA        599 15
QSO:  7000 CW 2017-11-26 1733 YO8BDW        599 20     UZ2I          599 16
QSO:  7000 CW 2017-11-26 1739 YO8BDW        599 20     UA7KA         599 16
QSO:  7000 CW 2017-11-26 1741 YO8BDW        599 20     UT7FO         599 16
QSO:  7000 CW 2017-11-26 1746 YO8BDW        599 20     JR4OZR        599 25
QSO:  7000 CW 2017-11-26 1752 YO8BDW        599 20     TM5N          599 14
QSO:  7000 CW 2017-11-26 1757 YO8BDW        599 20     RX7K          599 16
QSO:  7000 CW 2017-11-26 1800 YO8BDW        599 20     GM5X          599 14
QSO:  7000 CW 2017-11-26 1804 YO8BDW        599 20     GM2V          599 14
QSO:  7000 CW 2017-11-26 1815 YO8BDW        599 20     LZ4T          599 20
QSO:  3500 CW 2017-11-26 1829 YO8BDW        599 20     YL3CW         599 15
QSO:  3500 CW 2017-11-26 1834 YO8BDW        599 20     DD1A          599 14
QSO:  3500 CW 2017-11-26 1838 YO8BDW        599 20     S58D          599 15
QSO:  3500 CW 2017-11-26 1847 YO8BDW        599 20     OL1C          599 15
QSO:  3500 CW 2017-11-26 1851 YO8BDW        599 20     DR8A          599 14
QSO:  3500 CW 2017-11-26 1852 YO8BDW        599 20     OK5M          599 15
QSO:  3500 CW 2017-11-26 1854 YO8BDW        599 20     YT5C          599 15
QSO:  3500 CW 2017-11-26 1858 YO8BDW        599 20     HG6O          599 15
QSO:  3500 CW 2017-11-26 1900 YO8BDW        599 20     9A1AA         599 15
QSO:  3500 CW 2017-11-26 1905 YO8BDW        599 20     OM7M          599 15
QSO:  3500 CW 2017-11-26 1907 YO8BDW        599 20     UN4L          599 17
QSO:  3500 CW 2017-11-26 1909 YO8BDW        599 20     SO4M          599 15
QSO:  3500 CW 2017-11-26 1911 YO8BDW        599 20     DF0HQ         599 14
QSO:  3500 CW 2017-11-26 1914 YO8BDW        599 20     SN8B          599 15
QSO:  3500 CW 2017-11-26 1916 YO8BDW        599 20     9A1A          599 15
QSO:  3500 CW 2017-11-26 1917 YO8BDW        599 20     SN7Q          599 15
QSO:  3500 CW 2017-11-26 1919 YO8BDW        599 20     OK5W          599 15
QSO:  3500 CW 2017-11-26 1924 YO8BDW        599 20     OL9Z          599 15
QSO:  3500 CW 2017-11-26 1926 YO8BDW        599 20     SP4JCQ        599 15
QSO:  3500 CW 2017-11-26 1928 YO8BDW        599 20     HB9CZF        599 14
QSO:  3500 CW 2017-11-26 1929 YO8BDW        599 20     OM5WW         599 15
QSO:  3500 CW 2017-11-26 1930 YO8BDW        599 20     LZ9W          599 20
QSO:  3500 CW 2017-11-26 1931 YO8BDW        599 20     HG0R          599 15
QSO:  3500 CW 2017-11-26 1933 YO8BDW        599 20     EU1U          599 16
QSO:  3500 CW 2017-11-26 1935 YO8BDW        599 20     OK7FL         599 15
QSO:  3500 CW 2017-11-26 1938 YO8BDW        599 20     SP4AWE        599 15
QSO:  3500 CW 2017-11-26 1941 YO8BDW        599 20     RA0LQ/MM      599 20
QSO:  3500 CW 2017-11-26 1942 YO8BDW        599 20     S56M          599 15
QSO:  3500 CW 2017-11-26 1946 YO8BDW        599 20     UP2WA         599 17
QSO:  3500 CW 2017-11-26 1950 YO8BDW        599 20     OE/DJ6OI      599 15
END-OF-LOG:
