START-OF-LOG: 3.0
CALLSIGN: GM0OBX
CONTEST: CQ-WW-CW
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-MODE: CW
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY:
CLAIMED-SCORE: 118503
NAME: W D McFarland
LOCATION: DX
OPERATORS: GM0OBX
CLUB: STIRLING DISTRICT AMATEUR RADIO SOCIETY
CERTIFICATE: NO
CREATED-BY: Win-Test 4.25.0
SOAPBOX: JUST PLAYING AT IT. GET THE CW SPEED UP )
QSO: 21001 CW 2017-11-26 1314 GM0OBX        599 14     K3LR          599 05     0
QSO: 21006 CW 2017-11-26 1315 GM0OBX        599 14     W4RM          599 05     0
QSO: 21007 CW 2017-11-26 1317 GM0OBX        599 14     9H6A          599 15     0
QSO: 21044 CW 2017-11-26 1319 GM0OBX        599 14     TI7W          599 07     0
QSO: 21046 CW 2017-11-26 1323 GM0OBX        599 14     CT9/R7KW      599 33     0
QSO: 21005 CW 2017-11-26 1325 GM0OBX        599 14     VP5M          599 08     0
QSO: 21015 CW 2017-11-26 1327 GM0OBX        599 14     VE3EJ         599 04     0
QSO: 21072 CW 2017-11-26 1328 GM0OBX        599 14     W4CB          599 05     0
QSO: 21053 CW 2017-11-26 1329 GM0OBX        599 14     IT9RBW        599 15     0
QSO: 21067 CW 2017-11-26 1330 GM0OBX        599 14     ZF2MJ         599 08     0
QSO: 21037 CW 2017-11-26 1335 GM0OBX        599 14     3B9HA         599 39     0
QSO: 14001 CW 2017-11-26 1359 GM0OBX        599 14     YT4W          599 15     0
QSO: 14025 CW 2017-11-26 1401 GM0OBX        599 14     YE1K          599 28     0
QSO: 14034 CW 2017-11-26 1402 GM0OBX        599 14     4U1GSC        599 15     0
QSO: 14038 CW 2017-11-26 1402 GM0OBX        599 14     ZA1WW         599 15     0
QSO: 14049 CW 2017-11-26 1405 GM0OBX        599 14     HS0ZAR        599 26     0
QSO: 14054 CW 2017-11-26 1406 GM0OBX        599 14     ES3V          599 15     0
QSO: 14040 CW 2017-11-26 1407 GM0OBX        599 14     CR3W          599 33     0
QSO: 14036 CW 2017-11-26 1407 GM0OBX        599 14     ER4A          599 16     0
QSO: 14041 CW 2017-11-26 1408 GM0OBX        599 14     LY4A          599 15     0
QSO: 14010 CW 2017-11-26 1410 GM0OBX        599 14     SO4M          599 15     0
QSO: 14018 CW 2017-11-26 1411 GM0OBX        599 14     S57AW         599 15     0
QSO: 14025 CW 2017-11-26 1411 GM0OBX        599 14     S50R          599 15     0
QSO: 14031 CW 2017-11-26 1412 GM0OBX        599 14     9A4A          599 15     0
QSO: 14035 CW 2017-11-26 1412 GM0OBX        599 14     9A7A          599 15     0
QSO: 14084 CW 2017-11-26 1413 GM0OBX        599 14     IR6T          599 15     0
QSO: 14025 CW 2017-11-26 1415 GM0OBX        599 14     IR4X          599 15     0
QSO: 14050 CW 2017-11-26 1415 GM0OBX        599 14     OF8L          599 15     0
QSO: 14079 CW 2017-11-26 1420 GM0OBX        599 14     YU3EEA        599 15     0
QSO: 14002 CW 2017-11-26 1424 GM0OBX        599 14     W0EWD         599 05     0
QSO:  7037 CW 2017-11-26 1428 GM0OBX        599 14     SN2M          599 15     0
QSO:  7002 CW 2017-11-26 1430 GM0OBX        599 14     OF5Z          599 15     0
QSO:  7003 CW 2017-11-26 1441 GM0OBX        599 14     R9PA          599 18     0
END-OF-LOG:
