START-OF-LOG: 3.0
CONTEST: CQ-WW-SSB
CALLSIGN: HC2GRC
LOCATION: DX
CATEGORY-OPERATOR: MULTI-OP
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-MODE: SSB
CATEGORY-TRANSMITTER: UNLIMITED
CATEGORY-STATION: FIXED
CATEGORY-OVERLAY:
GRID-LOCATOR: FI07BS
CLAIMED-SCORE: 1421880
NAME: GRC
OPERATORS: HC2AO HC2DR HC2IC HC2TKV HC2TPR HC2TMW HC2TVK HC2TRL
CREATED-BY: N1MM Logger+ 1.0.9319.0
SOAPBOX: We were Low Power on all bands this time.73
QSO: 21000 PH 2021-10-30 2321 HC2GRC 59   10 NW5Q   59   04 
QSO: 21000 PH 2021-10-30 2322 HC2GRC 59   10 JQ2GYU 59   25 
QSO: 21000 PH 2021-10-30 2323 HC2GRC 59   10 WA0WWW 59   03 
QSO: 21000 PH 2021-10-30 2323 HC2GRC 59   10 N6TV   59   03 
QSO: 21000 PH 2021-10-30 2323 HC2GRC 59   10 K7STU  59   03 
QSO: 21000 PH 2021-10-30 2325 HC2GRC 59   10 AK8E   59   03 
QSO: 21000 PH 2021-10-30 2325 HC2GRC 59   10 NE5B   59   04 
QSO: 21000 PH 2021-10-30 2326 HC2GRC 59   10 N7IR   59   03 
QSO: 21000 PH 2021-10-30 2328 HC2GRC 59   10 JE3EDJ 59   25 
QSO: 21000 PH 2021-10-30 2330 HC2GRC 59   10 W0IY   59   04 
QSO: 21000 PH 2021-10-30 2330 HC2GRC 59   10 W7OM   59   03 
QSO: 21000 PH 2021-10-30 2332 HC2GRC 59   10 AK6Y   59   03 
QSO: 21000 PH 2021-10-30 2332 HC2GRC 59   10 K7TD   59   04 
QSO: 21000 PH 2021-10-30 2332 HC2GRC 59   10 NI0K   59   04 
QSO: 21000 PH 2021-10-30 2333 HC2GRC 59   10 JE1FQV 59   25 
QSO: 21000 PH 2021-10-30 2333 HC2GRC 59   10 TI2WMP 59   07 
QSO: 21000 PH 2021-10-30 2334 HC2GRC 59   10 NN6P   59   03 
QSO: 21000 PH 2021-10-30 2335 HC2GRC 59   10 JH0AHI 59   25 
QSO: 21000 PH 2021-10-30 2336 HC2GRC 59   10 K0DPT  59   04 
QSO: 21000 PH 2021-10-30 2337 HC2GRC 59   10 WE6EZ  59   04 
QSO: 21000 PH 2021-10-30 2337 HC2GRC 59   10 JR5XPG 59   25 
QSO: 21000 PH 2021-10-30 2339 HC2GRC 59   10 W7XQ   59   03 
QSO: 21000 PH 2021-10-30 2340 HC2GRC 59   10 JA1WWO 59   25 
QSO: 21000 PH 2021-10-30 2342 HC2GRC 59   10 JR7DXE 59   25 
QSO: 21000 PH 2021-10-30 2343 HC2GRC 59   10 JE1VOL 59   25 
QSO: 21000 PH 2021-10-30 2344 HC2GRC 59   10 JI2HVT 59   25 
QSO: 21000 PH 2021-10-30 2344 HC2GRC 59   10 JR6EZE 59   25 
QSO: 21000 PH 2021-10-30 2345 HC2GRC 59   10 JH3CUL 59   25 
QSO: 21000 PH 2021-10-31 0023 HC2GRC 59   10 JK8VPQ 59   25 
QSO: 21000 PH 2021-10-31 0024 HC2GRC 59   10 JG2RFJ 59   25 
QSO: 21000 PH 2021-10-31 0024 HC2GRC 59   10 JK4KSD 59   25 
QSO: 21000 PH 2021-10-31 0024 HC2GRC 59   10 AG7EM  59   03 
QSO: 21000 PH 2021-10-31 0026 HC2GRC 59   10 N6HI   59   03 
QSO: 21000 PH 2021-10-31 0026 HC2GRC 59   10 NI6Q   59   03 
QSO: 14000 PH 2021-10-31 0029 HC2GRC 59   10 N0TEK  59   04 
QSO: 14000 PH 2021-10-31 0029 HC2GRC 59   10 W7PV   59   03 
QSO: 14000 PH 2021-10-31 0030 HC2GRC 59   10 KS4XU  59   05 
QSO: 14000 PH 2021-10-31 0030 HC2GRC 59   10 AD0H   59   04 
QSO: 14000 PH 2021-10-31 0031 HC2GRC 59   10 AF5MN  59   04 
QSO: 14000 PH 2021-10-31 0032 HC2GRC 59   10 W6JLV  59   03 
QSO: 14000 PH 2021-10-31 0033 HC2GRC 59   10 K9MWM  59   04 
QSO: 14000 PH 2021-10-31 0033 HC2GRC 59   10 W7PEB  59   03 
QSO: 14000 PH 2021-10-31 0034 HC2GRC 59   10 WA7BNM 59   03 
QSO: 14000 PH 2021-10-31 0034 HC2GRC 59   10 N0KQ   59   04 
QSO: 14000 PH 2021-10-31 0035 HC2GRC 59   10 NO6M   59   03 
QSO: 14000 PH 2021-10-31 0036 HC2GRC 59   10 WA7AN  59   03 
QSO: 14000 PH 2021-10-31 0036 HC2GRC 59   10 KF5RUW 59   04 
QSO: 14000 PH 2021-10-31 0036 HC2GRC 59   10 W9YKR  59   04 
QSO: 14000 PH 2021-10-31 0036 HC2GRC 59   10 JG1HQA 59   25 
QSO: 14000 PH 2021-10-31 0038 HC2GRC 59   10 JH1GHY 59   25 
QSO: 14000 PH 2021-10-31 0039 HC2GRC 59   10 KE5GL  59   04 
QSO: 14000 PH 2021-10-31 0039 HC2GRC 59   10 K6FED  59   03 
QSO: 14000 PH 2021-10-31 0039 HC2GRC 59   10 NW5Q   59   04 
QSO: 14000 PH 2021-10-31 0040 HC2GRC 59   10 N7SE   59   04 
QSO: 14000 PH 2021-10-31 0040 HC2GRC 59   10 WA7NE  59   03 
QSO: 14000 PH 2021-10-31 0040 HC2GRC 59   10 WF3H   59   05 
QSO: 14000 PH 2021-10-31 0041 HC2GRC 59   10 KD6U   59   03 
QSO: 14000 PH 2021-10-31 0041 HC2GRC 59   10 N6JW   59   03 
QSO: 14000 PH 2021-10-31 0041 HC2GRC 59   10 K0MD   59   04 
QSO: 14000 PH 2021-10-31 0041 HC2GRC 59   10 JH1NBN 59   25 
QSO: 14000 PH 2021-10-31 0041 HC2GRC 59   10 WX1S   59   05 
QSO: 14000 PH 2021-10-31 0042 HC2GRC 59   10 VE6TN  59   04 
QSO: 14000 PH 2021-10-31 0042 HC2GRC 59   10 K7STO  59   03 
QSO: 14000 PH 2021-10-31 0042 HC2GRC 59   10 YS1YS  59   07 
QSO: 14000 PH 2021-10-31 0042 HC2GRC 59   10 K1TTT  59   05 
QSO: 14000 PH 2021-10-31 0042 HC2GRC 59   10 JH1OLB 59   25 
QSO: 14000 PH 2021-10-31 0043 HC2GRC 59   10 W7XQ   59   03 
QSO: 14000 PH 2021-10-31 0043 HC2GRC 59   10 KK6P   59   03 
QSO: 14000 PH 2021-10-31 0044 HC2GRC 59   10 W1DGL  59   03 
QSO: 14000 PH 2021-10-31 0044 HC2GRC 59   10 NK8N   59   04 
QSO: 14000 PH 2021-10-31 0044 HC2GRC 59   10 KV0I   59   04 
QSO: 14000 PH 2021-10-31 0044 HC2GRC 59   10 JM1XCM 59   25 
QSO: 14000 PH 2021-10-31 0044 HC2GRC 59   10 N1PGA  59   05 
QSO: 14000 PH 2021-10-31 0045 HC2GRC 59   10 K5GN   59   04 
QSO: 14000 PH 2021-10-31 0045 HC2GRC 59   10 KK7PW  59   03 
QSO: 14000 PH 2021-10-31 0045 HC2GRC 59   10 KD7VIK 59   03 
QSO: 14000 PH 2021-10-31 0045 HC2GRC 59   10 W1AW   59   05 
QSO: 14000 PH 2021-10-31 0045 HC2GRC 59   10 W6DR   59   03 
QSO: 14000 PH 2021-10-31 0046 HC2GRC 59   10 JH2BUF 59   25 
QSO: 14000 PH 2021-10-31 0046 HC2GRC 59   10 AD3C   59   05 
QSO: 14000 PH 2021-10-31 0046 HC2GRC 59   10 WA0WWW 59   03 
QSO: 14000 PH 2021-10-31 0046 HC2GRC 59   10 N9OK   59   04 
QSO: 14000 PH 2021-10-31 0047 HC2GRC 59   10 AE6C   59   03 
QSO: 14000 PH 2021-10-31 0047 HC2GRC 59   10 W5BHT  59   04 
QSO: 14000 PH 2021-10-31 0047 HC2GRC 59   10 K0SBV  59   04 
QSO: 14000 PH 2021-10-31 0047 HC2GRC 59   10 K6ELE  59   03 
QSO: 14000 PH 2021-10-31 0048 HC2GRC 59   10 WS9X   59   04 
QSO: 14000 PH 2021-10-31 0048 HC2GRC 59   10 N0UR   59   04 
QSO: 14000 PH 2021-10-31 0048 HC2GRC 59   10 RA0LQ/MM 59   08 
QSO: 14000 PH 2021-10-31 0048 HC2GRC 59   10 XE2B   59   06 
QSO: 14000 PH 2021-10-31 0049 HC2GRC 59   10 KK7GO  59   03 
QSO: 14000 PH 2021-10-31 0049 HC2GRC 59   10 W1UK   59   05 
QSO: 14000 PH 2021-10-31 0049 HC2GRC 59   10 W9MS   59   04 
QSO: 14000 PH 2021-10-31 0049 HC2GRC 59   10 WA1T   59   05 
QSO: 14000 PH 2021-10-31 0049 HC2GRC 59   10 WA7TV  59   03 
QSO: 14000 PH 2021-10-31 0049 HC2GRC 59   10 VE5CPU 59   04 
QSO: 14000 PH 2021-10-31 0050 HC2GRC 59   10 W0PR   59   04 
QSO: 14000 PH 2021-10-31 0050 HC2GRC 59   10 K6JU   59   03 
QSO: 14000 PH 2021-10-31 0050 HC2GRC 59   10 N0HKA  59   04 
QSO: 14000 PH 2021-10-31 0050 HC2GRC 59   10 N2TK   59   05 
QSO: 14000 PH 2021-10-31 0050 HC2GRC 59   10 W9NZ   59   04 
QSO: 14000 PH 2021-10-31 0051 HC2GRC 59   10 AG7KU  59   03 
QSO: 14000 PH 2021-10-31 0051 HC2GRC 59   10 JK1NJH 59   25 
QSO: 14000 PH 2021-10-31 0051 HC2GRC 59   10 JR1LFT 59   25 
QSO: 14000 PH 2021-10-31 0051 HC2GRC 59   10 VE3NE  59   04 
QSO: 14000 PH 2021-10-31 0052 HC2GRC 59   10 K2CBI  59   05 
QSO: 14000 PH 2021-10-31 0052 HC2GRC 59   10 VE6RK  59   04 
QSO: 14000 PH 2021-10-31 0052 HC2GRC 59   10 K9IMM  59   04 
QSO: 14000 PH 2021-10-31 0052 HC2GRC 59   10 N4TZ   59   04 
QSO: 14000 PH 2021-10-31 0052 HC2GRC 59   10 K0MGA  59   04 
QSO: 14000 PH 2021-10-31 0053 HC2GRC 59   10 K2CJ   59   05 
QSO: 14000 PH 2021-10-31 0053 HC2GRC 59   10 WA2UBK 59   05 
QSO: 14000 PH 2021-10-31 0053 HC2GRC 59   10 K2XR   59   05 
QSO: 14000 PH 2021-10-31 0053 HC2GRC 59   10 K0RK   59   05 
QSO: 14000 PH 2021-10-31 0053 HC2GRC 59   10 NA2U   59   03 
QSO: 14000 PH 2021-10-31 0053 HC2GRC 59   10 AK5B   59   04 
QSO: 14000 PH 2021-10-31 0054 HC2GRC 59   10 K8LX   59   04 
QSO: 14000 PH 2021-10-31 0054 HC2GRC 59   10 K8AZ   59   04 
QSO: 14000 PH 2021-10-31 0054 HC2GRC 59   10 NX8T   59   04 
QSO: 14000 PH 2021-10-31 0054 HC2GRC 59   10 K6NO   59   03 
QSO: 14000 PH 2021-10-31 0054 HC2GRC 59   10 W3UM   59   05 
QSO: 14000 PH 2021-10-31 0054 HC2GRC 59   10 AA4VT  59   05 
QSO: 14000 PH 2021-10-31 0054 HC2GRC 59   10 W1SRD  59   03 
QSO: 14000 PH 2021-10-31 0055 HC2GRC 59   10 WA7VTD 59   04 
QSO: 14000 PH 2021-10-31 0055 HC2GRC 59   10 N4PCC  59   05 
QSO: 14000 PH 2021-10-31 0056 HC2GRC 59   10 JA6BZI 59   25 
QSO: 14000 PH 2021-10-31 0056 HC2GRC 59   10 N9CHN  59   04 
QSO: 14000 PH 2021-10-31 0056 HC2GRC 59   10 KX2T   59   05 
QSO: 14000 PH 2021-10-31 0056 HC2GRC 59   10 K3EST  59   03 
QSO: 14000 PH 2021-10-31 0057 HC2GRC 59   10 W5GN   59   04 
QSO: 14000 PH 2021-10-31 0057 HC2GRC 59   10 W7UDG  59   03 
QSO: 14000 PH 2021-10-31 0057 HC2GRC 59   10 WA0KNP 59   04 
QSO: 14000 PH 2021-10-31 0058 HC2GRC 59   10 K7VAP  59   03 
QSO: 14000 PH 2021-10-31 0058 HC2GRC 59   10 N7TU   59   03 
QSO: 14000 PH 2021-10-31 0058 HC2GRC 59   10 W1KRS  59   05 
QSO: 14000 PH 2021-10-31 0058 HC2GRC 59   10 KG6AO  59   03 
QSO: 14000 PH 2021-10-31 0058 HC2GRC 59   10 TG200I 59   07 
QSO: 14000 PH 2021-10-31 0059 HC2GRC 59   10 NW6P   59   03 
QSO: 14000 PH 2021-10-31 0059 HC2GRC 59   10 K9OM   59   04 
QSO: 14000 PH 2021-10-31 0059 HC2GRC 59   10 AE1P   59   05 
QSO: 14000 PH 2021-10-31 0059 HC2GRC 59   10 N9CK   59   04 
QSO: 14000 PH 2021-10-31 0100 HC2GRC 59   10 RM1Q   59   16 
QSO: 14000 PH 2021-10-31 0100 HC2GRC 59   10 NI0K   59   04 
QSO: 14000 PH 2021-10-31 0100 HC2GRC 59   10 W5AJ   59   04 
QSO: 14000 PH 2021-10-31 0100 HC2GRC 59   10 K7VOA  59   03 
QSO: 14000 PH 2021-10-31 0100 HC2GRC 59   10 AC9S   59   04 
QSO: 14000 PH 2021-10-31 0101 HC2GRC 59   10 N7DX   59   03 
QSO: 14000 PH 2021-10-31 0101 HC2GRC 59   10 XE1RE  59   06 
QSO: 14000 PH 2021-10-31 0101 HC2GRC 59   10 VE3WPZ 59   04 
QSO: 14000 PH 2021-10-31 0102 HC2GRC 59   10 K7CW   59   03 
QSO: 14000 PH 2021-10-31 0102 HC2GRC 59   10 W1CAM  59   04 
QSO: 14000 PH 2021-10-31 0102 HC2GRC 59   10 W1YK   59   05 
QSO: 14000 PH 2021-10-31 0102 HC2GRC 59   10 K6MM   59   03 
QSO: 14000 PH 2021-10-31 0102 HC2GRC 59   10 KI6L   59   03 
QSO: 14000 PH 2021-10-31 0102 HC2GRC 59   10 KM6Z   59   04 
QSO: 14000 PH 2021-10-31 0103 HC2GRC 59   10 WO2T   59   05 
QSO: 14000 PH 2021-10-31 0103 HC2GRC 59   10 K7QXE  59   03 
QSO: 14000 PH 2021-10-31 0103 HC2GRC 59   10 KF9R   59   04 
QSO: 14000 PH 2021-10-31 0103 HC2GRC 59   10 K2NV   59   05 
QSO: 14000 PH 2021-10-31 0104 HC2GRC 59   10 TF2MSN 59   40 
QSO: 14000 PH 2021-10-31 0104 HC2GRC 59   10 K8PK   59   04 
QSO: 14000 PH 2021-10-31 0105 HC2GRC 59   10 W6YI   59   03 
QSO: 14000 PH 2021-10-31 0105 HC2GRC 59   10 K6NR   59   03 
QSO: 14000 PH 2021-10-31 0105 HC2GRC 59   10 KI6LQE 59   03 
QSO: 14000 PH 2021-10-31 0106 HC2GRC 59   10 NE7TS  59   03 
QSO: 14000 PH 2021-10-31 0106 HC2GRC 59   10 JH0EPK 59   25 
QSO: 14000 PH 2021-10-31 0107 HC2GRC 59   10 W3ZGD  59   05 
QSO: 14000 PH 2021-10-31 0107 HC2GRC 59   10 JH1CCN 59   25 
QSO: 14000 PH 2021-10-31 0107 HC2GRC 59   10 JJ2CJB 59   25 
QSO: 14000 PH 2021-10-31 0107 HC2GRC 59   10 W6YX   59   03 
QSO: 14000 PH 2021-10-31 0107 HC2GRC 59   10 W9AVM  59   04 
QSO: 14000 PH 2021-10-31 0108 HC2GRC 59   10 WA0SHK 59   04 
QSO: 14000 PH 2021-10-31 0108 HC2GRC 59   10 K0EA   59   04 
QSO: 14000 PH 2021-10-31 0108 HC2GRC 59   10 N9LYE  59   04 
QSO: 14000 PH 2021-10-31 0108 HC2GRC 59   10 KA1IOR 59   05 
QSO: 14000 PH 2021-10-31 0108 HC2GRC 59   10 JE1RZR 59   25 
QSO: 14000 PH 2021-10-31 0109 HC2GRC 59   10 JH0EPI 59   25 
QSO: 14000 PH 2021-10-31 0109 HC2GRC 59   10 K6ZI   59   03 
QSO: 14000 PH 2021-10-31 0109 HC2GRC 59   10 AA0RS  59   04 
QSO: 14000 PH 2021-10-31 0109 HC2GRC 59   10 WX3B   59   05 
QSO: 14000 PH 2021-10-31 0110 HC2GRC 59   10 W9KEY  59   04 
QSO: 14000 PH 2021-10-31 0110 HC2GRC 59   10 AK0BC  59   04 
QSO: 14000 PH 2021-10-31 0110 HC2GRC 59   10 BY5EA  59   24 
QSO: 14000 PH 2021-10-31 0110 HC2GRC 59   10 KA6BIM 59   03 
QSO: 14000 PH 2021-10-31 0111 HC2GRC 59   10 K4RO   59   04 
QSO: 14000 PH 2021-10-31 0111 HC2GRC 59   10 AC1EV  59   05 
QSO: 14000 PH 2021-10-31 0111 HC2GRC 59   10 K6VHF  59   03 
QSO: 14000 PH 2021-10-31 0111 HC2GRC 59   10 W0MB   59   04 
QSO: 14000 PH 2021-10-31 0111 HC2GRC 59   10 WD9CIR 59   04 
QSO: 14000 PH 2021-10-31 0112 HC2GRC 59   10 N0AT   59   04 
QSO: 14000 PH 2021-10-31 0112 HC2GRC 59   10 NY6DX  59   05 
QSO: 14000 PH 2021-10-31 0112 HC2GRC 59   10 K3XO   59   05 
QSO: 14000 PH 2021-10-31 0112 HC2GRC 59   10 KE8RS  59   04 
QSO: 14000 PH 2021-10-31 0112 HC2GRC 59   10 KA2K   59   05 
QSO: 14000 PH 2021-10-31 0112 HC2GRC 59   10 KB0KFH 59   04 
QSO: 14000 PH 2021-10-31 0113 HC2GRC 59   10 OX7A   59   40 
QSO: 14000 PH 2021-10-31 0113 HC2GRC 59   10 KI5KEE 59   04 
QSO: 14000 PH 2021-10-31 0113 HC2GRC 59   10 KQ3F   59   05 
QSO: 14000 PH 2021-10-31 0113 HC2GRC 59   10 KB5IRL 59   04 
QSO: 14000 PH 2021-10-31 0114 HC2GRC 59   10 WW0NS  59   04 
QSO: 14000 PH 2021-10-31 0114 HC2GRC 59   10 K7ABV  59   04 
QSO: 14000 PH 2021-10-31 0114 HC2GRC 59   10 K3RR   59   05 
QSO: 14000 PH 2021-10-31 0114 HC2GRC 59   10 AD1C   59   04 
QSO: 14000 PH 2021-10-31 0115 HC2GRC 59   10 WB4HZA 59   04 
QSO: 14000 PH 2021-10-31 0115 HC2GRC 59   10 VE3EPS 59   04 
QSO: 14000 PH 2021-10-31 0116 HC2GRC 59   10 W1JCW  59   04 
QSO: 14000 PH 2021-10-31 0116 HC2GRC 59   10 AG7EM  59   03 
QSO: 14000 PH 2021-10-31 0116 HC2GRC 59   10 AE0MO  59   04 
QSO: 14000 PH 2021-10-31 0116 HC2GRC 59   10 VE6SVN 59   04 
QSO: 14000 PH 2021-10-31 0116 HC2GRC 59   10 KD8JAM 59   04 
QSO: 14000 PH 2021-10-31 0117 HC2GRC 59   10 KF4AV  59   04 
QSO: 14000 PH 2021-10-31 0117 HC2GRC 59   10 KT7E   59   03 
QSO: 14000 PH 2021-10-31 0117 HC2GRC 59   10 NE1B   59   05 
QSO: 14000 PH 2021-10-31 0117 HC2GRC 59   10 WR2G   59   05 
QSO: 14000 PH 2021-10-31 0117 HC2GRC 59   10 K5FUV  59   04 
QSO: 14000 PH 2021-10-31 0117 HC2GRC 59   10 NL7V   59   01 
QSO: 14000 PH 2021-10-31 0118 HC2GRC 59   10 VE3KGK 59   04 
QSO: 14000 PH 2021-10-31 0118 HC2GRC 59   10 WG9L   59   04 
QSO: 14000 PH 2021-10-31 0118 HC2GRC 59   10 W8MJ   59   04 
QSO: 14000 PH 2021-10-31 0118 HC2GRC 59   10 K3WW   59   05 
QSO: 14000 PH 2021-10-31 0118 HC2GRC 59   10 R0AGY  59   18 
QSO: 14000 PH 2021-10-31 0119 HC2GRC 59   10 W3MAM  59   05 
QSO: 14000 PH 2021-10-31 0119 HC2GRC 59   10 K4AB   59   04 
QSO: 14000 PH 2021-10-31 0120 HC2GRC 59   10 JR7AQL 59   25 
QSO: 14000 PH 2021-10-31 0120 HC2GRC 59   10 NT5V   59   04 
QSO: 14000 PH 2021-10-31 0120 HC2GRC 59   10 WA6URY 59   03 
QSO: 14000 PH 2021-10-31 0120 HC2GRC 59   10 K1CC   59   05 
QSO: 14000 PH 2021-10-31 0121 HC2GRC 59   10 K9JF/7 59   03 
QSO: 14000 PH 2021-10-31 0121 HC2GRC 59   10 KN6HTX 59   03 
QSO: 14000 PH 2021-10-31 0121 HC2GRC 59   10 JA7GYP 59   25 
QSO: 14000 PH 2021-10-31 0122 HC2GRC 59   10 VA6RCN 59   04 
QSO: 14000 PH 2021-10-31 0122 HC2GRC 59   10 W3PP   59   05 
QSO: 14000 PH 2021-10-31 0122 HC2GRC 59   10 K5XS   59   04 
QSO: 14000 PH 2021-10-31 0122 HC2GRC 59   10 W8BI   59   04 
QSO: 14000 PH 2021-10-31 0122 HC2GRC 59   10 W3GQ   59   05 
QSO: 14000 PH 2021-10-31 0123 HC2GRC 59   10 N4RA   59   05 
QSO: 14000 PH 2021-10-31 0123 HC2GRC 59   10 K0DME  59   04 
QSO: 14000 PH 2021-10-31 0123 HC2GRC 59   10 K7SS   59   03 
QSO: 14000 PH 2021-10-31 0124 HC2GRC 59   10 AD4EB  59   04 
QSO: 14000 PH 2021-10-31 0125 HC2GRC 59   10 N5CR   59   03 
QSO: 14000 PH 2021-10-31 0133 HC2GRC 59   10 K9CT   59   04 
QSO: 21000 PH 2021-10-31 0135 HC2GRC 59   10 BD7DT  59   24 
QSO: 21000 PH 2021-10-31 0136 HC2GRC 59   10 JO3DDD 59   25 
QSO: 21000 PH 2021-10-31 0138 HC2GRC 59   10 R0DX   59   19 
QSO: 21000 PH 2021-10-31 0139 HC2GRC 59   10 7K4GUR 59   25 
QSO: 21000 PH 2021-10-31 0140 HC2GRC 59   10 JE1GWO 59   25 
QSO: 21000 PH 2021-10-31 0140 HC2GRC 59   10 JA1YPA 59   25 
QSO: 21000 PH 2021-10-31 0141 HC2GRC 59   10 N6JW   59   03 
QSO: 21000 PH 2021-10-31 0141 HC2GRC 59   10 AJ6QH  59   03 
QSO: 21000 PH 2021-10-31 0141 HC2GRC 59   10 WD7E   59   03 
QSO: 21000 PH 2021-10-31 0141 HC2GRC 59   10 JR1AKD 59   25 
QSO: 21000 PH 2021-10-31 0141 HC2GRC 59   10 WB6MPH 59   03 
QSO: 21000 PH 2021-10-31 0142 HC2GRC 59   10 JI1NZA/1 59   25 
QSO: 21000 PH 2021-10-31 0143 HC2GRC 59   10 JE4ADO 59   25 
QSO: 21000 PH 2021-10-31 0144 HC2GRC 59   10 W7ZUZ  59   03 
QSO: 21000 PH 2021-10-31 0146 HC2GRC 59   10 BD5FFK 59   24 
QSO: 21000 PH 2021-10-31 0147 HC2GRC 59   10 JR2EKD 59   25 
QSO: 21000 PH 2021-10-31 0147 HC2GRC 59   10 N7ATZ  59   03 
QSO: 21000 PH 2021-10-31 0147 HC2GRC 59   10 ZL2UO  59   32 
QSO: 21000 PH 2021-10-31 0148 HC2GRC 59   10 JA1NFD 59   25 
QSO: 21000 PH 2021-10-31 0149 HC2GRC 59   10 JR1UFN 59   25 
QSO: 21000 PH 2021-10-31 0150 HC2GRC 59   10 JA2HOL 59   25 
QSO: 21000 PH 2021-10-31 0150 HC2GRC 59   10 W6GA   59   03 
QSO: 21000 PH 2021-10-31 0150 HC2GRC 59   10 JI2FBG 59   25 
QSO: 21000 PH 2021-10-31 0151 HC2GRC 59   10 JA7BTV 59   25 
QSO: 21000 PH 2021-10-31 0151 HC2GRC 59   10 NJ6Q   59   03 
QSO:  3500 PH 2021-10-31 0706 HC2GRC 59   10 TI1K   59   07 
QSO:  3500 PH 2021-10-31 0710 HC2GRC 59   10 PJ2T   59   09 
QSO:  3500 PH 2021-10-31 0716 HC2GRC 59   10 K1LZ   59   05 
QSO:  7000 PH 2021-10-31 0720 HC2GRC 59   10 JR2FRX 59   25 
QSO:  7000 PH 2021-10-31 0720 HC2GRC 59   10 ZM1A   59   32 
QSO:  7000 PH 2021-10-31 0722 HC2GRC 59   10 M6T    59   14 
QSO:  7000 PH 2021-10-31 0727 HC2GRC 59   10 N7ML   59   04 
QSO:  7000 PH 2021-10-31 0728 HC2GRC 59   10 VL4R   59   30 
QSO:  7000 PH 2021-10-31 0728 HC2GRC 59   10 K7BWC  59   03 
QSO:  7000 PH 2021-10-31 0731 HC2GRC 59   10 NI3I   59   05 
QSO:  7000 PH 2021-10-31 0732 HC2GRC 59   10 JF2QNM 59   25 
QSO:  7000 PH 2021-10-31 0732 HC2GRC 59   10 VK9DX  59   32 
QSO:  7000 PH 2021-10-31 0735 HC2GRC 59   10 XE1H   59   06 
QSO:  3500 PH 2021-10-31 1029 HC2GRC 59   10 K9CT   59   04 
QSO:  3500 PH 2021-10-31 1029 HC2GRC 59   10 W1FQ   59   05 
QSO:  3500 PH 2021-10-31 1029 HC2GRC 59   10 N1SV   59   05 
QSO:  3500 PH 2021-10-31 1029 HC2GRC 59   10 K3LR   59   05 
QSO:  3500 PH 2021-10-31 1029 HC2GRC 59   10 N5RZ   59   04 
QSO:  3500 PH 2021-10-31 1030 HC2GRC 59   10 W3NO   59   05 
QSO:  3500 PH 2021-10-31 1030 HC2GRC 59   10 KC3R   59   05 
QSO:  3500 PH 2021-10-31 1031 HC2GRC 59   10 W1AJT  59   05 
QSO:  3500 PH 2021-10-31 1031 HC2GRC 59   10 AA4VT  59   05 
QSO:  3500 PH 2021-10-31 1031 HC2GRC 59   10 K3EST  59   03 
QSO:  3500 PH 2021-10-31 1031 HC2GRC 59   10 K4RM   59   05 
QSO:  3500 PH 2021-10-31 1032 HC2GRC 59   10 K3UL   59   05 
QSO:  3500 PH 2021-10-31 1032 HC2GRC 59   10 WX3B   59   05 
QSO:  3500 PH 2021-10-31 1032 HC2GRC 59   10 K0YR   59   04 
QSO:  3500 PH 2021-10-31 1033 HC2GRC 59   10 N9VD   59   04 
QSO:  3500 PH 2021-10-31 1033 HC2GRC 59   10 K4AB   59   04 
QSO:  3500 PH 2021-10-31 1033 HC2GRC 59   10 N3RJ   59   05 
QSO:  3500 PH 2021-10-31 1033 HC2GRC 59   10 W4TTY  59   05 
QSO:  3500 PH 2021-10-31 1035 HC2GRC 59   10 K1CC   59   05 
QSO:  3500 PH 2021-10-31 1036 HC2GRC 59   10 N5OT   59   04 
QSO:  3500 PH 2021-10-31 1037 HC2GRC 59   10 K4PV   59   05 
QSO:  3500 PH 2021-10-31 1038 HC2GRC 59   10 N1PGA  59   05 
QSO:  3500 PH 2021-10-31 1038 HC2GRC 59   10 KX2T   59   05 
QSO:  3500 PH 2021-10-31 1038 HC2GRC 59   10 KD3TB  59   05 
QSO:  3500 PH 2021-10-31 1039 HC2GRC 59   10 N2MF   59   05 
QSO:  3500 PH 2021-10-31 1039 HC2GRC 59   10 K4WY   59   05 
QSO:  3500 PH 2021-10-31 1040 HC2GRC 59   10 NN2NN  59   05 
QSO:  3500 PH 2021-10-31 1040 HC2GRC 59   10 N4UU   59   05 
QSO:  3500 PH 2021-10-31 1040 HC2GRC 59   10 VA2UR  59   05 
QSO:  3500 PH 2021-10-31 1040 HC2GRC 59   10 W4RM   59   05 
QSO:  3500 PH 2021-10-31 1041 HC2GRC 59   10 W9JOE  59   04 
QSO:  3500 PH 2021-10-31 1041 HC2GRC 59   10 W4OX   59   05 
QSO:  3500 PH 2021-10-31 1041 HC2GRC 59   10 N4II   59   05 
QSO:  3500 PH 2021-10-31 1042 HC2GRC 59   10 K3WU   59   05 
QSO:  3500 PH 2021-10-31 1042 HC2GRC 59   10 N6AR   59   05 
QSO:  3500 PH 2021-10-31 1042 HC2GRC 59   10 W4NYY  59   05 
QSO:  3500 PH 2021-10-31 1042 HC2GRC 59   10 N3NR   59   05 
QSO:  3500 PH 2021-10-31 1043 HC2GRC 59   10 W3ZGD  59   05 
QSO:  3500 PH 2021-10-31 1043 HC2GRC 59   10 WA3EKL 59   05 
