START-OF-LOG: 3.0
CONTEST: CQ-WW-SSB
CALLSIGN: HC2GRC
LOCATION: DX
CATEGORY-OPERATOR: MULTI-OP
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-MODE: SSB
CATEGORY-TRANSMITTER: UNLIMITED
CATEGORY-STATION: FIXED
CATEGORY-OVERLAY:
GRID-LOCATOR: FI07BS
CLAIMED-SCORE: 1421880
NAME: GRC
OPERATORS: HC2AO HC2DR HC2IC HC2TKV HC2TPR HC2TMW HC2TVK HC2TRL
CREATED-BY: N1MM Logger+ 1.0.9319.0
SOAPBOX: We were Low Power on all bands this time.73
QSO: 14000 PH 2021-10-30 0531 HC2GRC 59   10 IB1D   59   15 
QSO: 14000 PH 2021-10-30 0533 HC2GRC 59   10 UR3GU  59   16 
QSO: 14000 PH 2021-10-30 0533 HC2GRC 59   10 OA4DOS 59   10 
QSO: 14000 PH 2021-10-30 0534 HC2GRC 59   10 UA6LCN 59   16 
QSO: 14000 PH 2021-10-30 0535 HC2GRC 59   10 9K9A   59   21 
QSO: 14000 PH 2021-10-30 0537 HC2GRC 59   10 R9LY   59   17 
QSO: 14000 PH 2021-10-30 0537 HC2GRC 59   10 OE2S   59   15 
QSO: 14000 PH 2021-10-30 0538 HC2GRC 59   10 RG5A/6 59   16 
QSO: 14000 PH 2021-10-30 0538 HC2GRC 59   10 RT5T   59   16 
QSO: 14000 PH 2021-10-30 0539 HC2GRC 59   10 UT3UZ  59   16 
QSO: 14000 PH 2021-10-30 0539 HC2GRC 59   10 RA9AU  59   17 
QSO: 14000 PH 2021-10-30 0540 HC2GRC 59   10 UW7W   59   16 
QSO: 14000 PH 2021-10-30 0541 HC2GRC 59   10 OH6DX  59   15 
QSO: 14000 PH 2021-10-30 0541 HC2GRC 59   10 RV6AVU 59   16 
QSO: 14000 PH 2021-10-30 0542 HC2GRC 59   10 RM3F   59   16 
QSO: 14000 PH 2021-10-30 0542 HC2GRC 59   10 RY3AAG 59   16 
QSO: 14000 PH 2021-10-30 0542 HC2GRC 59   10 EI7M   59   14 
QSO: 14000 PH 2021-10-30 0544 HC2GRC 59   10 US5D   59   16 
QSO: 14000 PH 2021-10-30 0544 HC2GRC 59   10 RD3TBQ 59   16 
QSO: 14000 PH 2021-10-30 0544 HC2GRC 59   10 R7MM   59   16 
QSO: 14000 PH 2021-10-30 0545 HC2GRC 59   10 VK5PAS 59   30 
QSO: 14000 PH 2021-10-30 0546 HC2GRC 59   10 R4DI   59   16 
QSO: 14000 PH 2021-10-30 0547 HC2GRC 59   10 VK5MEZ 59   30 
QSO: 14000 PH 2021-10-30 0548 HC2GRC 59   10 JO1EYT 59   25 
QSO: 14000 PH 2021-10-30 0548 HC2GRC 59   10 JJ1MBU 59   25 
QSO: 14000 PH 2021-10-30 0551 HC2GRC 59   10 RC9X   59   17 
QSO: 14000 PH 2021-10-30 0552 HC2GRC 59   10 VL2A   59   30 
QSO:  7000 PH 2021-10-30 0610 HC2GRC 59   10 WA7DUH 59   03 
QSO:  7000 PH 2021-10-30 0613 HC2GRC 59   10 WA0FAA 59   04 
QSO:  7000 PH 2021-10-30 0613 HC2GRC 59   10 N9LR   59   04 
QSO:  7000 PH 2021-10-30 0614 HC2GRC 59   10 J42T   59   20 
QSO:  7000 PH 2021-10-30 0614 HC2GRC 59   10 K4EA   59   05 
QSO:  7000 PH 2021-10-30 0614 HC2GRC 59   10 P40W   59   09 
QSO:  7000 PH 2021-10-30 0614 HC2GRC 59   10 WR1B   59   05 
QSO:  7000 PH 2021-10-30 0615 HC2GRC 59   10 KI5PWN 59   04 
QSO:  7000 PH 2021-10-30 0615 HC2GRC 59   10 N3AAA  59   05 
QSO:  7000 PH 2021-10-30 0615 HC2GRC 59   10 K9RZ   59   03 
QSO:  7000 PH 2021-10-30 0616 HC2GRC 59   10 N0AE   59   04 
QSO:  7000 PH 2021-10-30 0616 HC2GRC 59   10 K0MD   59   04 
QSO:  7000 PH 2021-10-30 0616 HC2GRC 59   10 NU7J   59   03 
QSO:  7000 PH 2021-10-30 0617 HC2GRC 59   10 VE3HZ  59   04 
QSO:  7000 PH 2021-10-30 0618 HC2GRC 59   10 KM6MEF 59   03 
QSO:  7000 PH 2021-10-30 0618 HC2GRC 59   10 K1KI   59   05 
QSO:  7000 PH 2021-10-30 0618 HC2GRC 59   10 LT1F   59   13 
QSO:  7000 PH 2021-10-30 0618 HC2GRC 59   10 WC6H   59   03 
QSO:  7000 PH 2021-10-30 0618 HC2GRC 59   10 W4MLB  59   05 
QSO:  7000 PH 2021-10-30 0619 HC2GRC 59   10 N7UVH  59   03 
QSO:  7000 PH 2021-10-30 0619 HC2GRC 59   10 KD7PCE 59   03 
QSO:  7000 PH 2021-10-30 0619 HC2GRC 59   10 K5ZD   59   05 
QSO:  7000 PH 2021-10-30 0620 HC2GRC 59   10 KE6GFI 59   03 
QSO:  7000 PH 2021-10-30 0622 HC2GRC 59   10 KH6PE  59   31 
QSO:  7000 PH 2021-10-30 0622 HC2GRC 59   10 KN7K   59   03 
QSO:  7000 PH 2021-10-30 0623 HC2GRC 59   10 YS1YS  59   07 
QSO:  7000 PH 2021-10-30 0623 HC2GRC 59   10 NC7M   59   03 
QSO:  7000 PH 2021-10-30 0623 HC2GRC 59   10 K2ANZ  59   05 
QSO:  7000 PH 2021-10-30 0624 HC2GRC 59   10 W4WCD  59   05 
QSO:  7000 PH 2021-10-30 0625 HC2GRC 59   10 3G4K   59   12 
QSO:  7000 PH 2021-10-30 0625 HC2GRC 59   10 WW7E   59   03 
QSO:  7000 PH 2021-10-30 0627 HC2GRC 59   10 KT7E   59   03 
QSO:  7000 PH 2021-10-30 0628 HC2GRC 59   10 KR7J   59   03 
QSO:  7000 PH 2021-10-30 0628 HC2GRC 59   10 KF7SYC 59   03 
QSO:  7000 PH 2021-10-30 0629 HC2GRC 59   10 OZ7DK  59   14 
QSO:  7000 PH 2021-10-30 0629 HC2GRC 59   10 N9AU   59   04 
QSO:  7000 PH 2021-10-30 0630 HC2GRC 59   10 WA4ZZ  59   04 
QSO: 14000 PH 2021-10-30 0632 HC2GRC 59   10 SO4R   59   15 
QSO: 14000 PH 2021-10-30 0632 HC2GRC 59   10 OM7JG  59   15 
QSO: 14000 PH 2021-10-30 0634 HC2GRC 59   10 R2QA   59   16 
QSO: 14000 PH 2021-10-30 0635 HC2GRC 59   10 SQ2A   59   15 
QSO: 14000 PH 2021-10-30 0636 HC2GRC 59   10 UA4M   59   16 
QSO:  7000 PH 2021-10-30 0637 HC2GRC 59   10 N6RND  59   03 
QSO: 14000 PH 2021-10-30 0637 HC2GRC 59   10 R8WF   59   16 
QSO:  7000 PH 2021-10-30 0638 HC2GRC 59   10 CB1C   59   12 
QSO:  7000 PH 2021-10-30 0639 HC2GRC 59   10 W7KEY  59   03 
QSO: 14000 PH 2021-10-30 0639 HC2GRC 59   10 I3/OE6MBG 59   15 
QSO:  7000 PH 2021-10-30 0640 HC2GRC 59   10 KG0HG  59   04 
QSO: 14000 PH 2021-10-30 0640 HC2GRC 59   10 J68HZ  59   08 
QSO:  7000 PH 2021-10-30 0641 HC2GRC 59   10 W4GDV  59   05 
QSO: 14000 PH 2021-10-30 0641 HC2GRC 59   10 EW5A   59   16 
QSO:  7000 PH 2021-10-30 0642 HC2GRC 59   10 K2SSS  59   05 
QSO: 14000 PH 2021-10-30 0643 HC2GRC 59   10 VK2P   59   30 
QSO: 14000 PH 2021-10-30 0644 HC2GRC 59   10 HG8R   59   15 
QSO: 14000 PH 2021-10-30 0645 HC2GRC 59   10 OL5W   59   15 
QSO: 14000 PH 2021-10-30 0646 HC2GRC 59   10 IR2L   59   15 
QSO:  7000 PH 2021-10-30 0701 HC2GRC 59   10 K7EDX  59   03 
QSO:  7000 PH 2021-10-30 0702 HC2GRC 59   10 W7YED  59   03 
QSO:  7000 PH 2021-10-30 0702 HC2GRC 59   10 WX7P   59   03 
QSO:  3500 PH 2021-10-30 0702 HC2GRC 59   10 HD8R   59   10 
QSO:  7000 PH 2021-10-30 0704 HC2GRC 59   10 PT5J   59   11 
QSO:  3500 PH 2021-10-30 0704 HC2GRC 59   10 N7GP   59   03 
QSO:  3500 PH 2021-10-30 0705 HC2GRC 59   10 K5TR   59   04 
QSO:  7000 PH 2021-10-30 0706 HC2GRC 59   10 N6LB   59   03 
QSO:  3500 PH 2021-10-30 0709 HC2GRC 59   10 VE3EJ  59   04 
QSO:  3500 PH 2021-10-30 0713 HC2GRC 59   10 PJ4K   59   09 
QSO:  7000 PH 2021-10-30 0715 HC2GRC 59   10 TI1K   59   07 
QSO:  7000 PH 2021-10-30 0721 HC2GRC 59   10 KH7Q   59   31 
QSO:  3500 PH 2021-10-30 0722 HC2GRC 59   10 K6NA   59   03 
QSO: 14000 PH 2021-10-30 0726 HC2GRC 59   10 NP2X   59   08 
QSO: 14000 PH 2021-10-30 0729 HC2GRC 59   10 DL6FBL 59   14 
QSO:  7000 PH 2021-10-30 0730 HC2GRC 59   10 KL7RA  59   01 
QSO: 14000 PH 2021-10-30 0730 HC2GRC 59   10 VK2YI  59   30 
QSO: 14000 PH 2021-10-30 0732 HC2GRC 59   10 VK3TJK 59   30 
QSO:  7000 PH 2021-10-30 0745 HC2GRC 59   10 OA4SS  59   10 
QSO: 21000 PH 2021-10-30 1111 HC2GRC 59   10 J68HZ  59   08 
QSO: 21000 PH 2021-10-30 1112 HC2GRC 59   10 9Y4D   59   09 
QSO: 21000 PH 2021-10-30 1113 HC2GRC 59   10 LN8W   59   14 
QSO:  7000 PH 2021-10-30 1115 HC2GRC 59   10 JQ1YUF 59   25 
QSO:  7000 PH 2021-10-30 1119 HC2GRC 59   10 JE2YRB 59   25 
QSO:  7000 PH 2021-10-30 1124 HC2GRC 59   10 HD8R   59   10 
QSO:  7000 PH 2021-10-30 1125 HC2GRC 59   10 DV1SCO 59   27 
QSO: 21000 PH 2021-10-30 1127 HC2GRC 59   10 SN2B   59   15 
QSO: 21000 PH 2021-10-30 1128 HC2GRC 59   10 PA1CC  59   14 
QSO: 21000 PH 2021-10-30 1129 HC2GRC 59   10 RA3XM  59   16 
QSO: 21000 PH 2021-10-30 1130 HC2GRC 59   10 YL2CI  59   15 
QSO: 21000 PH 2021-10-30 1131 HC2GRC 59   10 OG5A   59   15 
QSO: 21000 PH 2021-10-30 1135 HC2GRC 59   10 OM0R   59   15 
QSO: 21000 PH 2021-10-30 1136 HC2GRC 59   10 M7O    59   14 
QSO: 21000 PH 2021-10-30 1136 HC2GRC 59   10 DM0Y   59   14 
QSO: 21000 PH 2021-10-30 1137 HC2GRC 59   10 SP5AUY 59   15 
QSO: 21000 PH 2021-10-30 1138 HC2GRC 59   10 RG9A   59   17 
QSO: 21000 PH 2021-10-30 1139 HC2GRC 59   10 OH8WW  59   15 
QSO: 21000 PH 2021-10-30 1140 HC2GRC 59   10 UZ5DX  59   16 
QSO: 21000 PH 2021-10-30 1140 HC2GRC 59   10 OQ5M   59   14 
QSO: 21000 PH 2021-10-30 1141 HC2GRC 59   10 SJ2W   59   14 
QSO: 21000 PH 2021-10-30 1142 HC2GRC 59   10 UA7K   59   16 
QSO: 21000 PH 2021-10-30 1143 HC2GRC 59   10 EI7M   59   14 
QSO: 21000 PH 2021-10-30 1145 HC2GRC 59   10 SF6U   59   14 
QSO: 21000 PH 2021-10-30 1147 HC2GRC 59   10 HI8HRD 59   08 
QSO: 21000 PH 2021-10-30 1148 HC2GRC 59   10 CE1PTT 59   12 
QSO: 21000 PH 2021-10-30 1151 HC2GRC 59   10 VE3EL  59   04 
QSO: 21000 PH 2021-10-30 1154 HC2GRC 59   10 VE9AA  59   05 
QSO: 21000 PH 2021-10-30 1155 HC2GRC 59   10 CF3A   59   04 
QSO: 14000 PH 2021-10-30 1221 HC2GRC 59   10 KD9DXL 59   04 
QSO: 14000 PH 2021-10-30 1222 HC2GRC 59   10 XE1CL  59   06 
QSO: 14000 PH 2021-10-30 1222 HC2GRC 59   10 WB9VGO 59   04 
QSO: 14000 PH 2021-10-30 1234 HC2GRC 59   10 CE1CL  59   12 
QSO: 14000 PH 2021-10-30 1244 HC2GRC 59   10 K9BCL  59   04 
QSO: 21000 PH 2021-10-30 1245 HC2GRC 59   10 IR2C   59   15 
QSO: 21000 PH 2021-10-30 1252 HC2GRC 59   10 N6AR   59   05 
QSO: 21000 PH 2021-10-30 1317 HC2GRC 59   10 N1RR   59   05 
QSO: 21000 PH 2021-10-30 1329 HC2GRC 59   10 N1MAA  59   04 
QSO: 21000 PH 2021-10-30 1339 HC2GRC 59   10 W2A    59   05 
QSO: 14000 PH 2021-10-30 1355 HC2GRC 59   10 NP3DM  59   08 
QSO: 14000 PH 2021-10-30 1403 HC2GRC 59   10 AC6ZM  59   04 
QSO: 21000 PH 2021-10-30 1409 HC2GRC 59   10 K3LR   59   05 
QSO: 21000 PH 2021-10-30 1412 HC2GRC 59   10 K0MD   59   04 
QSO: 14000 PH 2021-10-30 1412 HC2GRC 59   10 CO2AME 59   08 
QSO: 21000 PH 2021-10-30 1431 HC2GRC 59   10 VE6FI  59   04 
QSO: 21000 PH 2021-10-30 1432 HC2GRC 59   10 WA3EKL 59   05 
QSO: 21000 PH 2021-10-30 1433 HC2GRC 59   10 W1MD   59   05 
QSO: 21000 PH 2021-10-30 1433 HC2GRC 59   10 N4LA   59   05 
QSO: 21000 PH 2021-10-30 1433 HC2GRC 59   10 W3JX   59   05 
QSO: 21000 PH 2021-10-30 1434 HC2GRC 59   10 K5EK   59   05 
QSO: 21000 PH 2021-10-30 1434 HC2GRC 59   10 NS0R   59   04 
QSO: 21000 PH 2021-10-30 1435 HC2GRC 59   10 KC1XX  59   05 
QSO: 21000 PH 2021-10-30 1435 HC2GRC 59   10 KF2O   59   05 
QSO: 21000 PH 2021-10-30 1436 HC2GRC 59   10 N3RS   59   05 
QSO: 21000 PH 2021-10-30 1436 HC2GRC 59   10 N2RC   59   05 
QSO: 21000 PH 2021-10-30 1436 HC2GRC 59   10 AK1MD  59   05 
QSO: 21000 PH 2021-10-30 1436 HC2GRC 59   10 W3GM   59   05 
QSO: 21000 PH 2021-10-30 1437 HC2GRC 59   10 K2AX   59   05 
QSO: 21000 PH 2021-10-30 1437 HC2GRC 59   10 N7DR   59   04 
QSO: 21000 PH 2021-10-30 1439 HC2GRC 59   10 W6SR   59   03 
QSO: 21000 PH 2021-10-30 1440 HC2GRC 59   10 N5RZ   59   04 
QSO: 21000 PH 2021-10-30 1443 HC2GRC 59   10 W2MKM  59   05 
QSO: 21000 PH 2021-10-30 1453 HC2GRC 59   10 ZF5T   59   08 
QSO: 14000 PH 2021-10-30 1455 HC2GRC 59   10 TO7O   59   08 
QSO: 21000 PH 2021-10-30 1527 HC2GRC 59   10 PT5J   59   11 
QSO: 21000 PH 2021-10-30 1537 HC2GRC 59   10 UA5Y   59   16 
QSO: 21000 PH 2021-10-30 1540 HC2GRC 59   10 LO5D   59   13 
QSO: 21000 PH 2021-10-30 1553 HC2GRC 59   10 W7CL   59   03 
QSO: 21000 PH 2021-10-30 1611 HC2GRC 59   10 L21F   59   13 
QSO: 21000 PH 2021-10-30 1708 HC2GRC 59   10 NX1P   59   03 
QSO: 21000 PH 2021-10-30 1710 HC2GRC 59   10 LR3M   59   13 
QSO: 21000 PH 2021-10-30 1715 HC2GRC 59   10 TM0R   59   14 
QSO: 21000 PH 2021-10-30 1721 HC2GRC 59   10 NA2U   59   05 
QSO: 21000 PH 2021-10-30 1725 HC2GRC 59   10 PZ2YT  59   09 
QSO: 21000 PH 2021-10-30 1730 HC2GRC 59   10 CE1KV  59   12 
QSO: 21000 PH 2021-10-30 1744 HC2GRC 59   10 CV1C   59   13 
QSO: 28000 PH 2021-10-30 1808 HC2GRC 59   10 AI6LY  59   03 
QSO: 28000 PH 2021-10-30 1809 HC2GRC 59   10 N5KO   59   03 
QSO: 28000 PH 2021-10-30 1811 HC2GRC 59   10 N6EVH  59   03 
QSO: 28000 PH 2021-10-30 1816 HC2GRC 59   10 XE1CKJ 59   06 
QSO: 21000 PH 2021-10-30 1818 HC2GRC 59   10 XQ1KZ  59   12 
QSO: 21000 PH 2021-10-30 1823 HC2GRC 59   10 N6LL   59   03 
QSO: 28000 PH 2021-10-30 1831 HC2GRC 59   10 W6US   59   03 
QSO: 21000 PH 2021-10-30 1838 HC2GRC 59   10 PP5KR  59   11 
QSO: 28000 PH 2021-10-30 1851 HC2GRC 59   10 AK6A   59   03 
QSO: 28000 PH 2021-10-30 1853 HC2GRC 59   10 CR6K   59   14 
QSO: 28000 PH 2021-10-30 1855 HC2GRC 59   10 N4BP   59   05 
QSO: 28000 PH 2021-10-30 1859 HC2GRC 59   10 VE5CPU 59   04 
QSO: 28000 PH 2021-10-30 1902 HC2GRC 59   10 W1SRD  59   03 
QSO: 28000 PH 2021-10-30 1906 HC2GRC 59   10 XE2B   59   06 
QSO: 28000 PH 2021-10-30 1907 HC2GRC 59   10 AA5NT  59   04 
QSO: 28000 PH 2021-10-30 1908 HC2GRC 59   10 K6PJ   59   03 
QSO: 28000 PH 2021-10-30 1908 HC2GRC 59   10 K2PA   59   05 
QSO: 21000 PH 2021-10-30 1909 HC2GRC 59   10 CO2VDD 59   08 
QSO: 28000 PH 2021-10-30 1909 HC2GRC 59   10 KA6BIM 59   03 
QSO: 21000 PH 2021-10-30 1910 HC2GRC 59   10 K8AO   59   04 
QSO: 21000 PH 2021-10-30 1911 HC2GRC 59   10 W9ILY  59   04 
QSO: 21000 PH 2021-10-30 1911 HC2GRC 59   10 K6YK   59   03 
QSO: 28000 PH 2021-10-30 1912 HC2GRC 59   10 W6YX   59   03 
QSO: 28000 PH 2021-10-30 1914 HC2GRC 59   10 W6KGP  59   04 
QSO: 21000 PH 2021-10-30 1914 HC2GRC 59   10 WD4PTJ 59   04 
QSO: 28000 PH 2021-10-30 1917 HC2GRC 59   10 WA0WWW 59   03 
QSO: 28000 PH 2021-10-30 1921 HC2GRC 59   10 PY2RE  59   11 
QSO: 28440 PH 2021-10-30 1932 HC2GRC 59   10 AK0BC  59   04 
QSO: 21000 PH 2021-10-30 1934 HC2GRC 59   10 ZW8T   59   11 
QSO: 21000 PH 2021-10-30 1934 HC2GRC 59   10 WW7E   59   03 
QSO: 28000 PH 2021-10-30 1940 HC2GRC 59   10 XE1ZTW 59   06 
QSO: 28440 PH 2021-10-30 1944 HC2GRC 59   10 N7AX   59   03 
QSO: 21000 PH 2021-10-30 2002 HC2GRC 59   10 XE1UN  59   06 
QSO: 28000 PH 2021-10-30 2003 HC2GRC 59   10 PY4RR  59   11 
QSO: 28000 PH 2021-10-30 2023 HC2GRC 59   10 K1MMM  59   05 
QSO: 21000 PH 2021-10-30 2038 HC2GRC 59   10 K1BX   59   05 
QSO: 21000 PH 2021-10-30 2038 HC2GRC 59   10 N7RQ   59   03 
QSO: 21000 PH 2021-10-30 2038 HC2GRC 59   10 W4SSF  59   04 
QSO: 21000 PH 2021-10-30 2038 HC2GRC 59   10 WE1SAX 59   05 
QSO: 21000 PH 2021-10-30 2039 HC2GRC 59   10 WE9R   59   04 
QSO: 21000 PH 2021-10-30 2039 HC2GRC 59   10 VE3CKO 59   04 
QSO: 21000 PH 2021-10-30 2039 HC2GRC 59   10 N4UU   59   05 
QSO: 21000 PH 2021-10-30 2039 HC2GRC 59   10 K4PI   59   05 
QSO: 21000 PH 2021-10-30 2039 HC2GRC 59   10 KV4T   59   05 
QSO: 21000 PH 2021-10-30 2040 HC2GRC 59   10 K2DM   59   05 
QSO: 21000 PH 2021-10-30 2040 HC2GRC 59   10 AA4VT  59   05 
QSO: 21000 PH 2021-10-30 2040 HC2GRC 59   10 K1TTT  59   05 
QSO: 21000 PH 2021-10-30 2040 HC2GRC 59   10 NX5M   59   04 
QSO: 21000 PH 2021-10-30 2040 HC2GRC 59   10 KU8E   59   05 
QSO: 21000 PH 2021-10-30 2040 HC2GRC 59   10 K6UIP  59   03 
QSO: 21000 PH 2021-10-30 2040 HC2GRC 59   10 N1RM   59   05 
QSO: 21000 PH 2021-10-30 2041 HC2GRC 59   10 K3EST  59   03 
QSO: 21000 PH 2021-10-30 2041 HC2GRC 59   10 K3PP   59   05 
QSO: 21000 PH 2021-10-30 2041 HC2GRC 59   10 W4WWQ  59   05 
QSO: 21000 PH 2021-10-30 2041 HC2GRC 59   10 W3FOX  59   05 
QSO: 21000 PH 2021-10-30 2041 HC2GRC 59   10 KU2C   59   05 
QSO: 21000 PH 2021-10-30 2041 HC2GRC 59   10 W6YI   59   03 
QSO: 21000 PH 2021-10-30 2042 HC2GRC 59   10 W5GN   59   04 
QSO: 21000 PH 2021-10-30 2042 HC2GRC 59   10 K8ROK  59   04 
QSO: 21000 PH 2021-10-30 2042 HC2GRC 59   10 WC4H   59   05 
QSO: 21000 PH 2021-10-30 2042 HC2GRC 59   10 W1AJT  59   05 
QSO: 21000 PH 2021-10-30 2042 HC2GRC 59   10 W1SRD  59   03 
QSO: 21000 PH 2021-10-30 2043 HC2GRC 59   10 VE3OJN 59   04 
QSO: 21000 PH 2021-10-30 2043 HC2GRC 59   10 K9CT   59   04 
QSO: 21000 PH 2021-10-30 2043 HC2GRC 59   10 WA2UCZ 59   05 
QSO: 21000 PH 2021-10-30 2043 HC2GRC 59   10 AB3CX  59   05 
QSO: 21000 PH 2021-10-30 2043 HC2GRC 59   10 KR4F   59   04 
QSO: 21000 PH 2021-10-30 2044 HC2GRC 59   10 K8ROX  59   04 
QSO: 21000 PH 2021-10-30 2044 HC2GRC 59   10 ND9G   59   04 
QSO: 21000 PH 2021-10-30 2044 HC2GRC 59   10 W1WEF  59   05 
QSO: 21000 PH 2021-10-30 2044 HC2GRC 59   10 KV1J   59   05 
QSO: 21000 PH 2021-10-30 2045 HC2GRC 59   10 N3US   59   05 
QSO: 21000 PH 2021-10-30 2045 HC2GRC 59   10 N9CK   59   04 
QSO: 21000 PH 2021-10-30 2045 HC2GRC 59   10 KB0ARZ 59   04 
QSO: 21000 PH 2021-10-30 2045 HC2GRC 59   10 KB2UKA 59   05 
QSO: 21000 PH 2021-10-30 2045 HC2GRC 59   10 WB0TEV 59   04 
QSO: 21000 PH 2021-10-30 2046 HC2GRC 59   10 N6JV   59   03 
QSO: 21000 PH 2021-10-30 2046 HC2GRC 59   10 AC4G   59   04 
QSO: 21000 PH 2021-10-30 2046 HC2GRC 59   10 K9OM   59   04 
QSO: 21000 PH 2021-10-30 2046 HC2GRC 59   10 AF5EH  59   04 
QSO: 21000 PH 2021-10-30 2046 HC2GRC 59   10 K7JA   59   03 
QSO: 21000 PH 2021-10-30 2046 HC2GRC 59   10 WQ6L   59   03 
QSO: 21000 PH 2021-10-30 2046 HC2GRC 59   10 WA9TTC 59   04 
QSO: 21000 PH 2021-10-30 2047 HC2GRC 59   10 W9GOL  59   05 
QSO: 21000 PH 2021-10-30 2047 HC2GRC 59   10 W3LPL  59   05 
QSO: 21000 PH 2021-10-30 2047 HC2GRC 59   10 K4HI   59   05 
QSO: 21000 PH 2021-10-30 2047 HC2GRC 59   10 W2AXR  59   05 
QSO: 21000 PH 2021-10-30 2047 HC2GRC 59   10 N5RP   59   04 
QSO: 21000 PH 2021-10-30 2048 HC2GRC 59   10 W1UE   59   05 
QSO: 21000 PH 2021-10-30 2048 HC2GRC 59   10 VA3WNO 59   04 
QSO: 21000 PH 2021-10-30 2048 HC2GRC 59   10 AH2O   59   05 
QSO: 21000 PH 2021-10-30 2048 HC2GRC 59   10 WA5SOG 59   04 
QSO: 21000 PH 2021-10-30 2048 HC2GRC 59   10 K0ES   59   04 
QSO: 21000 PH 2021-10-30 2048 HC2GRC 59   10 KD0OYC 59   04 
QSO: 21000 PH 2021-10-30 2049 HC2GRC 59   10 VA2EBI 59   05 
QSO: 21000 PH 2021-10-30 2049 HC2GRC 59   10 K1LZ   59   05 
QSO: 21000 PH 2021-10-30 2049 HC2GRC 59   10 K7IDX  59   03 
QSO: 21000 PH 2021-10-30 2049 HC2GRC 59   10 K8GL   59   04 
QSO: 21000 PH 2021-10-30 2049 HC2GRC 59   10 K9RS   59   05 
QSO: 21000 PH 2021-10-30 2049 HC2GRC 59   10 WO3T   59   05 
QSO: 21000 PH 2021-10-30 2049 HC2GRC 59   10 KE1IH  59   05 
QSO: 21000 PH 2021-10-30 2050 HC2GRC 59   10 AE0LB  59   04 
QSO: 21000 PH 2021-10-30 2050 HC2GRC 59   10 N1SV   59   05 
QSO: 21000 PH 2021-10-30 2050 HC2GRC 59   10 VA3DF  59   04 
QSO: 21000 PH 2021-10-30 2050 HC2GRC 59   10 KE0L   59   04 
QSO: 21000 PH 2021-10-30 2050 HC2GRC 59   10 W3BRJ  59   05 
QSO: 21000 PH 2021-10-30 2050 HC2GRC 59   10 NJ3I   59   05 
QSO: 21000 PH 2021-10-30 2050 HC2GRC 59   10 K3SW   59   05 
QSO: 21000 PH 2021-10-30 2051 HC2GRC 59   10 N5GF   59   05 
QSO: 21000 PH 2021-10-30 2051 HC2GRC 59   10 K4DG   59   05 
QSO: 21000 PH 2021-10-30 2051 HC2GRC 59   10 WW4LL  59   05 
QSO: 21000 PH 2021-10-30 2051 HC2GRC 59   10 VE7SAR 59   03 
QSO: 21000 PH 2021-10-30 2051 HC2GRC 59   10 W2RD   59   05 
QSO: 21000 PH 2021-10-30 2052 HC2GRC 59   10 KE1IS  59   05 
QSO: 21000 PH 2021-10-30 2052 HC2GRC 59   10 W2MV   59   05 
QSO: 21000 PH 2021-10-30 2052 HC2GRC 59   10 AA0AI  59   04 
QSO: 21000 PH 2021-10-30 2052 HC2GRC 59   10 NX8T   59   04 
QSO: 21000 PH 2021-10-30 2052 HC2GRC 59   10 NV9L   59   04 
QSO: 21000 PH 2021-10-30 2052 HC2GRC 59   10 W5TMC  59   04 
QSO: 21000 PH 2021-10-30 2052 HC2GRC 59   10 K8AZ   59   04 
QSO: 21000 PH 2021-10-30 2052 HC2GRC 59   10 KJ6AP  59   03 
QSO: 21000 PH 2021-10-30 2053 HC2GRC 59   10 VA2UR  59   05 
QSO: 21000 PH 2021-10-30 2053 HC2GRC 59   10 N3XF   59   05 
QSO: 21000 PH 2021-10-30 2053 HC2GRC 59   10 N2TK   59   05 
QSO: 21000 PH 2021-10-30 2053 HC2GRC 59   10 K3WW   59   05 
QSO: 21000 PH 2021-10-30 2053 HC2GRC 59   10 AC6ZM  59   04 
QSO: 21000 PH 2021-10-30 2053 HC2GRC 59   10 WR4T   59   04 
QSO: 21000 PH 2021-10-30 2054 HC2GRC 59   10 K3WU   59   05 
QSO: 21000 PH 2021-10-30 2054 HC2GRC 59   10 NE3F   59   05 
QSO: 21000 PH 2021-10-30 2054 HC2GRC 59   10 K6DTT  59   03 
QSO: 21000 PH 2021-10-30 2054 HC2GRC 59   10 N5WNG  59   04 
QSO: 21000 PH 2021-10-30 2055 HC2GRC 59   10 N2HMM  59   05 
QSO: 21000 PH 2021-10-30 2055 HC2GRC 59   10 K0EJ   59   04 
QSO: 21000 PH 2021-10-30 2055 HC2GRC 59   10 WB8AKW 59   04 
QSO: 21000 PH 2021-10-30 2055 HC2GRC 59   10 N5ZC   59   04 
QSO: 21000 PH 2021-10-30 2055 HC2GRC 59   10 WD8S   59   04 
QSO: 21000 PH 2021-10-30 2055 HC2GRC 59   10 N1RP   59   05 
QSO: 21000 PH 2021-10-30 2056 HC2GRC 59   10 N3FM   59   05 
QSO: 21000 PH 2021-10-30 2056 HC2GRC 59   10 K7VIT  59   03 
QSO: 21000 PH 2021-10-30 2056 HC2GRC 59   10 K9NW   59   04 
QSO: 21000 PH 2021-10-30 2056 HC2GRC 59   10 W3OA   59   05 
