START-OF-LOG: 3.0
CONTEST: CQ-WPX-CW
CALLSIGN: OM3BA
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-STATION: FIXED
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CLAIMED-SCORE: 350796
CREATED-BY: UcxLog 6.62
OPERATORS: OM3BA
NAME: Jozef Lancaric
SOAPBOX: tcvr  ICOM 735    out  90 Watts
SOAPBOX: ant   random wire + LC matchbox
SOAPBOX:  [ my age  is  85 yrs + 8 monat ] sorry,not category -  over 80 years age.
QSO:  3500 CW 2017-05-27 1841 OM3BA         599 313    404A          599 191    0
QSO:  3500 CW 2017-05-27 1848 OM3BA         599 314    OM3ZWA        599 291    0
QSO:  3500 CW 2017-05-27 1849 OM3BA         599 315    RZ3AMW        599 150    0
QSO:  3500 CW 2017-05-27 1852 OM3BA         599 316    HF67CES       599 352    0
QSO:  3500 CW 2017-05-27 1856 OM3BA         599 317    HA8JP         599 203    0
QSO:  3500 CW 2017-05-27 1857 OM3BA         599 318    RK3T          599 088    0
QSO:  3500 CW 2017-05-27 1900 OM3BA         599 319    SP5GDY        599 010    0
QSO:  3500 CW 2017-05-27 1901 OM3BA         599 320    SP4AWE        599 291    0
QSO:  3500 CW 2017-05-27 1902 OM3BA         599 321    YL6Z          599 345    0
QSO:  3500 CW 2017-05-27 1903 OM3BA         599 322    SW8YA         599 057    0
QSO:  3500 CW 2017-05-27 1905 OM3BA         599 323    S51W          599 073    0
QSO:  3500 CW 2017-05-27 1911 OM3BA         599 324    YU5T          599 254    0
QSO:  3500 CW 2017-05-27 1911 OM3BA         599 325    DL6KWN        599 295    0
QSO:  3500 CW 2017-05-27 1913 OM3BA         599 326    RK2M          599 482    0
QSO:  3500 CW 2017-05-27 1914 OM3BA         599 327    4Z5LY         599 1019   0
QSO:  3500 CW 2017-05-27 1919 OM3BA         599 328    E74O          599 078    0
QSO:  3500 CW 2017-05-27 1921 OM3BA         599 329    YU7G          599 044    0
QSO:  3500 CW 2017-05-27 1922 OM3BA         599 330    YL5T          599 238    0
QSO:  3500 CW 2017-05-27 1924 OM3BA         599 331    4L2M          599 179    0
QSO:  3500 CW 2017-05-28 0156 OM3BA         599 332    EF5F          599 1505   0
QSO:  3500 CW 2017-05-28 0200 OM3BA         599 333    S55T          599 1923   0
QSO:  3500 CW 2017-05-28 0206 OM3BA         599 334    G0VQR         599 228    0
QSO:  3500 CW 2017-05-28 0207 OM3BA         599 335    MW5R          599 655    0
QSO:  3500 CW 2017-05-28 0214 OM3BA         599 336    RA1TU         599 585    0
QSO:  3500 CW 2017-05-28 0215 OM3BA         599 337    DD0CC         599 381    0
QSO:  3500 CW 2017-05-28 0221 OM3BA         599 338    RU3FM         599 599    0
QSO:  7000 CW 2017-05-28 0228 OM3BA         599 339    DK3WW         599 1322   0
QSO:  7000 CW 2017-05-28 0319 OM3BA         599 340    HA7A          599 832    0
QSO:  7000 CW 2017-05-28 0323 OM3BA         599 341    RK4FD         599 458    0
QSO:  7000 CW 2017-05-28 0326 OM3BA         599 342    EI7M          599 1164   0
QSO:  7000 CW 2017-05-28 0334 OM3BA         599 343    RC6U          599 302    0
QSO:  7000 CW 2017-05-28 0417 OM3BA         599 344    Z3B           599 1602   0
QSO:  7000 CW 2017-05-28 0419 OM3BA         599 345    OF6MW         599 159    0
QSO:  7000 CW 2017-05-28 0421 OM3BA         599 346    4Z4AK         599 1002   0
QSO:  7000 CW 2017-05-28 0427 OM3BA         599 347    OZ8SW         599 534    0
QSO:  7000 CW 2017-05-28 0430 OM3BA         599 348    EF2A          599 2230   0
QSO:  7000 CW 2017-05-28 0433 OM3BA         599 349    ZA/OG1N       599 1518   0
QSO:  7000 CW 2017-05-28 0437 OM3BA         599 350    3V8SS         599 1829   0
QSO:  7000 CW 2017-05-28 0439 OM3BA         599 351    TM4Q          599 1529   0
QSO:  7000 CW 2017-05-28 0442 OM3BA         599 352    RW3YA         599 592    0
QSO:  7000 CW 2017-05-28 0451 OM3BA         599 353    TM5X          599 680    0
QSO:  7000 CW 2017-05-28 0453 OM3BA         599 354    LY1DZ         599 1127   0
QSO:  7000 CW 2017-05-28 0521 OM3BA         599 355    PA3AAV        599 851    0
QSO:  7000 CW 2017-05-28 0525 OM3BA         599 356    SE4E          599 816    0
QSO:  7000 CW 2017-05-28 0525 OM3BA         599 357    M3W           599 1099   0
QSO:  7000 CW 2017-05-28 0528 OM3BA         599 358    Z68BB         599 357    0
QSO:  7000 CW 2017-05-28 0530 OM3BA         599 359    ES1BH         599 302    0
QSO:  7000 CW 2017-05-28 0531 OM3BA         599 360    PA150LIM      599 173    0
QSO:  7000 CW 2017-05-28 0533 OM3BA         599 361    RF9C          599 345    0
QSO:  7000 CW 2017-05-28 0539 OM3BA         599 362    PA4VHF        599 991    0
QSO:  7000 CW 2017-05-28 0539 OM3BA         599 363    DJ5MO         599 623    0
QSO:  7000 CW 2017-05-28 0541 OM3BA         599 364    IK3UNA        599 1049   0
QSO:  7000 CW 2017-05-28 0543 OM3BA         599 365    HB80BS        599 257    0
QSO:  7000 CW 2017-05-28 0547 OM3BA         599 366    YU2A          599 839    0
QSO:  7000 CW 2017-05-28 0549 OM3BA         599 367    UB6B          599 1026   0
QSO:  7000 CW 2017-05-28 0551 OM3BA         599 368    IK0YUT        599 198    0
QSO:  7000 CW 2017-05-28 0552 OM3BA         599 369    UA4AAC        599 050    0
QSO:  7000 CW 2017-05-28 0554 OM3BA         599 370    IK4EWX        599 559    0
QSO:  7000 CW 2017-05-28 0557 OM3BA         599 371    GU3HFN        599 1279   0
QSO:  7000 CW 2017-05-28 0558 OM3BA         599 372    RM2U          599 1652   0
QSO:  7000 CW 2017-05-28 0559 OM3BA         599 373    IK2SND        599 090    0
QSO:  7000 CW 2017-05-28 0612 OM3BA         599 374    LA2HFA        599 503    0
QSO:  7000 CW 2017-05-28 0613 OM3BA         599 375    YR8D          599 1945   0
QSO:  7000 CW 2017-05-28 0614 OM3BA         599 376    SN8C          599 1137   0
QSO: 14000 CW 2017-05-28 0618 OM3BA         599 377    UA9LAO        599 688    0
QSO: 14000 CW 2017-05-28 0624 OM3BA         599 378    US8IM         599 586    0
QSO: 14000 CW 2017-05-28 0629 OM3BA         599 379    RU5A          599 1361   0
QSO: 14000 CW 2017-05-28 0708 OM3BA         599 380    UT2IO         599 454    0
QSO: 14000 CW 2017-05-28 0710 OM3BA         599 381    UA6LUQ        599 622    0
QSO: 14000 CW 2017-05-28 0712 OM3BA         599 382    EF2A          599 2384   0
QSO: 14000 CW 2017-05-28 0715 OM3BA         599 383    R8AA          599 190    0
QSO: 14000 CW 2017-05-28 0716 OM3BA         599 384    RF9C          599 498    0
QSO: 14000 CW 2017-05-28 0718 OM3BA         599 385    OH6BG         599 908    0
QSO: 14000 CW 2017-05-28 0719 OM3BA         599 386    RZ1OK         599 668    0
QSO: 14000 CW 2017-05-28 0723 OM3BA         599 387    RL9AA/6       599 360    0
QSO: 14000 CW 2017-05-28 0728 OM3BA         599 388    UB6B          599 1297   0
QSO: 14000 CW 2017-05-28 0730 OM3BA         599 389    R3QA          599 1053   0
QSO: 14000 CW 2017-05-28 0731 OM3BA         599 390    OF6MW         599 406    0
QSO: 14000 CW 2017-05-28 0733 OM3BA         599 391    OF3R          599 773    0
QSO: 14000 CW 2017-05-28 0733 OM3BA         599 392    EA5KV         599 605    0
QSO: 14000 CW 2017-05-28 0735 OM3BA         599 393    OF3OJ         599 1651   0
QSO: 14000 CW 2017-05-28 0741 OM3BA         599 394    UX7IA         599 227    0
QSO: 14000 CW 2017-05-28 0744 OM3BA         599 395    ES4RD         599 836    0
QSO: 14000 CW 2017-05-28 0749 OM3BA         599 396    EF3T          599 2142   0
QSO: 14000 CW 2017-05-28 0751 OM3BA         599 397    SV1ME         599 270    0
QSO: 14000 CW 2017-05-28 0752 OM3BA         599 398    RK9AX         599 549    0
QSO: 14000 CW 2017-05-28 0755 OM3BA         599 399    RM9I          599 1879   0
QSO: 14000 CW 2017-05-28 0758 OM3BA         599 400    UY5AR         599 485    0
QSO: 14000 CW 2017-05-28 0932 OM3BA         599 401    UF3A          599 722    0
QSO: 14000 CW 2017-05-28 0936 OM3BA         599 402    EF5F          599 1639   0
QSO: 14000 CW 2017-05-28 0938 OM3BA         599 403    RT5Z          599 1834   0
QSO: 14000 CW 2017-05-28 0939 OM3BA         599 404    UP0L          599 2815   0
QSO: 14000 CW 2017-05-28 0940 OM3BA         599 405    EF5T          599 826    0
QSO: 14000 CW 2017-05-28 0943 OM3BA         599 406    UR7GO         599 1481   0
QSO: 14000 CW 2017-05-28 0944 OM3BA         599 407    ES1/K1MM      599 116    0
QSO: 14000 CW 2017-05-28 0945 OM3BA         599 408    OG6N          599 1789   0
QSO: 14000 CW 2017-05-28 0948 OM3BA         599 409    OH2BAH        599 305    0
QSO: 14000 CW 2017-05-28 0949 OM3BA         599 410    ES7GM         599 2120   0
QSO: 14000 CW 2017-05-28 0949 OM3BA         599 411    RW4O          599 176    0
QSO:  7000 CW 2017-05-28 0955 OM3BA         599 412    DM9K          599 1315   0
QSO:  7000 CW 2017-05-28 0958 OM3BA         599 413    Z37M          599 749    0
QSO:  7000 CW 2017-05-28 1000 OM3BA         599 414    DL7GEM        599 185    0
QSO:  7000 CW 2017-05-28 1001 OM3BA         599 415    DL5ANT        599 246    0
QSO:  7000 CW 2017-05-28 1002 OM3BA         599 416    ON6NL         599 206    0
QSO:  7000 CW 2017-05-28 1004 OM3BA         599 417    DF6JC         599 328    0
QSO:  7000 CW 2017-05-28 1032 OM3BA         599 418    9A1A          599 1648   0
QSO:  7000 CW 2017-05-28 1033 OM3BA         599 419    LY4A          599 1452   0
QSO:  7000 CW 2017-05-28 1035 OM3BA         599 420    LZ9W          599 1506   0
QSO:  7000 CW 2017-05-28 1035 OM3BA         599 421    SP8RX/1       599 022    0
QSO:  7000 CW 2017-05-28 1036 OM3BA         599 422    EW6W          599 1135   0
QSO:  7000 CW 2017-05-28 1038 OM3BA         599 423    SZ1A          599 929    0
QSO:  7000 CW 2017-05-28 1042 OM3BA         599 424    SO4R          599 2189   0
QSO:  7000 CW 2017-05-28 1043 OM3BA         599 425    9A3XV         599 1651   0
QSO:  7000 CW 2017-05-28 1044 OM3BA         599 426    IN3FHE        599 675    0
QSO:  7000 CW 2017-05-28 1046 OM3BA         599 427    I2WIJ         599 368    0
QSO:  7000 CW 2017-05-28 1050 OM3BA         599 428    UX3UV         599 228    0
QSO:  7000 CW 2017-05-28 1055 OM3BA         599 429    OT6M          599 671    0
QSO:  7000 CW 2017-05-28 1057 OM3BA         599 430    HF67CES       599 606    0
QSO:  7000 CW 2017-05-28 1103 OM3BA         599 431    HB9LF         599 320    0
QSO:  7000 CW 2017-05-28 1105 OM3BA         599 432    UT5UUV        599 293    0
QSO:  7000 CW 2017-05-28 1105 OM3BA         599 433    DL6KVA        599 1306   0
QSO:  7000 CW 2017-05-28 1107 OM3BA         599 434    EU3A          599 642    0
QSO:  7000 CW 2017-05-28 1109 OM3BA         599 435    DL1NKS        599 732    0
QSO:  7000 CW 2017-05-28 1255 OM3BA         599 436    RU1A          599 1591   0
QSO:  7000 CW 2017-05-28 1258 OM3BA         599 437    EW8W          599 1089   0
QSO:  7000 CW 2017-05-28 1259 OM3BA         599 438    HB9FBM        599 883    0
QSO:  7000 CW 2017-05-28 1303 OM3BA         599 439    UY3CC         599 458    0
QSO:  7000 CW 2017-05-28 1304 OM3BA         599 440    SP2LNW        599 1400   0
QSO:  7000 CW 2017-05-28 1308 OM3BA         599 441    UR5WX         599 666    0
QSO:  7000 CW 2017-05-28 1308 OM3BA         599 442    EC2DX         599 1464   0
QSO:  7000 CW 2017-05-28 1312 OM3BA         599 443    DL3ANK        599 1485   0
QSO: 14000 CW 2017-05-28 1316 OM3BA         599 444    OG7O          599 1633   0
QSO: 14000 CW 2017-05-28 1317 OM3BA         599 445    G4KZD         599 415    0
QSO: 14000 CW 2017-05-28 1321 OM3BA         599 446    UW1M          599 2573   0
QSO: 14000 CW 2017-05-28 1322 OM3BA         599 447    UY5QR         599 452    0
QSO: 14000 CW 2017-05-28 1326 OM3BA         599 448    R6AF          599 294    0
QSO: 14000 CW 2017-05-28 1329 OM3BA         599 449    UV7V          599 1379   0
QSO: 14000 CW 2017-05-28 1330 OM3BA         599 450    UY0ZG         599 855    0
QSO: 14000 CW 2017-05-28 1333 OM3BA         599 451    SM3EAE        599 166    0
QSO: 14000 CW 2017-05-28 1335 OM3BA         599 452    G2X           599 579    0
QSO: 14000 CW 2017-05-28 1338 OM3BA         599 453    TM6X          599 1817   0
QSO: 14000 CW 2017-05-28 1342 OM3BA         599 454    RM2D          599 1285   0
QSO: 14000 CW 2017-05-28 1346 OM3BA         599 455    R7CD          599 1064   0
QSO: 14000 CW 2017-05-28 1351 OM3BA         599 456    G5O           599 1217   0
QSO: 14000 CW 2017-05-28 1353 OM3BA         599 457    F5NBX         599 229    0
QSO: 14000 CW 2017-05-28 1354 OM3BA         599 458    RK4FD         599 571    0
QSO: 14000 CW 2017-05-28 1412 OM3BA         599 459    F5OHM         599 1052   0
QSO: 14000 CW 2017-05-28 1414 OM3BA         599 460    RA1AL         599 532    0
QSO: 14000 CW 2017-05-28 1415 OM3BA         599 461    OM3ED         599 070    0
QSO: 14000 CW 2017-05-28 1416 OM3BA         599 462    RM7M          599 1859   0
QSO: 14000 CW 2017-05-28 1418 OM3BA         599 463    G8X           599 962    0
QSO: 14000 CW 2017-05-28 1421 OM3BA         599 464    OG73X         599 1954   0
QSO: 14000 CW 2017-05-28 1424 OM3BA         599 465    R160BM        599 109    0
QSO: 14000 CW 2017-05-28 1427 OM3BA         599 466    M3I           599 741    0
QSO: 14000 CW 2017-05-28 1428 OM3BA         599 467    RK4FF         599 1807   0
QSO: 14000 CW 2017-05-28 1430 OM3BA         599 468    OH7KBF        599 438    0
QSO: 14000 CW 2017-05-28 1433 OM3BA         599 469    RU9CC         599 510    0
QSO:  7000 CW 2017-05-28 1439 OM3BA         599 470    YL3CW         599 234    0
QSO:  7000 CW 2017-05-28 1445 OM3BA         599 471    EU5C          599 298    0
QSO:  7000 CW 2017-05-28 1447 OM3BA         599 472    IK0YUO        599 303    0
QSO:  7000 CW 2017-05-28 1449 OM3BA         599 473    YT6W          599 2498   0
QSO:  7000 CW 2017-05-28 1451 OM3BA         599 474    I6FDJ         599 142    0
QSO:  7000 CW 2017-05-28 1453 OM3BA         599 475    ES5RR         599 2915   0
QSO:  7000 CW 2017-05-28 1455 OM3BA         599 476    EW8NB         599 737    0
QSO:  7000 CW 2017-05-28 1456 OM3BA         599 477    LZ3FN         599 1975   0
QSO:  7000 CW 2017-05-28 1502 OM3BA         599 478    LY2PX         599 045    0
QSO:  7000 CW 2017-05-28 1503 OM3BA         599 479    UI8J          599 199    0
QSO:  7000 CW 2017-05-28 1505 OM3BA         599 480    YP5A          599 628    0
QSO:  7000 CW 2017-05-28 1508 OM3BA         599 481    IK1JJM        599 628    0
QSO:  7000 CW 2017-05-28 1510 OM3BA         599 482    LZ7A          599 941    0
QSO:  7000 CW 2017-05-28 1511 OM3BA         599 483    DL5YM         599 1190   0
QSO:  7000 CW 2017-05-28 1512 OM3BA         599 484    UX5UN         599 579    0
QSO:  7000 CW 2017-05-28 1515 OM3BA         599 485    SP2AYC        599 572    0
QSO:  7000 CW 2017-05-28 1520 OM3BA         599 486    DJ1TO         599 246    0
QSO:  7000 CW 2017-05-28 1521 OM3BA         599 487    DL1BUG        599 1052   0
QSO:  7000 CW 2017-05-28 1522 OM3BA         599 488    RT9S          599 1927   0
QSO:  7000 CW 2017-05-28 1825 OM3BA         599 489    RX9WN         599 631    0
QSO:  7000 CW 2017-05-28 1827 OM3BA         599 490    UT0QA         599 105    0
QSO:  7000 CW 2017-05-28 1828 OM3BA         599 491    SP5Y          599 1322   0
QSO:  7000 CW 2017-05-28 1829 OM3BA         599 492    UP0L          599 3279   0
QSO:  7000 CW 2017-05-28 1831 OM3BA         599 493    OL9R          599 1165   0
QSO:  7000 CW 2017-05-28 1833 OM3BA         599 494    EU1WW         599 1838   0
QSO:  7000 CW 2017-05-28 1834 OM3BA         599 495    P33W          599 1615   0
QSO:  7000 CW 2017-05-28 1836 OM3BA         599 496    UP2L          599 2919   0
QSO:  7000 CW 2017-05-28 1836 OM3BA         599 497    RL4A          599 497    0
QSO:  7000 CW 2017-05-28 1837 OM3BA         599 498    UT2IO         599 929    0
QSO:  7000 CW 2017-05-28 1838 OM3BA         599 499    RT4M          599 650    0
QSO:  7000 CW 2017-05-28 1840 OM3BA         599 500    SP4W          599 587    0
QSO:  3500 CW 2017-05-28 1842 OM3BA         599 501    SN7O          599 1666   0
QSO:  3500 CW 2017-05-28 1844 OM3BA         599 502    UC7A          599 1919   0
QSO:  3500 CW 2017-05-28 1845 OM3BA         599 503    HA3LN         599 624    0
QSO:  3500 CW 2017-05-28 1846 OM3BA         599 504    S57AW         599 1039   0
QSO:  3500 CW 2017-05-28 1851 OM3BA         599 505    EW7A          599 1113   0
QSO:  3500 CW 2017-05-28 1853 OM3BA         599 506    UT8AL         599 926    0
QSO:  3500 CW 2017-05-28 1854 OM3BA         599 507    OM7M          599 551    0
QSO:  3500 CW 2017-05-28 1900 OM3BA         599 508    E74X          599 393    0
QSO:  3500 CW 2017-05-28 1901 OM3BA         599 509    P33W          599 667    0
QSO:  3500 CW 2017-05-28 1903 OM3BA         599 510    UT5C          599 1949   0
QSO:  3500 CW 2017-05-28 1910 OM3BA         599 511    YO3LP         599 078    0
QSO:  3500 CW 2017-05-28 1912 OM3BA         599 512    R7CD          599 1283   0
QSO:  3500 CW 2017-05-28 1913 OM3BA         599 513    EW6W          599 386    0
QSO:  3500 CW 2017-05-28 1916 OM3BA         599 514    UY5TE         599 401    0
QSO:  3500 CW 2017-05-28 1919 OM3BA         599 515    EN4U          599 1576   0
QSO:  3500 CW 2017-05-28 1925 OM3BA         599 516    IK0YUO        599 413    0
QSO:  7000 CW 2017-05-28 1930 OM3BA         599 517    OL5J          599 901    0
QSO:  7000 CW 2017-05-28 1933 OM3BA         599 518    HG2DX         599 806    0
QSO:  7000 CW 2017-05-28 1934 OM3BA         599 519    EF5Y          599 3060   0
QSO:  7000 CW 2017-05-28 1935 OM3BA         599 520    E77AW         599 1066   0
QSO:  7000 CW 2017-05-28 1935 OM3BA         599 521    LZ2FL         599 512    0
QSO:  7000 CW 2017-05-28 1937 OM3BA         599 522    SP3JUN        599 543    0
END-OF-LOG:
