START-OF-LOG: 3.0
CONTEST: CQ-WW-SSB
CALLSIGN: F4EIH
LOCATION: DX
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: 20M
CATEGORY-POWER: LOW
CATEGORY-MODE: SSB
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY:
GRID-LOCATOR: JN05NL
CLAIMED-SCORE: 93808
NAME: Sebastien
OPERATORS: F4EIH
CLUB:
CREATED-BY: N1MM Logger+ 1.0.7300.0
SOAPBOX: First cq ww SSB contest with y new antenna
QSO: 14273 PH 2019-10-27 1454 F4EIH         59  14     7A2A          59  28
QSO: 14101 PH 2019-10-27 1500 F4EIH         59  14     SV2ESW        59  20
QSO: 14114 PH 2019-10-27 1502 F4EIH         59  14     VC3X          59  04
QSO: 14114 PH 2019-10-27 1503 F4EIH         59  14     3V8SS         59  33
QSO: 14120 PH 2019-10-27 1504 F4EIH         59  14     YO9HP         59  20
QSO: 14197 PH 2019-10-27 1512 F4EIH         59  14     HA8M          59  15
QSO: 14212 PH 2019-10-27 1514 F4EIH         59  14     RT6A          59  16
QSO: 14311 PH 2019-10-27 1521 F4EIH         59  14     KV0Q          59  04
QSO: 14283 PH 2019-10-27 1553 F4EIH         59  14     OX7A          59  40
QSO: 14201 PH 2019-10-27 1556 F4EIH         59  14     OR2M          59  14
QSO: 14248 PH 2019-10-27 1558 F4EIH         59  14     K1IR          59  05
QSO: 14342 PH 2019-10-27 1606 F4EIH         59  14     KK1L          59  05
QSO: 14166 PH 2019-10-27 1644 F4EIH         59  14     PR7AB         59  11
QSO: 14130 PH 2019-10-27 1657 F4EIH         59  14     OE1XTU        59  15
QSO: 14180 PH 2019-10-27 1700 F4EIH         59  14     IR4E          59  15
QSO: 14216 PH 2019-10-27 1705 F4EIH         59  14     N2NT          59  05
QSO: 14268 PH 2019-10-27 1715 F4EIH         59  14     N6AR          59  05
QSO: 14295 PH 2019-10-27 1723 F4EIH         59  14     W2CG          59  05
QSO: 14342 PH 2019-10-27 1726 F4EIH         59  14     VA2UR         59  05
QSO: 14116 PH 2019-10-27 1730 F4EIH         59  14     VE5MX         59  04
QSO: 14155 PH 2019-10-27 1737 F4EIH         59  14     D68CCC        59  39
QSO: 14164 PH 2019-10-27 1752 F4EIH         59  14     W1NA          59  05
QSO: 14180 PH 2019-10-27 1756 F4EIH         59  14     VE3SOO        59  04
QSO: 14225 PH 2019-10-27 1803 F4EIH         59  14     CO2AME        59  08
QSO: 14274 PH 2019-10-27 1842 F4EIH         59  14     HB90TOC       59  14
END-OF-LOG:
