START-OF-LOG: 2.0
CATEGORY: Multi-OP
CONTEST: WAE SSB
SPECIFIC: C25
CREATED-BY: Win-Test 4.24.0, modified by DXHF upload.
CALLSIGN: DQ5M
CLAIMED-SCORE: 782782
OPERATORS: DC2CL DF4MAA DG5LW DG8MG DJ3MY DK5MB DK6SP DL1MAJ DL3BY DO4DXA
QTC: 14203 PH 2017-09-09 0730 DQ5M          013/10     P3X           0659 SE4E           010
QSO: 28468 PH 2017-09-09 0734 DQ5M          59  0090   4X6FR         59  229
QSO: 28490 PH 2017-09-09 0737 DQ5M          59  0091   ZS9Z          59  006
QSO: 21225 PH 2017-09-09 0744 DQ5M          59  0092   YM7KA         59  295
QSO: 21250 PH 2017-09-09 0748 DQ5M          59  0093   A71AE         59  018
QSO: 21265 PH 2017-09-09 0750 DQ5M          59  0094   5B4AIF        59  009
QSO: 21290 PH 2017-09-09 0754 DQ5M          59  0095   4X4LF         59  002
QSO: 21275 PH 2017-09-09 0803 DQ5M          59  0096   E2X           59  035
QSO: 21290 PH 2017-09-09 0805 DQ5M          59  0097   JH5MXB        59  002
QSO: 14210 PH 2017-09-09 0810 DQ5M          59  0098   A61EK         59  055
QSO: 14235 PH 2017-09-09 0818 DQ5M          59  0099   A71AE         59  037
QSO: 21279 PH 2017-09-09 0825 DQ5M          59  0100   JH1EAQ        59  015
QSO: 14197 PH 2017-09-09 0830 DQ5M          59  0101   CR3W          59  282
QSO: 14265 PH 2017-09-09 0833 DQ5M          59  0102   A61SM         59  011
QTC: 14235 PH 2017-09-09 0834 DQ5M          007/10     A71AE         0824 DJ5AN          030
QTC: 14235 PH 2017-09-09 0834 DQ5M          007/10     A71AE         0826 OM2VL          122
QTC: 14235 PH 2017-09-09 0834 DQ5M          007/10     A71AE         0827 UA3KW          008
QTC: 14235 PH 2017-09-09 0834 DQ5M          007/10     A71AE         0827 RW4WA          016
QTC: 14235 PH 2017-09-09 0834 DQ5M          007/10     A71AE         0827 DL5ANS         011
QTC: 14235 PH 2017-09-09 0834 DQ5M          007/10     A71AE         0828 DG7NFX         003
QTC: 14235 PH 2017-09-09 0834 DQ5M          007/10     A71AE         0828 DJ9MH          007
QTC: 14235 PH 2017-09-09 0834 DQ5M          007/10     A71AE         0829 DK0FC          045
QTC: 14235 PH 2017-09-09 0834 DQ5M          007/10     A71AE         0829 DF2F           016
QTC: 14235 PH 2017-09-09 0834 DQ5M          007/10     A71AE         0829 SP9FMP         001
QSO: 14216 PH 2017-09-09 0847 DQ5M          59  0103   RT9L          59  057
QTC: 14208 PH 2017-09-09 0849 DQ5M          033/1      4X6FR         0838 DL0IL          016
QSO: 21240 PH 2017-09-09 0855 DQ5M          59  0104   VU2RBI        59  025
QSO: 21235 PH 2017-09-09 0858 DQ5M          59  0105   9M2GET        59  032
QSO: 21287 PH 2017-09-09 0859 DQ5M          59  0106   9K2HN         59  397
QSO: 21260 PH 2017-09-09 0901 DQ5M          59  0107   HZ1BW         59  007
QSO: 21245 PH 2017-09-09 0907 DQ5M          59  0108   HS5SRH        59  028
QTC: 21245 PH 2017-09-09 0907 DQ5M          002/10     HS5SRH        0853 EW7M           036
QTC: 21245 PH 2017-09-09 0907 DQ5M          002/10     HS5SRH        0854 UA6YN          044
QTC: 21245 PH 2017-09-09 0907 DQ5M          002/10     HS5SRH        0855 IZ8GNR         046
QTC: 21245 PH 2017-09-09 0907 DQ5M          002/10     HS5SRH        0856 LZ/NR3DL       020
QTC: 21245 PH 2017-09-09 0907 DQ5M          002/10     HS5SRH        0856 EA5DFV         097
QTC: 21245 PH 2017-09-09 0907 DQ5M          002/10     HS5SRH        0857 UT8IM          025
QTC: 21245 PH 2017-09-09 0907 DQ5M          002/10     HS5SRH        0858 IZ6WSJ         033
QTC: 21245 PH 2017-09-09 0907 DQ5M          002/10     HS5SRH        0858 LZ8EDJ         001
QTC: 21245 PH 2017-09-09 0907 DQ5M          002/10     HS5SRH        0859 DJ6OZ          012
QTC: 21245 PH 2017-09-09 0907 DQ5M          002/10     HS5SRH        0900 DL3BQA         013
QSO: 21294 PH 2017-09-09 0911 DQ5M          59  0109   UN7ZAF        59  043
QSO: 28480 PH 2017-09-09 0914 DQ5M          59  0110   P3X           59  284
QSO: 21248 PH 2017-09-09 0914 DQ5M          59  0111   YB1AR         59  010
QSO: 21283 PH 2017-09-09 0917 DQ5M          59  0112   TA4RC         59  102
X-QSO: 28477 PH 2017-09-09 0918 DQ5M          59  0113   DQ5M          59  XXX
QSO: 21298 PH 2017-09-09 0920 DQ5M          59  0114   HZ1FS         59  259
QSO: 21280 PH 2017-09-09 0920 DQ5M          59  0115   P3X           59  288
QTC: 21248 PH 2017-09-09 0928 DQ5M          002/10     YB1AR         0914 SN7NS          081
QTC: 21248 PH 2017-09-09 0928 DQ5M          002/10     YB1AR         0915 DL7ON          031
QTC: 21248 PH 2017-09-09 0928 DQ5M          002/10     YB1AR         0915 DL0V           080
QTC: 21248 PH 2017-09-09 0928 DQ5M          002/10     YB1AR         0916 DK7C           077
QTC: 21248 PH 2017-09-09 0928 DQ5M          002/10     YB1AR         0916 DL3BKA         017
QTC: 21248 PH 2017-09-09 0928 DQ5M          002/10     YB1AR         0917 EW7M           041
QTC: 21248 PH 2017-09-09 0928 DQ5M          002/10     YB1AR         0917 LY4A           078
QTC: 21248 PH 2017-09-09 0928 DQ5M          002/10     YB1AR         0918 DK8MZ          006
QTC: 21248 PH 2017-09-09 0928 DQ5M          002/10     YB1AR         0918 DL0CS          031
QTC: 21248 PH 2017-09-09 0928 DQ5M          002/10     YB1AR         0918 DL0WW          007
QSO: 14209 PH 2017-09-09 0930 DQ5M          59  0116   ZX5J          59  242
QSO: 14193 PH 2017-09-09 0933 DQ5M          59  0117   PR7AA         59  135
QSO: 14200 PH 2017-09-09 0941 DQ5M          59  0118   ZW8T          59  249
QSO: 14275 PH 2017-09-09 0946 DQ5M          59  0119   JF2QNM        59  002
QSO: 14237 PH 2017-09-09 0950 DQ5M          59  0120   TA3AWS        59  084
QTC: 14237 PH 2017-09-09 0950 DQ5M          008/10     TA3AWS        0938 GW1YQM         001
QTC: 14237 PH 2017-09-09 0950 DQ5M          008/10     TA3AWS        0938 SP9FMP         010
QTC: 14237 PH 2017-09-09 0950 DQ5M          008/10     TA3AWS        0939 OM5WW          013
QTC: 14237 PH 2017-09-09 0950 DQ5M          008/10     TA3AWS        0939 SK2T           023
QTC: 14237 PH 2017-09-09 0950 DQ5M          008/10     TA3AWS        0940 I3ZSX          003
QTC: 14237 PH 2017-09-09 0950 DQ5M          008/10     TA3AWS        0941 DF0BV          003
QTC: 14237 PH 2017-09-09 0950 DQ5M          008/10     TA3AWS        0945 DL5WW          082
QTC: 14237 PH 2017-09-09 0950 DQ5M          008/10     TA3AWS        0945 DJ6OZ          016
QTC: 14237 PH 2017-09-09 0950 DQ5M          008/10     TA3AWS        0946 YQ6A           047
QTC: 14237 PH 2017-09-09 0950 DQ5M          008/10     TA3AWS        0946 DF9XV          011
QSO: 14180 PH 2017-09-09 0954 DQ5M          59  0121   EA9KB         59  000
QSO: 21280 PH 2017-09-09 1002 DQ5M          59  0122   ZX5J          59  296
QTC: 14203 PH 2017-09-09 1017 DQ5M          011/10     RT9L          0955 DK0FC          053
QTC: 14203 PH 2017-09-09 1017 DQ5M          011/10     RT9L          0956 YO2MLS         009
QTC: 14203 PH 2017-09-09 1017 DQ5M          011/10     RT9L          0957 DL6NDW         046
QTC: 14203 PH 2017-09-09 1017 DQ5M          011/10     RT9L          0957 DL5M           008
QTC: 14203 PH 2017-09-09 1017 DQ5M          011/10     RT9L          0959 YO9HP          036
QTC: 14203 PH 2017-09-09 1017 DQ5M          011/10     RT9L          1001 OZ1ADL         049
QTC: 14203 PH 2017-09-09 1017 DQ5M          011/10     RT9L          1001 DF8XC          013
QTC: 14203 PH 2017-09-09 1017 DQ5M          011/10     RT9L          1001 DL7BC          032
QTC: 14203 PH 2017-09-09 1017 DQ5M          011/10     RT9L          1002 DK7C           088
QTC: 14203 PH 2017-09-09 1017 DQ5M          011/10     RT9L          1002 RW3AI          007
QSO: 21282 PH 2017-09-09 1023 DQ5M          59  0123   YB1HDR        59  044
QTC: 21274 PH 2017-09-09 1028 DQ5M          010/10     E2X           1004 DL4MP          003
QTC: 21274 PH 2017-09-09 1028 DQ5M          010/10     E2X           1007 DF2AJ          028
QTC: 21274 PH 2017-09-09 1028 DQ5M          010/10     E2X           1008 DL8DSL         016
QTC: 21274 PH 2017-09-09 1028 DQ5M          010/10     E2X           1011 US0U           014
QTC: 21274 PH 2017-09-09 1028 DQ5M          010/10     E2X           1011 HB9JW          009
QTC: 21274 PH 2017-09-09 1028 DQ5M          010/10     E2X           1014 UA3KW          025
QTC: 21274 PH 2017-09-09 1028 DQ5M          010/10     E2X           1017 UT4UMZ         029
QTC: 21274 PH 2017-09-09 1028 DQ5M          010/10     E2X           1023 DJ5MN          002
QTC: 21274 PH 2017-09-09 1028 DQ5M          010/10     E2X           1024 DL9RAR         048
QTC: 21274 PH 2017-09-09 1028 DQ5M          010/10     E2X           1024 IZ1ZJS         018
QSO: 14252 PH 2017-09-09 1030 DQ5M          59  0124   EH8SDC        59  000
QSO: 21235 PH 2017-09-09 1030 DQ5M          59  0125   VU2YVK        59  106
QTC: 21235 PH 2017-09-09 1030 DQ5M          007/10     VU2YVK        0832 HG7T           166
QTC: 21235 PH 2017-09-09 1030 DQ5M          007/10     VU2YVK        0833 DL5WW          062
QTC: 21235 PH 2017-09-09 1030 DQ5M          007/10     VU2YVK        0835 R2GB           005
QTC: 21235 PH 2017-09-09 1030 DQ5M          007/10     VU2YVK        0839 OM2VL          131
QTC: 21235 PH 2017-09-09 1030 DQ5M          007/10     VU2YVK        0842 RW4WA          019
QTC: 21235 PH 2017-09-09 1030 DQ5M          007/10     VU2YVK        0844 SN7D           072
QTC: 21235 PH 2017-09-09 1030 DQ5M          007/10     VU2YVK        0920 RW7DU          009
QTC: 21235 PH 2017-09-09 1030 DQ5M          007/10     VU2YVK        0922 S52D           013
QTC: 21235 PH 2017-09-09 1030 DQ5M          007/10     VU2YVK        0923 S59AA          002
QTC: 21235 PH 2017-09-09 1030 DQ5M          007/10     VU2YVK        0925 S52OT          043
QSO: 14285 PH 2017-09-09 1032 DQ5M          59  0126   JE6RPM        59  059
QSO: 21229 PH 2017-09-09 1038 DQ5M          59  0127   A61FK         59  035
QSO: 21257 PH 2017-09-09 1047 DQ5M          59  0128   YC9XYP        59  002
QSO: 21248 PH 2017-09-09 1050 DQ5M          59  0129   A61SM         59  079
QTC: 21248 PH 2017-09-09 1050 DQ5M          009/3      A61SM         1049 DL5L           096
QTC: 21248 PH 2017-09-09 1050 DQ5M          009/3      A61SM         1050 US0U           020
QTC: 21248 PH 2017-09-09 1050 DQ5M          009/3      A61SM         1050 UT7QL          070
QSO: 21257 PH 2017-09-09 1055 DQ5M          59  0130   V53DX         59  001
QSO: 21257 PH 2017-09-09 1057 DQ5M          59  0131   VK2IA         59  002
QSO: 21257 PH 2017-09-09 1059 DQ5M          59  0132   RM9RZ         59  151
QSO: 21257 PH 2017-09-09 1059 DQ5M          59  0133   RA9MX         59  053
QTC: 21227 PH 2017-09-09 1112 DQ5M          028/2      UN7ZAF        1109 RX7K           019
QTC: 21227 PH 2017-09-09 1112 DQ5M          028/2      UN7ZAF        1111 UR3QTN         011
QSO: 21190 PH 2017-09-09 1118 DQ5M          59  0134   HZ1DG         59  022
QSO: 14200 PH 2017-09-09 1130 DQ5M          59  0135   W3LL          59  045
QSO: 14194 PH 2017-09-09 1131 DQ5M          59  0136   KD4D          59  066
QSO: 14280 PH 2017-09-09 1136 DQ5M          57  0137   M0BHG/P       59  000
QSO: 14191 PH 2017-09-09 1137 DQ5M          59  0138   K3RA          59  011
QSO: 14280 PH 2017-09-09 1138 DQ5M          59  0139   NY2PO         59  004
QSO: 14280 PH 2017-09-09 1144 DQ5M          59  0140   M6SQC         59  000
QSO: 14280 PH 2017-09-09 1148 DQ5M          59  0141   M0XOC         59  000
QSO: 14280 PH 2017-09-09 1152 DQ5M          47  0142   2W0WOD        59  000
QSO: 14280 PH 2017-09-09 1154 DQ5M          59  0143   GM6YGW        59  000
QSO: 14280 PH 2017-09-09 1155 DQ5M          59  0144   M0OWS         59  000
QSO: 14242 PH 2017-09-09 1157 DQ5M          59  0145   WA1J          59  037
QSO: 14225 PH 2017-09-09 1158 DQ5M          59  0146   JH1EAQ        59  039
QTC: 14265 PH 2017-09-09 1200 DQ5M          017/5      JE6RPM        1153 LY4L           003
QTC: 14265 PH 2017-09-09 1200 DQ5M          017/5      JE6RPM        1153 DP4M           063
QTC: 14265 PH 2017-09-09 1200 DQ5M          017/5      JE6RPM        1155 S51CK          001
QTC: 14265 PH 2017-09-09 1200 DQ5M          017/5      JE6RPM        1158 UZ2I           066
QTC: 14265 PH 2017-09-09 1200 DQ5M          017/5      JE6RPM        1159 UA4LCH         002
QTC: 14242 PH 2017-09-09 1204 DQ5M          010/5      WA1J          1203 UA7K           246
QTC: 14242 PH 2017-09-09 1204 DQ5M          010/5      WA1J          1204 UY5ZZ          078
QTC: 14242 PH 2017-09-09 1204 DQ5M          010/5      WA1J          1204 DK0V           115
QTC: 14242 PH 2017-09-09 1204 DQ5M          010/5      WA1J          1204 DF8XC          026
QTC: 14242 PH 2017-09-09 1204 DQ5M          010/5      WA1J          1204 GW1YQM         017
QSO: 14203 PH 2017-09-09 1210 DQ5M          59  0147   N2RJ          59  027
QTC: 14225 PH 2017-09-09 1212 DQ5M          009/8      JH1EAQ        1205 RN4SC          012
QTC: 14225 PH 2017-09-09 1212 DQ5M          009/8      JH1EAQ        1206 DQ1P           047
QTC: 14225 PH 2017-09-09 1212 DQ5M          009/8      JH1EAQ        1208 IZ5CMC         017
QTC: 14225 PH 2017-09-09 1212 DQ5M          009/8      JH1EAQ        1209 DL8BH          002
QTC: 14225 PH 2017-09-09 1212 DQ5M          009/8      JH1EAQ        1210 DL2DQL         042
QTC: 14225 PH 2017-09-09 1212 DQ5M          009/8      JH1EAQ        1210 DL5LYM         004
QTC: 14225 PH 2017-09-09 1212 DQ5M          009/8      JH1EAQ        1211 DF8WC          029
QTC: 14225 PH 2017-09-09 1212 DQ5M          009/8      JH1EAQ        1212 S57DX          101
QSO: 14280 PH 2017-09-09 1217 DQ5M          59  0148   N4MM          59  005
QSO: 14222 PH 2017-09-09 1222 DQ5M          59  0149   JG1VGX        59  016
QSO: 14147 PH 2017-09-09 1224 DQ5M          59  0150   CG3AT         59  067
QTC: 14194 PH 2017-09-09 1226 DQ5M          008/10     KD4D          1141 DQ1P           043
QTC: 14194 PH 2017-09-09 1226 DQ5M          008/10     KD4D          1141 DP6P           068
QTC: 14194 PH 2017-09-09 1226 DQ5M          008/10     KD4D          1142 DK0SU          003
QTC: 14194 PH 2017-09-09 1226 DQ5M          008/10     KD4D          1142 DK9JI          017
QTC: 14194 PH 2017-09-09 1226 DQ5M          008/10     KD4D          1143 DL0GD          031
QTC: 14194 PH 2017-09-09 1226 DQ5M          008/10     KD4D          1143 F1RHS          027
QTC: 14194 PH 2017-09-09 1226 DQ5M          008/10     KD4D          1144 PI4AMF         056
QTC: 14194 PH 2017-09-09 1226 DQ5M          008/10     KD4D          1145 DJ8EW          015
QTC: 14194 PH 2017-09-09 1226 DQ5M          008/10     KD4D          1145 DL5L           124
QTC: 14194 PH 2017-09-09 1226 DQ5M          008/10     KD4D          1146 DJ5MN          020
QTC: 14222 PH 2017-09-09 1229 DQ5M          003/10     JG1VGX        0921 HG7T           180
QTC: 14222 PH 2017-09-09 1229 DQ5M          003/10     JG1VGX        1020 RW4WA          048
QTC: 14222 PH 2017-09-09 1229 DQ5M          003/10     JG1VGX        1031 HG7T           193
QTC: 14222 PH 2017-09-09 1229 DQ5M          003/10     JG1VGX        1221 UA6YN          065
QTC: 14222 PH 2017-09-09 1229 DQ5M          003/10     JG1VGX        1222 OG55W          016
QTC: 14222 PH 2017-09-09 1229 DQ5M          003/10     JG1VGX        1222 DP4M           071
QTC: 14222 PH 2017-09-09 1229 DQ5M          003/10     JG1VGX        1223 DL8BH          005
QTC: 14222 PH 2017-09-09 1229 DQ5M          003/10     JG1VGX        1223 8S0C           068
QTC: 14222 PH 2017-09-09 1229 DQ5M          003/10     JG1VGX        1224 RX7K           025
QTC: 14222 PH 2017-09-09 1229 DQ5M          003/10     JG1VGX        1224 DL0CS          069
QSO: 14159 PH 2017-09-09 1233 DQ5M          59  0151   WA1Z          59  019
QSO: 14197 PH 2017-09-09 1235 DQ5M          59  0152   YB1AR         59  085
QSO: 14204 PH 2017-09-09 1240 DQ5M          59  0153   BI4VIP        59  014
QTC: 14203 PH 2017-09-09 1240 DQ5M          009/10     N2RJ          1220 SK2T           030
QTC: 14203 PH 2017-09-09 1240 DQ5M          009/10     N2RJ          1221 DG0AM          014
QTC: 14203 PH 2017-09-09 1240 DQ5M          009/10     N2RJ          1222 DM3HZN         005
QTC: 14203 PH 2017-09-09 1240 DQ5M          009/10     N2RJ          1222 DL1DAW         065
QTC: 14203 PH 2017-09-09 1240 DQ5M          009/10     N2RJ          1223 DL5L           107
QTC: 14203 PH 2017-09-09 1240 DQ5M          009/10     N2RJ          1223 DK0SU          009
QTC: 14203 PH 2017-09-09 1240 DQ5M          009/10     N2RJ          1227 UT5ZZ          066
QTC: 14203 PH 2017-09-09 1240 DQ5M          009/10     N2RJ          1228 F5OHM          006
QTC: 14203 PH 2017-09-09 1240 DQ5M          009/10     N2RJ          1229 DF0HQ          206
QTC: 14203 PH 2017-09-09 1240 DQ5M          009/10     N2RJ          1231 ED3D           011
QSO: 21308 PH 2017-09-09 1245 DQ5M          59  0154   PY2YU         59  076
QSO: 14218 PH 2017-09-09 1247 DQ5M          59  0155   JH5MXB        59  042
QSO: 14278 PH 2017-09-09 1248 DQ5M          59  0156   JH4UTP        59  028
QTC: 14278 PH 2017-09-09 1248 DQ5M          005/6      JH4UTP        1244 DF0HQ          211
QTC: 14278 PH 2017-09-09 1248 DQ5M          005/6      JH4UTP        1244 HG7T           229
QTC: 14278 PH 2017-09-09 1248 DQ5M          005/6      JH4UTP        1246 SM4EMO         018
QTC: 14278 PH 2017-09-09 1248 DQ5M          005/6      JH4UTP        1246 DL0SN          120
QTC: 14278 PH 2017-09-09 1248 DQ5M          005/6      JH4UTP        1247 DL7BC          050
QTC: 14278 PH 2017-09-09 1248 DQ5M          005/6      JH4UTP        1247 DL7ON          063
QSO: 14193 PH 2017-09-09 1252 DQ5M          59  0157   RF9C          59  059
QSO: 14220 PH 2017-09-09 1252 DQ5M          59  0158   VR2XMT        59  019
QSO: 21250 PH 2017-09-09 1253 DQ5M          59  0159   ZW8T          59  291
QSO: 14177 PH 2017-09-09 1257 DQ5M          59  0160   DS3EXX        59  002
QSO: 14217 PH 2017-09-09 1259 DQ5M          59  0161   E2X           59  114
QSO: 14274 PH 2017-09-09 1300 DQ5M          59  0162   BD7DT         59  025
QSO: 14255 PH 2017-09-09 1301 DQ5M          59  0163   YB3BX         59  010
QSO: 14251 PH 2017-09-09 1305 DQ5M          59  0164   HS3LSE        59  027
QTC: 14278 PH 2017-09-09 1309 DQ5M          009/3      JH4UTP        1307 DL5L           119
QTC: 14278 PH 2017-09-09 1309 DQ5M          009/3      JH4UTP        1308 UA4HTT         033
QTC: 14278 PH 2017-09-09 1309 DQ5M          009/3      JH4UTP        1338 DK0V           127
QSO: 14229 PH 2017-09-09 1313 DQ5M          59  0165   BD4TS         59  007
QSO: 14287 PH 2017-09-09 1314 DQ5M          59  0166   JR4VEV        59  026
QTC: 14287 PH 2017-09-09 1314 DQ5M          004/1      JR4VEV        1312 DL0CS          083
QSO: 14257 PH 2017-09-09 1320 DQ5M          59  0167   8N1T          59  005
QTC: 14278 PH 2017-09-09 1322 DQ5M          012/1      JH4UTP        1317 UT5CY          010
QSO: 14190 PH 2017-09-09 1328 DQ5M          59  0168   BD3CB         59  016
QSO: 14263 PH 2017-09-09 1330 DQ5M          59  0169   YB6DE         59  019
QSO: 14175 PH 2017-09-09 1335 DQ5M          59  0170   OD5VB         59  000
QSO: 14128 PH 2017-09-09 1336 DQ5M          59  0171   P29LL         59  000
QSO: 21255 PH 2017-09-09 1337 DQ5M          59  0172   PR7AA         59  229
QSO: 14275 PH 2017-09-09 1342 DQ5M          59  0173   YB8UTI        59  014
QTC: 14290 PH 2017-09-09 1342 DQ5M          018/2      JH1EAQ        1339 SM5NQB         027
QTC: 14290 PH 2017-09-09 1342 DQ5M          018/2      JH1EAQ        1339 DL5KUT         013
QSO: 14187 PH 2017-09-09 1344 DQ5M          59  0174   E21YDP        59  041
QSO: 14270 PH 2017-09-09 1349 DQ5M          59  0175   VK2ZR         59  008
QSO: 14271 PH 2017-09-09 1354 DQ5M          59  0176   A92AA         59  026
QTC: 14229 PH 2017-09-09 1357 DQ5M          009/9      BD4TS         1320 OG55W          031
QTC: 14229 PH 2017-09-09 1357 DQ5M          009/9      BD4TS         1323 8S0C           084
QTC: 14229 PH 2017-09-09 1357 DQ5M          009/9      BD4TS         1326 DL0WW          028
QTC: 14229 PH 2017-09-09 1357 DQ5M          009/9      BD4TS         1329 DF0HQ          242
QTC: 14229 PH 2017-09-09 1357 DQ5M          009/9      BD4TS         1340 DL0HN          113
QTC: 14229 PH 2017-09-09 1357 DQ5M          009/9      BD4TS         1341 DL5WW          127
QTC: 14229 PH 2017-09-09 1357 DQ5M          009/9      BD4TS         1341 DL0CS          092
QTC: 14229 PH 2017-09-09 1357 DQ5M          009/9      BD4TS         1351 SN7D           118
QTC: 14229 PH 2017-09-09 1357 DQ5M          009/9      BD4TS         1357 DP4M           094
QSO: 14180 PH 2017-09-09 1403 DQ5M          59  0177   A61FK         59  135
QTC: 14235 PH 2017-09-09 1405 DQ5M          021/8      CG3AT         1353 S52OT          079
QTC: 14235 PH 2017-09-09 1405 DQ5M          021/8      CG3AT         1354 F5LIW          018
QTC: 14235 PH 2017-09-09 1405 DQ5M          021/8      CG3AT         1354 F5BBD          020
QTC: 14235 PH 2017-09-09 1405 DQ5M          021/8      CG3AT         1355 OK2TS          018
QTC: 14235 PH 2017-09-09 1405 DQ5M          021/8      CG3AT         1356 I2YYO          005
QTC: 14235 PH 2017-09-09 1405 DQ5M          021/8      CG3AT         1358 OK1JBL         002
QTC: 14235 PH 2017-09-09 1405 DQ5M          021/8      CG3AT         1359 S53EO          039
QTC: 14235 PH 2017-09-09 1405 DQ5M          021/8      CG3AT         1403 9A2F           025
QSO: 14206 PH 2017-09-09 1409 DQ5M          59  0178   VU2PCD        59  000
QSO: 14208 PH 2017-09-09 1410 DQ5M          59  0179   WA1J          59  185
QTC: 14208 PH 2017-09-09 1410 DQ5M          028/5      W1AJ          1344 DL9FBF         008
QTC: 14208 PH 2017-09-09 1410 DQ5M          028/5      W1AJ          1345 S52OT          077
QTC: 14208 PH 2017-09-09 1410 DQ5M          028/5      W1AJ          1346 RA3NC          011
QTC: 14208 PH 2017-09-09 1410 DQ5M          028/5      W1AJ          1346 UA3KW          059
QTC: 14208 PH 2017-09-09 1410 DQ5M          028/5      W1AJ          1347 OE1RFU         009
QTC: 14236 PH 2017-09-09 1413 DQ5M          022/2      CG3AT         1407 F6BLZ          072
QTC: 14236 PH 2017-09-09 1413 DQ5M          022/2      CG3AT         1410 ED3D           015
QTC: 14213 PH 2017-09-09 1414 DQ5M          007/10     A61EK         0815 UZ2I           046
QTC: 14213 PH 2017-09-09 1414 DQ5M          007/10     A61EK         0815 S52OT          034
QTC: 14213 PH 2017-09-09 1414 DQ5M          007/10     A61EK         0816 DJ1AA          026
QTC: 14213 PH 2017-09-09 1414 DQ5M          007/10     A61EK         0816 HG7T           155
QTC: 14213 PH 2017-09-09 1414 DQ5M          007/10     A61EK         1314 DQ1P           059
QTC: 14213 PH 2017-09-09 1414 DQ5M          007/10     A61EK         1314 UT0EM          010
QTC: 14213 PH 2017-09-09 1414 DQ5M          007/10     A61EK         1315 RN4NW          012
QTC: 14213 PH 2017-09-09 1414 DQ5M          007/10     A61EK         1315 YO8THG         009
QTC: 14213 PH 2017-09-09 1414 DQ5M          007/10     A61EK         1317 PD2GSP         016
QTC: 14213 PH 2017-09-09 1414 DQ5M          007/10     A61EK         1318 DF0BV          020
QSO: 14280 PH 2017-09-09 1421 DQ5M          59  0180   3DA0TM        59  001
QSO: 14280 PH 2017-09-09 1426 DQ5M          59  0181   DU4DXT        59  012
QSO: 14280 PH 2017-09-09 1428 DQ5M          59  0182   JF1OJC        59  002
QSO: 14287 PH 2017-09-09 1430 DQ5M          59  0183   E2A           59  067
QTC: 14287 PH 2017-09-09 1430 DQ5M          013/2      E2A           1429 8S0C           094
QTC: 14287 PH 2017-09-09 1430 DQ5M          013/2      E2A           1430 OZ5E           013
QSO: 14234 PH 2017-09-09 1431 DQ5M          59  0184   9M2GET        59  076
QTC: 14234 PH 2017-09-09 1431 DQ5M          010/9      9M2GET        1424 DK0V           144
QTC: 14234 PH 2017-09-09 1431 DQ5M          010/9      9M2GET        1426 IQ2DN          029
QTC: 14234 PH 2017-09-09 1431 DQ5M          010/9      9M2GET        1427 DF9XV          067
QTC: 14234 PH 2017-09-09 1431 DQ5M          010/9      9M2GET        1427 DF0HQ          270
QTC: 14234 PH 2017-09-09 1431 DQ5M          010/9      9M2GET        1430 UY5ZZ          122
QTC: 14234 PH 2017-09-09 1431 DQ5M          010/9      9M2GET        1431 DL5WW          162
QTC: 14234 PH 2017-09-09 1431 DQ5M          010/9      9M2GET        1431 YO9HP          075
QTC: 14234 PH 2017-09-09 1431 DQ5M          010/9      9M2GET        1431 UT4U           036
QTC: 14234 PH 2017-09-09 1431 DQ5M          010/9      9M2GET        1432 8S0C           095
QTC: 14184 PH 2017-09-09 1439 DQ5M          021/10     W3LL          1340 HB9TU          003
QTC: 14184 PH 2017-09-09 1439 DQ5M          021/10     W3LL          1341 IZ5EME         043
QTC: 14184 PH 2017-09-09 1439 DQ5M          021/10     W3LL          1342 DL9FBF         006
QTC: 14184 PH 2017-09-09 1439 DQ5M          021/10     W3LL          1343 DL1DCT         005
QTC: 14184 PH 2017-09-09 1439 DQ5M          021/10     W3LL          1348 DL3WB          055
QTC: 14184 PH 2017-09-09 1439 DQ5M          021/10     W3LL          1413 ED3D           017
QTC: 14184 PH 2017-09-09 1439 DQ5M          021/10     W3LL          1417 CT7ACG         002
QTC: 14184 PH 2017-09-09 1439 DQ5M          021/10     W3LL          1418 DF9IX          011
QTC: 14184 PH 2017-09-09 1439 DQ5M          021/10     W3LL          1423 DL4VAI         051
QTC: 14184 PH 2017-09-09 1439 DQ5M          021/10     W3LL          1426 PA7AL          015
QSO: 14280 PH 2017-09-09 1447 DQ5M          59  0185   N2ZN          59  008
QSO: 14222 PH 2017-09-09 1448 DQ5M          59  0186   9V1YC         59  019
QSO: 14280 PH 2017-09-09 1451 DQ5M          59  0187   NK3Y          59  011
QSO: 14280 PH 2017-09-09 1454 DQ5M          59  0188   VE3DZ         59  012
QSO: 14202 PH 2017-09-09 1458 DQ5M          59  0189   VK5PAS        59  014
QSO: 14259 PH 2017-09-09 1500 DQ5M          59  0190   CN8VO         59  056
QSO: 14280 PH 2017-09-09 1502 DQ5M          59  0191   N3ED          59  023
QTC: 14287 PH 2017-09-09 1504 DQ5M          018/8      E2A           1454 HB9EUP         014
QTC: 14287 PH 2017-09-09 1504 DQ5M          018/8      E2A           1455 PA3CVJ         007
QTC: 14287 PH 2017-09-09 1504 DQ5M          018/8      E2A           1455 EW1I           061
QTC: 14287 PH 2017-09-09 1504 DQ5M          018/8      E2A           1455 UA3VFS         007
QTC: 14287 PH 2017-09-09 1504 DQ5M          018/8      E2A           1455 EA5DFV         140
