START-OF-LOG: 3.0
CALLSIGN: WA2FZB
CONTEST: CQ-WW-CW
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-MODE: CW
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY:
CLAIMED-SCORE: 439425
NAME: Tony Starr
LOCATION: SNJ
OPERATORS: WA2FZB
CLUB:
CERTIFICATE: NO
CREATED-BY: N1MM Logger+ 1.0.5988.0
SOAPBOX: My first big CW contest. It was a blast!
QSO: 14020 CW 2016-11-27 1340 WA2FZB        599 5      PA0GJV        599 14
QSO: 14025 CW 2016-11-27 1341 WA2FZB        599 5      9A1A          599 15
QSO: 14026 CW 2016-11-27 1342 WA2FZB        599 5      YT1T          599 15
QSO: 14026 CW 2016-11-27 1343 WA2FZB        599 5      DR4A          599 14
QSO: 14034 CW 2016-11-27 1346 WA2FZB        599 5      IB9T          599 15
QSO: 14014 CW 2016-11-27 1354 WA2FZB        599 5      M6T           599 14
QSO: 14034 CW 2016-11-27 1401 WA2FZB        599 5      IK0YVV        599 15
QSO: 14035 CW 2016-11-27 1401 WA2FZB        599 5      HG1S          599 15
QSO: 14037 CW 2016-11-27 1402 WA2FZB        599 5      IO1T          599 15
QSO: 14038 CW 2016-11-27 1405 WA2FZB        599 5      LZ9W          599 20
QSO: 14041 CW 2016-11-27 1406 WA2FZB        599 5      YT1A          599 15
QSO: 14042 CW 2016-11-27 1407 WA2FZB        599 5      S52ZW         599 15
QSO: 14044 CW 2016-11-27 1410 WA2FZB        599 5      TM2Y          599 14
QSO: 14047 CW 2016-11-27 1411 WA2FZB        599 5      HG5A          599 15
QSO: 14049 CW 2016-11-27 1412 WA2FZB        599 5      M7W           599 14
QSO: 14050 CW 2016-11-27 1413 WA2FZB        599 5      G3V           599 14
QSO: 14057 CW 2016-11-27 1416 WA2FZB        599 5      LZ6W          599 20
QSO: 14058 CW 2016-11-27 1418 WA2FZB        599 5      SP9KAO        599 15
QSO: 14059 CW 2016-11-27 1420 WA2FZB        599 5      OK1DO         599 15
QSO: 14062 CW 2016-11-27 1421 WA2FZB        599 5      DL6JF         599 14
QSO: 14062 CW 2016-11-27 1421 WA2FZB        599 5      ER4A          599 16
QSO: 14063 CW 2016-11-27 1422 WA2FZB        599 5      IK3UNA        599 15
QSO: 14065 CW 2016-11-27 1423 WA2FZB        599 5      S58J          599 15
QSO: 14068 CW 2016-11-27 1424 WA2FZB        599 5      UW5Y          599 16
QSO: 14078 CW 2016-11-27 1426 WA2FZB        599 5      DD2CW         599 14
QSO: 14083 CW 2016-11-27 1431 WA2FZB        599 5      OK1XC         599 15
QSO: 14087 CW 2016-11-27 1432 WA2FZB        599 5      DK2OY         599 14
QSO: 14090 CW 2016-11-27 1433 WA2FZB        599 5      HA3UU         599 15
QSO: 14092 CW 2016-11-27 1433 WA2FZB        599 5      OM7RU         599 15
QSO: 14095 CW 2016-11-27 1434 WA2FZB        599 5      IR6T          599 15
QSO: 14098 CW 2016-11-27 1435 WA2FZB        599 5      IZ8EFD        599 15
QSO: 14098 CW 2016-11-27 1436 WA2FZB        599 5      SP1C          599 15
QSO: 14099 CW 2016-11-27 1437 WA2FZB        599 5      HB9TMW        599 14
QSO: 14100 CW 2016-11-27 1438 WA2FZB        599 5      ZA/OG1N       599 15
QSO: 14101 CW 2016-11-27 1439 WA2FZB        599 5      LY2XW         599 15
QSO: 14002 CW 2016-11-27 1440 WA2FZB        599 5      S57DX         599 15
QSO: 14009 CW 2016-11-27 1440 WA2FZB        599 5      IO3X          599 15
QSO: 14019 CW 2016-11-27 1445 WA2FZB        599 5      ON5JT         599 14
QSO: 14027 CW 2016-11-27 1446 WA2FZB        599 5      LY4T          599 15
QSO: 14029 CW 2016-11-27 1448 WA2FZB        599 5      F5JVP         599 14
QSO: 14036 CW 2016-11-27 1449 WA2FZB        599 5      S52NR         599 15
QSO: 14036 CW 2016-11-27 1450 WA2FZB        599 5      OL2N          599 15
QSO: 14038 CW 2016-11-27 1452 WA2FZB        599 5      YT5A          599 15
QSO: 14043 CW 2016-11-27 1453 WA2FZB        599 5      OK8WW         599 15
QSO: 14046 CW 2016-11-27 1456 WA2FZB        599 5      YU5C          599 15
QSO: 14046 CW 2016-11-27 1458 WA2FZB        599 5      DL8SCG        599 14
QSO: 14048 CW 2016-11-27 1502 WA2FZB        599 5      CR3W          599 33
QSO: 14057 CW 2016-11-27 1506 WA2FZB        599 5      TF3CU         599 40
QSO: 14032 CW 2016-11-27 1510 WA2FZB        599 5      DL1A          599 14
QSO: 14039 CW 2016-11-27 1513 WA2FZB        599 5      OK2PYA        599 15
QSO: 14041 CW 2016-11-27 1514 WA2FZB        599 5      GI4SJQ        599 14
QSO: 14043 CW 2016-11-27 1515 WA2FZB        599 5      OM4Q          599 15
QSO: 14045 CW 2016-11-27 1515 WA2FZB        599 5      HB9ON         599 14
QSO: 14044 CW 2016-11-27 1519 WA2FZB        599 5      DF0HQ         599 14
QSO: 14059 CW 2016-11-27 1522 WA2FZB        599 5      HA7GN         599 15
QSO: 14060 CW 2016-11-27 1523 WA2FZB        599 5      F5MUX         599 14
QSO: 14062 CW 2016-11-27 1525 WA2FZB        599 5      E7DX          599 15
QSO: 14065 CW 2016-11-27 1526 WA2FZB        599 5      HA6P          599 15
QSO: 14075 CW 2016-11-27 1528 WA2FZB        599 5      VC3W/2        599 02
QSO: 14021 CW 2016-11-27 1540 WA2FZB        599 5      OM7M          599 15
QSO: 14026 CW 2016-11-27 1541 WA2FZB        599 5      IQ3WW         599 15
QSO: 14033 CW 2016-11-27 1544 WA2FZB        599 5      GW4J          599 14
QSO: 14033 CW 2016-11-27 1545 WA2FZB        599 5      OL0W          599 15
QSO: 14038 CW 2016-11-27 1546 WA2FZB        599 5      HA8JV         599 15
QSO: 14042 CW 2016-11-27 1547 WA2FZB        599 5      SN7Q          599 15
QSO: 14044 CW 2016-11-27 1548 WA2FZB        599 5      EI8JX         599 14
QSO: 14109 CW 2016-11-27 1549 WA2FZB        599 5      HA3LN         599 15
QSO: 14104 CW 2016-11-27 1550 WA2FZB        599 5      GU3HFN        599 14
QSO: 14010 CW 2016-11-27 1553 WA2FZB        599 5      DL5JQ         599 14
QSO: 14017 CW 2016-11-27 1558 WA2FZB        599 5      GM3X          599 14
QSO: 14022 CW 2016-11-27 1558 WA2FZB        599 5      J70BH         599 08
QSO: 21025 CW 2016-11-27 1604 WA2FZB        599 5      LX7I          599 14
QSO: 21035 CW 2016-11-27 1604 WA2FZB        599 5      IR4M          599 15
QSO: 21070 CW 2016-11-27 1605 WA2FZB        599 5      EF8U          599 33
QSO: 21067 CW 2016-11-27 1606 WA2FZB        599 5      EA1FBU        599 14
QSO: 21037 CW 2016-11-27 1609 WA2FZB        599 5      F5NTV         599 14
QSO: 21053 CW 2016-11-27 1616 WA2FZB        599 5      HR2J          599 07
QSO: 21021 CW 2016-11-27 1620 WA2FZB        599 5      EF5T          599 14
QSO: 21016 CW 2016-11-27 1623 WA2FZB        599 5      EA2EA         599 14
QSO: 21047 CW 2016-11-27 1633 WA2FZB        599 5      F6HKA         599 14
QSO: 21025 CW 2016-11-27 1634 WA2FZB        599 5      VO1BQ         599 05
QSO: 21026 CW 2016-11-27 1636 WA2FZB        599 5      G5O           599 14
QSO: 21054 CW 2016-11-27 1638 WA2FZB        599 5      EC4TA         599 14
QSO: 21029 CW 2016-11-27 1639 WA2FZB        599 5      EA4TX         599 14
QSO: 21022 CW 2016-11-27 1642 WA2FZB        599 5      CO2XV         599 08
QSO: 28028 CW 2016-11-27 1646 WA2FZB        599 5      LT1F          599 13
QSO: 28015 CW 2016-11-27 1651 WA2FZB        599 5      LU3MAM        599 13
QSO: 28031 CW 2016-11-27 1652 WA2FZB        599 5      LU7HN         599 13
QSO: 28040 CW 2016-11-27 1656 WA2FZB        599 5      CE3CT         599 12
QSO: 21043 CW 2016-11-27 1657 WA2FZB        599 5      HC2AO         599 10
QSO: 21086 CW 2016-11-27 1659 WA2FZB        599 5      5H3EE         599 37
QSO: 21073 CW 2016-11-27 1707 WA2FZB        599 5      ZM4T          599 32
QSO: 21032 CW 2016-11-27 1709 WA2FZB        599 5      KH6LC         599 31
QSO: 21024 CW 2016-11-27 1716 WA2FZB        599 5      EB7KA         599 14
QSO: 21033 CW 2016-11-27 1718 WA2FZB        599 5      CU4DX         599 14
QSO: 21012 CW 2016-11-27 1718 WA2FZB        599 5      EA8CN         599 33
QSO: 21067 CW 2016-11-27 1720 WA2FZB        599 5      EF7A          599 14
QSO: 14006 CW 2016-11-27 1724 WA2FZB        599 5      G2F           599 14
QSO: 14016 CW 2016-11-27 1727 WA2FZB        599 5      TM6X          599 14
QSO: 14018 CW 2016-11-27 1729 WA2FZB        599 5      LZ5R          599 20
QSO: 14022 CW 2016-11-27 1730 WA2FZB        599 5      EA1DAV        599 14
QSO: 14026 CW 2016-11-27 1732 WA2FZB        599 5      IR4M          599 15
QSO: 14028 CW 2016-11-27 1734 WA2FZB        599 5      PA3AAV        599 14
QSO: 14036 CW 2016-11-27 1735 WA2FZB        599 5      LX7I          599 14
QSO: 14035 CW 2016-11-27 1738 WA2FZB        599 5      VP2VI         599 08
QSO: 14055 CW 2016-11-27 1740 WA2FZB        599 5      P40C          599 09
QSO: 14028 CW 2016-11-27 1744 WA2FZB        599 5      KH6J          599 31
QSO: 14049 CW 2016-11-27 1755 WA2FZB        599 5      EA1FBU        599 14
QSO: 14052 CW 2016-11-27 1804 WA2FZB        599 5      F5NBX         599 14
QSO: 14063 CW 2016-11-27 1816 WA2FZB        599 5      V26K          599 08
QSO: 14087 CW 2016-11-27 1821 WA2FZB        599 5      VK6LW         599 29
QSO: 14020 CW 2016-11-27 1826 WA2FZB        599 5      F6AGM         599 14
QSO: 14033 CW 2016-11-27 1829 WA2FZB        599 5      HP3SS         599 07
QSO: 14038 CW 2016-11-27 1834 WA2FZB        599 5      T6M           599 21
QSO: 14087 CW 2016-11-27 1838 WA2FZB        599 5      EA3IN         599 14
QSO: 14092 CW 2016-11-27 1839 WA2FZB        599 5      EF3T          599 14
QSO: 14089 CW 2016-11-27 1840 WA2FZB        599 5      F5VKT         599 14
QSO: 14053 CW 2016-11-27 1842 WA2FZB        599 5      VA7DZ         599 03
QSO: 14063 CW 2016-11-27 1847 WA2FZB        599 5      VE6BBP        599 04
QSO: 14047 CW 2016-11-27 1849 WA2FZB        599 5      CN8KD         599 33
QSO: 14042 CW 2016-11-27 1850 WA2FZB        599 5      EA8DP         599 33
QSO: 14009 CW 2016-11-27 1902 WA2FZB        599 5      CN2AA         599 33
QSO: 14067 CW 2016-11-27 1927 WA2FZB        599 5      T42CT         599 08
QSO: 21008 CW 2016-11-27 1931 WA2FZB        599 5      LW5EE         599 13
QSO: 21057 CW 2016-11-27 1935 WA2FZB        599 5      PY2QI         599 11
QSO: 21055 CW 2016-11-27 1936 WA2FZB        599 5      CE3CT         599 12
QSO: 28017 CW 2016-11-27 1945 WA2FZB        599 5      PS2T          599 11
QSO: 28002 CW 2016-11-27 1946 WA2FZB        599 5      CW4MAX        599 13
QSO: 28023 CW 2016-11-27 1949 WA2FZB        599 5      PY2FSR        599 11
QSO: 28035 CW 2016-11-27 1957 WA2FZB        599 5      V26K          599 08
QSO: 14012 CW 2016-11-27 2002 WA2FZB        599 5      PY4HO         599 11
QSO: 14023 CW 2016-11-27 2006 WA2FZB        599 5      J70BS         599 08
QSO: 14083 CW 2016-11-27 2012 WA2FZB        599 5      VE7VR         599 03
QSO: 14093 CW 2016-11-27 2020 WA2FZB        599 5      YV5IUA        599 09
QSO: 14085 CW 2016-11-27 2025 WA2FZB        599 5      VE9AA         599 05
QSO: 14020 CW 2016-11-27 2029 WA2FZB        599 5      XE2B          599 06
QSO: 14015 CW 2016-11-27 2034 WA2FZB        599 5      PV8ADI        599 11
QSO: 14043 CW 2016-11-27 2042 WA2FZB        599 5      VP5CW         599 08
QSO: 14007 CW 2016-11-27 2043 WA2FZB        599 5      P40W          599 09
QSO: 14004 CW 2016-11-27 2045 WA2FZB        599 5      HC2AO         599 10
QSO: 14013 CW 2016-11-27 2046 WA2FZB        599 5      YW4D          599 09
QSO: 14058 CW 2016-11-27 2050 WA2FZB        599 5      9Y4/VE3EY     599 09
QSO: 21037 CW 2016-11-27 2101 WA2FZB        599 5      OA4SS         599 10
QSO: 21027 CW 2016-11-27 2103 WA2FZB        599 5      LU3MAM        599 13
QSO: 21064 CW 2016-11-27 2104 WA2FZB        599 5      VP2EHC        599 08
QSO: 14094 CW 2016-11-27 2109 WA2FZB        599 5      CO8ZZ         599 08
QSO: 14051 CW 2016-11-27 2112 WA2FZB        599 5      6Y9X          599 08
QSO:  7050 CW 2016-11-27 2132 WA2FZB        599 5      VC2T          599 05
QSO:  7061 CW 2016-11-27 2135 WA2FZB        599 5      VY2TT         599 05
QSO:  7076 CW 2016-11-27 2143 WA2FZB        599 5      VA3DF         599 04
QSO:  7015 CW 2016-11-27 2145 WA2FZB        599 5      US1I          599 16
QSO:  7021 CW 2016-11-27 2147 WA2FZB        599 5      V47T          599 08
QSO:  7042 CW 2016-11-27 2150 WA2FZB        599 5      Z3B           599 15
QSO:  7051 CW 2016-11-27 2151 WA2FZB        599 5      9H6A          599 15
QSO:  7013 CW 2016-11-27 2155 WA2FZB        599 5      UX4U          599 16
QSO:  7037 CW 2016-11-27 2208 WA2FZB        599 5      HG1S          599 15
QSO:  7039 CW 2016-11-27 2210 WA2FZB        599 5      PS2T          599 11
QSO:  7042 CW 2016-11-27 2211 WA2FZB        599 5      DD1A          599 14
QSO:  7026 CW 2016-11-27 2214 WA2FZB        599 5      4X4NJ         599 20
QSO:  7039 CW 2016-11-27 2216 WA2FZB        599 5      M6T           599 14
QSO:  7064 CW 2016-11-27 2219 WA2FZB        599 5      F5VKT         599 14
QSO:  7045 CW 2016-11-27 2224 WA2FZB        599 5      VC3W/2        599 02
QSO:  7066 CW 2016-11-27 2226 WA2FZB        599 5      HB0/DK4YJ     599 14
QSO:  7016 CW 2016-11-27 2227 WA2FZB        599 5      IB9T          599 15
QSO:  7032 CW 2016-11-27 2228 WA2FZB        599 5      LX7I          599 14
QSO:  7076 CW 2016-11-27 2229 WA2FZB        599 5      EF1A          599 14
QSO:  7069 CW 2016-11-27 2230 WA2FZB        599 5      SO9Q          599 15
QSO:  7006 CW 2016-11-27 2232 WA2FZB        599 5      DF3CB         599 14
QSO:  7016 CW 2016-11-27 2232 WA2FZB        599 5      KP4M          599 08
QSO:  7041 CW 2016-11-27 2236 WA2FZB        599 5      OL3Z          599 08
QSO:  7074 CW 2016-11-27 2239 WA2FZB        599 5      KP4BD         599 08
QSO:  7062 CW 2016-11-27 2240 WA2FZB        599 5      CT3KN         599 33
QSO:  7066 CW 2016-11-27 2241 WA2FZB        599 5      HG7T          599 15
QSO:  7058 CW 2016-11-27 2242 WA2FZB        599 5      CR6K          599 14
QSO:  7054 CW 2016-11-27 2244 WA2FZB        599 5      E7DX          599 15
QSO:  7028 CW 2016-11-27 2250 WA2FZB        599 5      DR4A          599 14
QSO:  7065 CW 2016-11-27 2254 WA2FZB        599 5      HG5F          599 15
QSO:  7054 CW 2016-11-27 2255 WA2FZB        599 5      OL6P          599 15
QSO:  7036 CW 2016-11-27 2259 WA2FZB        599 5      SN3A          599 15
QSO:  7027 CW 2016-11-27 2300 WA2FZB        599 5      F/G4BJM       599 14
QSO:  7029 CW 2016-11-27 2301 WA2FZB        599 5      ED7X          599 14
QSO:  7060 CW 2016-11-27 2304 WA2FZB        599 5      S56X          599 15
QSO:  7074 CW 2016-11-27 2305 WA2FZB        599 5      YW4D          599 09
QSO:  7068 CW 2016-11-27 2314 WA2FZB        599 5      EA7OT         599 14
QSO:  7027 CW 2016-11-27 2317 WA2FZB        599 5      S53A          599 15
QSO:  7053 CW 2016-11-27 2323 WA2FZB        599 5      VE6WZ         599 04
QSO:  7080 CW 2016-11-27 2324 WA2FZB        599 5      NP2P          599 08
QSO: 14043 CW 2016-11-27 2332 WA2FZB        599 5      CB1H          599 12
QSO: 14080 CW 2016-11-27 2337 WA2FZB        599 5      PX2V          599 11
QSO:  7081 CW 2016-11-27 2347 WA2FZB        599 5      IR4X          599 15
QSO:  7083 CW 2016-11-27 2350 WA2FZB        599 5      CR3OO         599 33
END-OF-LOG:
