START-OF-LOG: 3.0
CALLSIGN: G8ZRE
CONTEST: CQ-WW-SSB
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-MODE: SSB
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY: CLASSIC
CLAIMED-SCORE: 69108
NAME: Dave Hewitt
LOCATION: DX
OPERATORS: G8ZRE
CLUB: BOLTON WIRELESS CLUB
CERTIFICATE: YES
CREATED-BY: SD by EI5DI
SOAPBOX: Search n pounce
SOAPBOX: Good contest higher number of QSOs from last year
QSO:  7000 PH 2017-10-29 1751 G8ZRE         59  14     OK1KMU        59  15
QSO:  7000 PH 2017-10-29 1946 G8ZRE         59  14     ES9C          59  15
QSO:  3500 PH 2017-10-29 1947 G8ZRE         59  14     ES9C          59  15
QSO:  7000 PH 2017-10-29 1951 G8ZRE         59  14     SN3A          59  15
QSO:  7000 PH 2017-10-29 1956 G8ZRE         59  14     HB9PUE        59  14
QSO:  7000 PH 2017-10-29 1957 G8ZRE         59  14     LY2MM         59  15
QSO:  7000 PH 2017-10-29 1958 G8ZRE         59  14     OK1NP         59  15
QSO:  7000 PH 2017-10-29 1959 G8ZRE         59  14     CN3A          59  33
QSO:  7000 PH 2017-10-29 2004 G8ZRE         59  14     LZ8A          59  20
QSO:  7000 PH 2017-10-29 2005 G8ZRE         59  14     SJ0X          59  14
QSO:  7000 PH 2017-10-29 2007 G8ZRE         59  14     US1I          59  16
QSO:  7000 PH 2017-10-29 2008 G8ZRE         59  14     II2S          59  15
QSO:  7000 PH 2017-10-29 2042 G8ZRE         59  14     IZ1GAR        59  15
QSO:  7000 PH 2017-10-29 2045 G8ZRE         59  14     CR6P          59  14
QSO:  7000 PH 2017-10-29 2048 G8ZRE         59  14     SN8B          59  15
QSO:  7000 PH 2017-10-29 2235 G8ZRE         59  14     OK4K          59  15
QSO:  7000 PH 2017-10-29 2237 G8ZRE         59  14     S57AL         59  15
QSO:  7000 PH 2017-10-29 2241 G8ZRE         59  14     EW6W          59  16
QSO:  7000 PH 2017-10-29 2247 G8ZRE         59  14     IR2L          59  15
QSO:  7000 PH 2017-10-29 2248 G8ZRE         59  14     IP0P          59  15
QSO:  7000 PH 2017-10-29 2249 G8ZRE         59  14     OE5T          59  15
QSO:  7000 PH 2017-10-29 2251 G8ZRE         59  14     IR4X          59  15
QSO:  3500 PH 2017-10-29 2256 G8ZRE         59  14     ON1TO         59  14
QSO:  3500 PH 2017-10-29 2300 G8ZRE         59  14     S54K          59  15
QSO:  3500 PH 2017-10-29 2302 G8ZRE         59  14     OK1NP         59  15
QSO:  3500 PH 2017-10-29 2306 G8ZRE         59  14     LY8O          59  15
QSO:  3500 PH 2017-10-29 2317 G8ZRE         59  14     OM3IAG        59  15
QSO:  3500 PH 2017-10-29 2318 G8ZRE         59  14     DL0CS         59  14
QSO:  3500 PH 2017-10-29 2320 G8ZRE         59  14     DA0WRTC       59  14
QSO:  3500 PH 2017-10-29 2323 G8ZRE         59  14     HG7T          59  15
END-OF-LOG:
