START-OF-LOG: 3.0
CALLSIGN: ON4APU
CONTEST: CQ-WW-SSB
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: 15M
CATEGORY-POWER: LOW
CATEGORY-MODE: SSB
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY:
CLAIMED-SCORE: 164175
NAME: NOEL POTTIER
LOCATION: DX
OPERATORS: ON4APU
CLUB:
CERTIFICATE: YES
CREATED-BY: N1MM Logger+ 1.0.6858.0
SOAPBOX: great prop on 15m like in the old days!
QSO: 21149 PH 2017-10-29 1132 ON4APU        59  14     RU3Q          59  16
QSO: 21168 PH 2017-10-29 1132 ON4APU        59  14     SP6IXF        59  15
QSO: 21176 PH 2017-10-29 1133 ON4APU        59  14     RA3RLJ        59  16
QSO: 14109 PH 2017-10-29 1138 ON4APU        59  14     PJ4G          59  09
QSO: 21397 PH 2017-10-29 1147 ON4APU        59  14     VK4KW         59  30
QSO: 21448 PH 2017-10-29 1153 ON4APU        59  14     Z370M         59  15
QSO: 21422 PH 2017-10-29 1158 ON4APU        59  14     K1ZZ          59  05
QSO: 21422 PH 2017-10-29 1159 ON4APU        59  14     KF2O          59  05
QSO: 21422 PH 2017-10-29 1201 ON4APU        59  14     R1AK          59  16
QSO: 21422 PH 2017-10-29 1201 ON4APU        59  14     N2MM          59  05
QSO: 21422 PH 2017-10-29 1201 ON4APU        59  14     WB3D          59  05
QSO: 21422 PH 2017-10-29 1202 ON4APU        59  14     K9RS          59  05
QSO: 21422 PH 2017-10-29 1203 ON4APU        59  14     RT6A          59  16
QSO: 21422 PH 2017-10-29 1204 ON4APU        59  14     W3SM          59  05
QSO: 21422 PH 2017-10-29 1205 ON4APU        59  14     VA2CZ         59  05
QSO: 21422 PH 2017-10-29 1205 ON4APU        59  14     K3MD          59  05
QSO: 21422 PH 2017-10-29 1208 ON4APU        59  14     K2AX          59  05
QSO: 21422 PH 2017-10-29 1210 ON4APU        59  14     W8AT          59  05
QSO: 21175 PH 2017-10-29 1216 ON4APU        59  14     M6T           59  14
QSO: 21402 PH 2017-10-29 1222 ON4APU        59  14     CV7S          59  13
QSO: 21327 PH 2017-10-29 1228 ON4APU        59  14     K1KP          59  05
QSO: 21325 PH 2017-10-29 1229 ON4APU        59  14     LU3DX         59  13
QSO: 21145 PH 2017-10-29 1248 ON4APU        59  14     CR5T          59  14
QSO: 21148 PH 2017-10-29 1249 ON4APU        59  14     PY2NA         59  11
QSO: 21178 PH 2017-10-29 1250 ON4APU        59  14     PP1WW         59  11
QSO: 21150 PH 2017-10-29 1255 ON4APU        59  14     VA2ZM         59  02
QSO: 21161 PH 2017-10-29 1259 ON4APU        59  14     VE3VN         59  04
QSO: 21180 PH 2017-10-29 1301 ON4APU        59  14     PJ4G          59  09
QSO: 21160 PH 2017-10-29 1302 ON4APU        59  14     VO1KVT        59  05
QSO: 21208 PH 2017-10-29 1302 ON4APU        59  14     WX1S          59  05
QSO: 14119 PH 2017-10-29 1308 ON4APU        59  14     XL3T          59  04
QSO: 14113 PH 2017-10-29 1308 ON4APU        59  14     VE3JM         59  04
QSO: 14153 PH 2017-10-29 1309 ON4APU        59  14     NK8Q          59  05
QSO: 14182 PH 2017-10-29 1311 ON4APU        59  14     W1NT          59  05
QSO: 14131 PH 2017-10-29 1315 ON4APU        59  14     TF3AO         59  40
QSO: 14133 PH 2017-10-29 1315 ON4APU        59  14     9Y4W          59  09
QSO: 14139 PH 2017-10-29 1316 ON4APU        59  14     LZ7A          59  20
QSO: 14247 PH 2017-10-29 1318 ON4APU        59  14     K3TC          59  05
QSO: 14264 PH 2017-10-29 1318 ON4APU        59  14     NW3Y          59  05
QSO: 14277 PH 2017-10-29 1319 ON4APU        59  14     K9CT          59  04
QSO: 14315 PH 2017-10-29 1320 ON4APU        59  14     NV9L          59  04
QSO: 14222 PH 2017-10-29 1321 ON4APU        59  14     LY7Z          59  15
QSO: 14168 PH 2017-10-29 1323 ON4APU        59  14     ON1TO         59  14
QSO: 14161 PH 2017-10-29 1323 ON4APU        59  14     OM8KT         59  15
QSO: 14160 PH 2017-10-29 1324 ON4APU        59  14     YT1X          59  15
QSO: 14100 PH 2017-10-29 1325 ON4APU        59  14     V26B          59  08
QSO: 21244 PH 2017-10-29 1327 ON4APU        59  14     K3ZO          59  05
QSO: 14132 PH 2017-10-29 1910 ON4APU        59  14     VE3EJ         59  04
QSO: 14127 PH 2017-10-29 1911 ON4APU        59  14     PJ2T          59  09
QSO: 14140 PH 2017-10-29 1912 ON4APU        59  14     VE9FI         59  05
QSO: 14143 PH 2017-10-29 1913 ON4APU        59  14     VE5PV         59  04
QSO: 14203 PH 2017-10-29 1913 ON4APU        59  14     W1AEC         59  05
QSO: 14113 PH 2017-10-29 1915 ON4APU        59  14     VY2ZM         59  05
QSO: 14131 PH 2017-10-29 1916 ON4APU        59  14     VE9CB         59  05
QSO: 14116 PH 2017-10-29 1916 ON4APU        59  14     8P5A          59  08
QSO: 14184 PH 2017-10-29 1918 ON4APU        59  14     W2IRT         59  05
QSO: 14232 PH 2017-10-29 1918 ON4APU        59  14     N4WW          59  05
QSO: 14264 PH 2017-10-29 1920 ON4APU        59  14     K1KP          59  05
QSO: 14266 PH 2017-10-29 1921 ON4APU        59  14     K2LE          59  05
QSO: 14263 PH 2017-10-29 1922 ON4APU        59  14     K1DG          59  05
QSO: 14282 PH 2017-10-29 1923 ON4APU        59  14     KH7XS         59  31
QSO: 14120 PH 2017-10-29 1925 ON4APU        59  14     VE2IDX        59  02
QSO: 14118 PH 2017-10-29 1925 ON4APU        59  14     FM1HN         59  08
QSO: 14159 PH 2017-10-29 1926 ON4APU        59  14     AA1K          59  05
QSO: 14176 PH 2017-10-29 1926 ON4APU        59  14     K3ZO          59  05
QSO: 14321 PH 2017-10-29 1931 ON4APU        59  14     N8II          59  05
QSO: 14324 PH 2017-10-29 1934 ON4APU        59  14     KE2TR         59  05
QSO: 14161 PH 2017-10-29 1937 ON4APU        59  14     W9RE          59  04
QSO: 14137 PH 2017-10-29 1938 ON4APU        59  14     VO2RAC        59  02
QSO: 14171 PH 2017-10-29 1939 ON4APU        59  14     W0AIH         59  04
QSO: 14175 PH 2017-10-29 1941 ON4APU        59  14     KU1CW         59  05
END-OF-LOG:
