START-OF-LOG: 3.0
CONTEST: CQ-WPX-RTTY
CALLSIGN: DL4ZA
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-MODE: RTTY
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY:
CLAIMED-SCORE: 357178
NAME: Wilhelm Ziesak
LOCATION: DX
OPERATORS: DL4ZA
CLUB: Bavarian Contest Club
CREATED-BY: RCKLog V3.27
SOAPBOX: Yaesu FTdx3000 - Icom IC2KL - stepp IR - Loop
QSO:  7065 RY 2020-02-09 1553 DL4ZA         599 304    IT9RGY/4      599 958    0
QSO:  7069 RY 2020-02-09 1601 DL4ZA         599 305    SP9XCN        599 013    0
QSO:  7070 RY 2020-02-09 1602 DL4ZA         599 306    ED1R          599 860    0
QSO:  7072 RY 2020-02-09 1606 DL4ZA         599 307    S58Q          599 510    0
QSO:  7075 RY 2020-02-09 1609 DL4ZA         599 308    I1JTQ         599 274    0
QSO:  7081 RY 2020-02-09 1617 DL4ZA         599 309    YT4TT         599 197    0
QSO:  7081 RY 2020-02-09 1620 DL4ZA         599 310    IT9CKA        599 124    0
QSO: 14130 RY 2020-02-09 1635 DL4ZA         599 311    N1MD          599 252    0
QSO: 14129 RY 2020-02-09 1637 DL4ZA         599 312    KT1I          599 751    0
QSO: 14127 RY 2020-02-09 1639 DL4ZA         599 313    NR2C          599 827    0
QSO: 14122 RY 2020-02-09 1644 DL4ZA         599 314    WB2WPM        599 168    0
QSO: 14120 RY 2020-02-09 1647 DL4ZA         599 315    AK6A          599 1661   0
QSO: 14118 RY 2020-02-09 1651 DL4ZA         599 316    EI4GAB        599 316    0
QSO: 14115 RY 2020-02-09 1657 DL4ZA         599 317    VE2AXO        599 433    0
QSO: 14114 RY 2020-02-09 1659 DL4ZA         599 318    GI5NI         599 658    0
QSO: 14113 RY 2020-02-09 1700 DL4ZA         599 319    N0XR          599 568    0
QSO: 14111 RY 2020-02-09 1703 DL4ZA         599 320    ZF2WF         599 2245   0
QSO: 14109 RY 2020-02-09 1705 DL4ZA         599 321    K9CT          599 1035   0
QSO: 14107 RY 2020-02-09 1707 DL4ZA         599 322    W3FV          599 1060   0
QSO: 14106 RY 2020-02-09 1710 DL4ZA         599 323    AB0LR         599 835    0
QSO: 14105 RY 2020-02-09 1712 DL4ZA         599 324    NG5E          599 730    0
QSO: 14103 RY 2020-02-09 1718 DL4ZA         599 325    G9D           599 173    0
QSO: 14101 RY 2020-02-09 1719 DL4ZA         599 326    N2HMM         599 498    0
QSO: 14097 RY 2020-02-09 1721 DL4ZA         599 327    W3GH          599 764    0
QSO: 14087 RY 2020-02-09 1822 DL4ZA         599 328    N4BP          599 1047   0
QSO: 14086 RY 2020-02-09 1825 DL4ZA         599 329    N8KWU         599 500    0
QSO: 14085 RY 2020-02-09 1827 DL4ZA         599 330    NF3R          599 828    0
QSO: 14085 RY 2020-02-09 1828 DL4ZA         599 331    KC2LST        599 069    0
QSO: 14084 RY 2020-02-09 1829 DL4ZA         599 332    AA2GF         599 380    0
QSO: 14083 RY 2020-02-09 1837 DL4ZA         599 333    N1RM          599 531    0
QSO:  3585 RY 2020-02-09 1903 DL4ZA         599 334    OM3IAG        599 215    0
QSO:  3586 RY 2020-02-09 1904 DL4ZA         599 335    EC3A          599 248    0
QSO:  3586 RY 2020-02-09 1907 DL4ZA         599 336    EE5O          599 256    0
QSO:  3618 RY 2020-02-09 1929 DL4ZA         599 337    G3T           599 334    0
QSO:  3616 RY 2020-02-09 1938 DL4ZA         599 338    EA3CI         599 212    0
QSO:  3578 RY 2020-02-09 2102 DL4ZA         599 339    HA6NL         599 636    0
QSO:  3587 RY 2020-02-09 2113 DL4ZA         599 340    US2YW         599 410    0
QSO:  3592 RY 2020-02-09 2147 DL4ZA         599 341    EO3Q          599 242    0
QSO:  3603 RY 2020-02-09 2157 DL4ZA         599 342    SQ9I          599 237    0
QSO:  3604 RY 2020-02-09 2159 DL4ZA         599 343    OH2PM         599 140    0
QSO:  3610 RY 2020-02-09 2209 DL4ZA         599 344    EA2DLX        599 616    0
QSO:  3615 RY 2020-02-09 2212 DL4ZA         599 345    G0MTN         599 771    0
QSO:  3618 RY 2020-02-09 2214 DL4ZA         599 346    IW3FVZ        599 733    0
QSO:  3620 RY 2020-02-09 2226 DL4ZA         599 347    M2E           599 725    0
QSO:  3620 RY 2020-02-09 2229 DL4ZA         599 348    OM2DT         599 283    0
QSO:  3620 RY 2020-02-09 2231 DL4ZA         599 349    7S5S          599 366    0
QSO:  3620 RY 2020-02-09 2231 DL4ZA         599 350    IK1BPL        599 121    0
QSO:  3620 RY 2020-02-09 2232 DL4ZA         599 351    DG9BEO        599 457    0
QSO:  3620 RY 2020-02-09 2233 DL4ZA         599 352    OZ1JVX        599 218    0
QSO:  3620 RY 2020-02-09 2235 DL4ZA         599 353    RN2FQ         599 139    0
QSO:  3620 RY 2020-02-09 2236 DL4ZA         599 354    G6N           599 283    0
QSO:  3620 RY 2020-02-09 2238 DL4ZA         599 355    OK2AP         599 174    0
QSO:  3620 RY 2020-02-09 2238 DL4ZA         599 356    9A1FL         599 346    0
QSO:  3620 RY 2020-02-09 2239 DL4ZA         599 357    IC8POF        599 705    0
QSO:  3620 RY 2020-02-09 2243 DL4ZA         599 358    SE6N          599 090    0
QSO:  3620 RY 2020-02-09 2244 DL4ZA         599 359    DF2RG         599 466    0
QSO:  3620 RY 2020-02-09 2249 DL4ZA         599 360    DQ9Y          599 1236   0
QSO:  3616 RY 2020-02-09 2252 DL4ZA         599 361    YT3H          599 491    0
QSO:  3613 RY 2020-02-09 2255 DL4ZA         599 362    R7RF          599 258    0
QSO:  3612 RY 2020-02-09 2256 DL4ZA         599 363    S52WD         599 014    0
QSO:  3610 RY 2020-02-09 2258 DL4ZA         599 364    OK2HBR        599 401    0
QSO:  3606 RY 2020-02-09 2302 DL4ZA         599 365    SP3HRN        599 123    0
QSO:  3604 RY 2020-02-09 2304 DL4ZA         599 366    IZ1PKV        599 1167   0
QSO:  3603 RY 2020-02-09 2306 DL4ZA         599 367    SO7T          599 794    0
QSO:  3601 RY 2020-02-09 2308 DL4ZA         599 368    RW0A          599 465    0
QSO:  3600 RY 2020-02-09 2310 DL4ZA         599 369    OK1AY         599 298    0
QSO:  3594 RY 2020-02-09 2319 DL4ZA         599 370    DL1DAW        599 211    0
QSO:  3592 RY 2020-02-09 2320 DL4ZA         599 371    YL10CWO       599 1441   0
QSO:  3589 RY 2020-02-09 2323 DL4ZA         599 372    DK5DQ         599 099    0
QSO:  3584 RY 2020-02-09 2325 DL4ZA         599 373    DL3SYA        599 786    0
QSO:  7083 RY 2020-02-09 2345 DL4ZA         599 374    UR6EA         599 1133   0
QSO:  7086 RY 2020-02-09 2349 DL4ZA         599 375    K9CT          599 1315   0
QSO:  7089 RY 2020-02-09 2350 DL4ZA         599 376    AA2MF         599 1502   0
END-OF-LOG:
