START-OF-LOG: 3.0
CALLSIGN: AE6JV
CONTEST: CQ-WPX-RTTY
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-MODE: RTTY
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY:
CLAIMED-SCORE: 117640
NAME: Bill Frantz
LOCATION: CA
OPERATORS: AE6JV
CLUB: Northern California Contest Club
CERTIFICATE: YES
CREATED-BY: RUMlogNG (4.1) by DL2RUM
SOAPBOX: Band conditions made it seem like running QRP on Saturday
QSO: 14124 RY 2019-02-10 1947 AE6JV         599 313    KA3GIK        599 1223   0
QSO: 14113 RY 2019-02-10 1950 AE6JV         599 314    VE3DZ         599 722    0
QSO: 14107 RY 2019-02-10 1952 AE6JV         599 315    NR3X          599 293    0
QSO: 14106 RY 2019-02-10 1953 AE6JV         599 316    AD4TJ         599 500    0
QSO: 14105 RY 2019-02-10 1957 AE6JV         599 317    K8LF          599 342    0
QSO: 14098 RY 2019-02-10 2002 AE6JV         599 318    W4GKM         599 683    0
QSO: 14094 RY 2019-02-10 2015 AE6JV         599 319    W3GH          599 1768   0
QSO: 14091 RY 2019-02-10 2018 AE6JV         599 320    WK7S          599 1738   0
QSO: 14081 RY 2019-02-10 2023 AE6JV         599 321    K3JT          599 546    0
QSO: 14078 RY 2019-02-10 2025 AE6JV         599 322    W1SJ          599 280    0
QSO: 21093 RY 2019-02-10 2028 AE6JV         599 323    K3PP          599 230    0
QSO: 14079 RY 2019-02-10 2036 AE6JV         599 324    VE7KW         599 1093   0
QSO: 14089 RY 2019-02-10 2041 AE6JV         599 325    N2CU          599 632    0
QSO: 14097 RY 2019-02-10 2044 AE6JV         599 326    KO6LU         599 344    0
QSO: 14099 RY 2019-02-10 2046 AE6JV         599 327    K5TXM         599 208    0
QSO: 14100 RY 2019-02-10 2048 AE6JV         599 328    KU2M          599 453    0
QSO: 14109 RY 2019-02-10 2122 AE6JV         599 329    XE2AU         599 143    0
QSO: 14109 RY 2019-02-10 2124 AE6JV         599 330    K3IE          599 033    0
QSO: 14109 RY 2019-02-10 2126 AE6JV         599 331    VA6RCN        599 144    0
QSO: 14112 RY 2019-02-10 2132 AE6JV         599 332    K5RZA         599 625    0
QSO: 14114 RY 2019-02-10 2133 AE6JV         599 333    WV4P          599 960    0
QSO: 14120 RY 2019-02-10 2140 AE6JV         599 334    KK9A          599 1922   0
QSO: 14123 RY 2019-02-10 2142 AE6JV         599 335    WW3S          599 765    0
QSO: 14124 RY 2019-02-10 2145 AE6JV         599 336    WC2L          599 329    0
QSO: 14124 RY 2019-02-10 2146 AE6JV         599 337    WB2WPM        599 435    0
QSO: 21088 RY 2019-02-10 2151 AE6JV         599 338    AB0RX         599 1473   0
QSO: 21082 RY 2019-02-10 2152 AE6JV         599 339    K6TD          599 762    0
QSO:  7045 RY 2019-02-10 2154 AE6JV         599 340    NC0DX         599 2570   0
QSO: 14098 RY 2019-02-10 2213 AE6JV         599 341    WT0O          599 381    0
QSO: 14109 RY 2019-02-10 2220 AE6JV         599 342    KC4WQ         599 404    0
QSO: 14125 RY 2019-02-10 2230 AE6JV         599 343    W4RRE         599 154    0
QSO: 14125 RY 2019-02-10 2233 AE6JV         599 344    N8BJQ         599 1158   0
QSO: 14125 RY 2019-02-10 2235 AE6JV         599 345    WS9M          599 738    0
QSO: 14125 RY 2019-02-10 2239 AE6JV         599 346    K9DJ          599 426    0
QSO:  7090 RY 2019-02-10 2249 AE6JV         599 347    KI0F          599 1044   0
QSO: 21098 RY 2019-02-10 2259 AE6JV         599 348    PX2A          599 708    0
QSO: 14122 RY 2019-02-10 2301 AE6JV         599 349    KC4SAW        599 201    0
QSO: 14118 RY 2019-02-10 2306 AE6JV         599 350    XE2B          599 203    0
QSO: 14116 RY 2019-02-10 2310 AE6JV         599 351    XE1CT         599 162    0
QSO:  7092 RY 2019-02-10 2315 AE6JV         599 352    AI6V          599 294    0
QSO:  7092 RY 2019-02-10 2315 AE6JV         599 353    W7VO          599 672    0
QSO:  7092 RY 2019-02-10 2316 AE6JV         599 354    K6UM          599 176    0
QSO:  7092 RY 2019-02-10 2318 AE6JV         599 355    WX0Z          599 297    0
QSO:  7092 RY 2019-02-10 2322 AE6JV         599 356    KM6Z          599 646    0
QSO:  7092 RY 2019-02-10 2323 AE6JV         599 357    WF6F          599 13     0
QSO:  7092 RY 2019-02-10 2329 AE6JV         599 358    W6QU          599 330    0
QSO:  7092 RY 2019-02-10 2332 AE6JV         599 359    KB7AK         599 139    0
QSO:  7089 RY 2019-02-10 2342 AE6JV         599 360    WA7RCT        599 136    0
QSO:  7089 RY 2019-02-10 2343 AE6JV         599 361    KF7GMV        599 129    0
QSO:  7089 RY 2019-02-10 2345 AE6JV         599 362    AA2IL         599 141    0
QSO:  7089 RY 2019-02-10 2345 AE6JV         599 363    AD7XG         599 304    0
QSO:  7089 RY 2019-02-10 2346 AE6JV         599 364    WK7S          599 1930   0
QSO:  7089 RY 2019-02-10 2347 AE6JV         599 365    N7VS          599 174    0
QSO:  7089 RY 2019-02-10 2350 AE6JV         599 366    N2CJN         599 134    0
QSO:  7089 RY 2019-02-10 2356 AE6JV         599 367    KM6HB         599 89     0
END-OF-LOG:
