START-OF-LOG: 3.0
CONTEST: CQ-WW-CW
CREATED-BY: AATest v.1.105
CALLSIGN: M0TJU
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: CW
CATEGORY-POWER: LOW
CATEGORY-ASSISTED: ASSISTED
CATEGORY-TRANSMITTER: ONE
LOCATION: DX
CLAIMED-SCORE: 180400
OPERATORS: M0TJU
CLUB:  
NAME: Evan Duffield
SOAPBOX: Great condix and - of course - plenty of activity.
QSO:  7000 CW 2013-11-24 0111 M0TJU         599 14     DD1A          599 14
QSO:  7000 CW 2013-11-24 0112 M0TJU         599 14     ZF1A          599 08
QSO:  7000 CW 2013-11-24 0114 M0TJU         599 14     RT5Z          599 16
QSO:  7000 CW 2013-11-24 0115 M0TJU         599 14     SP8R          599 15
QSO:  7000 CW 2013-11-24 0130 M0TJU         599 14     HG5D          599 15
QSO:  7000 CW 2013-11-24 0151 M0TJU         599 14     IR2R          599 15
QSO:  7000 CW 2013-11-24 0152 M0TJU         599 14     OK7O          599 15
QSO:  7000 CW 2013-11-24 0153 M0TJU         599 14     II1A          599 15
QSO:  7000 CW 2013-11-24 1027 M0TJU         599 14     YL3FX         599 15
QSO: 14000 CW 2013-11-24 1037 M0TJU         599 14     HB9CXZ        599 14
QSO: 14000 CW 2013-11-24 1039 M0TJU         599 14     F5PAL         599 14
QSO: 14000 CW 2013-11-24 1042 M0TJU         599 14     LA2B          599 14
QSO: 14000 CW 2013-11-24 1043 M0TJU         599 14     OH1F          599 15
QSO: 14000 CW 2013-11-24 1046 M0TJU         599 14     4X2M          599 20
QSO: 14000 CW 2013-11-24 1051 M0TJU         599 14     OH2BAH        599 15
QSO: 14000 CW 2013-11-24 1053 M0TJU         599 14     SP2R          599 15
QSO: 14000 CW 2013-11-24 1054 M0TJU         599 14     HG6N          599 15
QSO: 14000 CW 2013-11-24 1055 M0TJU         599 14     RG6G          599 16
QSO: 14000 CW 2013-11-24 1058 M0TJU         599 14     RV9UP         599 18
QSO: 14000 CW 2013-11-24 1059 M0TJU         599 14     W1WMU         599 05
QSO: 14000 CW 2013-11-24 1100 M0TJU         599 14     VY2TT         599 05
QSO: 14000 CW 2013-11-24 1102 M0TJU         599 14     LY9Y          599 15
QSO: 14000 CW 2013-11-24 1103 M0TJU         599 14     9A1P          599 15
QSO: 14000 CW 2013-11-24 1104 M0TJU         599 14     SN2B          599 15
QSO: 14000 CW 2013-11-24 1108 M0TJU         599 14     N1EU          599 05
QSO: 14000 CW 2013-11-24 1111 M0TJU         599 14     HG1R          599 15
QSO: 14000 CW 2013-11-24 1114 M0TJU         599 14     DJ9SN         599 14
QSO: 14000 CW 2013-11-24 1115 M0TJU         599 14     DR4A          599 14
QSO: 28000 CW 2013-11-24 1122 M0TJU         599 14     A45XR         599 21
QSO: 28000 CW 2013-11-24 1126 M0TJU         599 14     EA8CN         599 33
QSO: 28000 CW 2013-11-24 1130 M0TJU         599 14     Z37Y          599 15
QSO: 28000 CW 2013-11-24 1133 M0TJU         599 14     YR1A          599 20
QSO: 28000 CW 2013-11-24 1134 M0TJU         599 14     UX1AA         599 16
QSO: 28000 CW 2013-11-24 1135 M0TJU         599 14     UT2IO         599 16
QSO: 28000 CW 2013-11-24 1138 M0TJU         599 14     OH8L          599 15
QSO: 28000 CW 2013-11-24 1234 M0TJU         599 14     W1FJ          599 05
QSO: 28000 CW 2013-11-24 1238 M0TJU         599 14     UA6AK         599 16
QSO: 28000 CW 2013-11-24 1240 M0TJU         599 14     N3IQ          599 05
QSO: 28000 CW 2013-11-24 1242 M0TJU         599 14     N4GR          599 05
QSO: 28000 CW 2013-11-24 1243 M0TJU         599 14     D4C           599 35
QSO: 28000 CW 2013-11-24 1244 M0TJU         599 14     LZ4TX         599 20
QSO: 28000 CW 2013-11-24 1246 M0TJU         599 14     LZ1NW         599 20
QSO: 28000 CW 2013-11-24 1248 M0TJU         599 14     K1FWE         599 05
QSO: 28000 CW 2013-11-24 1252 M0TJU         599 14     W1TO          599 05
QSO: 28000 CW 2013-11-24 1255 M0TJU         599 14     UA1OOX        599 16
QSO: 28000 CW 2013-11-24 1257 M0TJU         599 14     N4XD          599 05
QSO: 28000 CW 2013-11-24 1258 M0TJU         599 14     PR5B          599 11
QSO: 28000 CW 2013-11-24 1300 M0TJU         599 14     K1CX          599 05
QSO: 28000 CW 2013-11-24 1302 M0TJU         599 14     RL6M          599 16
QSO: 28000 CW 2013-11-24 1304 M0TJU         599 14     RL9X          599 17
QSO: 28000 CW 2013-11-24 1313 M0TJU         599 14     K1ZR          599 05
QSO: 21000 CW 2013-11-24 1322 M0TJU         599 14     ED6A          599 14
QSO: 21000 CW 2013-11-24 1323 M0TJU         599 14     YU1UN         599 15
QSO: 21000 CW 2013-11-24 1326 M0TJU         599 14     OH2BH         599 15
QSO: 21000 CW 2013-11-24 1341 M0TJU         599 14     YL2SM         599 15
QSO: 21000 CW 2013-11-24 1343 M0TJU         599 14     RA7A          599 05
QSO: 21000 CW 2013-11-24 1346 M0TJU         599 14     K2AX          599 05
QSO: 21000 CW 2013-11-24 1348 M0TJU         599 14     W1KM          599 05
QSO: 21000 CW 2013-11-24 1349 M0TJU         599 14     YT6T          599 15
QSO: 21000 CW 2013-11-24 1350 M0TJU         599 14     K2AX          599 05
QSO: 21000 CW 2013-11-24 1351 M0TJU         599 14     W2JU          599 05
QSO: 21000 CW 2013-11-24 1351 M0TJU         599 14     IK5SRF        599 15
QSO: 21000 CW 2013-11-24 1353 M0TJU         599 14     SP7UWL        599 15
QSO: 21000 CW 2013-11-24 1355 M0TJU         599 14     9A1A          599 15
QSO: 21000 CW 2013-11-24 1356 M0TJU         599 14     S50G          599 15
QSO: 21000 CW 2013-11-24 1357 M0TJU         599 14     OM5M          599 15
QSO: 21000 CW 2013-11-24 1359 M0TJU         599 14     RN3F          599 16
QSO: 21000 CW 2013-11-24 1403 M0TJU         599 14     AA9A          599 04
QSO: 21000 CW 2013-11-24 1414 M0TJU         599 14     UA5C          599 16
QSO: 21000 CW 2013-11-24 1415 M0TJU         599 14     S50R          599 15
QSO: 21000 CW 2013-11-24 1416 M0TJU         599 14     LY4A          599 15
QSO: 21000 CW 2013-11-24 1454 M0TJU         599 14     SK5LW         599 14
QSO: 21000 CW 2013-11-24 1455 M0TJU         599 14     D4C           599 35
QSO: 21000 CW 2013-11-24 1501 M0TJU         599 14     W9RE          599 04
QSO: 21000 CW 2013-11-24 1503 M0TJU         599 14     E71A          599 15
QSO: 21000 CW 2013-11-24 1504 M0TJU         599 14     EA6FO         599 14
QSO: 21000 CW 2013-11-24 1505 M0TJU         599 14     K9CT          599 04
QSO: 21000 CW 2013-11-24 1505 M0TJU         599 14     HA5UK         599 15
QSO: 21000 CW 2013-11-24 1510 M0TJU         599 14     N2MF          599 05
QSO: 21000 CW 2013-11-24 1511 M0TJU         599 14     ND1Y          599 05
QSO: 21000 CW 2013-11-24 1515 M0TJU         599 14     NY4A          599 05
QSO: 21000 CW 2013-11-24 1517 M0TJU         599 14     WG3J          599 05
QSO: 21000 CW 2013-11-24 1518 M0TJU         599 14     YU5R          599 15
QSO: 21000 CW 2013-11-24 1521 M0TJU         599 14     LT1F          599 13
QSO: 21000 CW 2013-11-24 1522 M0TJU         599 14     N2GC          599 05
QSO: 21000 CW 2013-11-24 1525 M0TJU         599 14     HA5X          599 15
QSO: 21000 CW 2013-11-24 1529 M0TJU         599 14     GW5R          599 14
QSO: 21000 CW 2013-11-24 1531 M0TJU         599 14     NR4M          599 05
QSO: 21000 CW 2013-11-24 1531 M0TJU         599 14     I7PHH         599 15
QSO: 21000 CW 2013-11-24 1637 M0TJU         599 14     K1ZZ          599 05
QSO: 21000 CW 2013-11-24 1638 M0TJU         599 14     K4RO          599 04
QSO: 21000 CW 2013-11-24 1640 M0TJU         599 14     VE3MIS        599 05
QSO: 21000 CW 2013-11-24 1641 M0TJU         599 14     AA1K          599 05
QSO: 21000 CW 2013-11-24 1644 M0TJU         599 14     W3LL          599 05
QSO: 21000 CW 2013-11-24 1650 M0TJU         599 14     VE5ZX         599 04
QSO: 21000 CW 2013-11-24 1652 M0TJU         599 14     K0DQ          599 05
QSO: 21000 CW 2013-11-24 1655 M0TJU         599 14     AB3CX         599 05
QSO: 21000 CW 2013-11-24 1657 M0TJU         599 14     W3EF          599 05
QSO: 21000 CW 2013-11-24 1659 M0TJU         599 14     N1EU          599 05
QSO: 21000 CW 2013-11-24 1702 M0TJU         599 14     P40L          599 09
QSO: 14000 CW 2013-11-24 1710 M0TJU         599 14     LZ5R          599 20
QSO: 14000 CW 2013-11-24 1711 M0TJU         599 14     YT1A          599 15
QSO: 14000 CW 2013-11-24 1713 M0TJU         599 14     K0TV          599 05
QSO: 14000 CW 2013-11-24 1731 M0TJU         599 14     N1LN          599 05
QSO:  7000 CW 2013-11-24 1732 M0TJU         599 14     4U1ITU        599 15
QSO:  7000 CW 2013-11-24 1734 M0TJU         599 14     OH0V          599 15
QSO:  7000 CW 2013-11-24 1748 M0TJU         599 14     RF3A          599 16
QSO:  7000 CW 2013-11-24 1749 M0TJU         599 14     OM7AG         599 15
QSO:  7000 CW 2013-11-24 1750 M0TJU         599 14     S54A          599 15
QSO:  7000 CW 2013-11-24 1753 M0TJU         599 14     OK1SI         599 15
QSO:  7000 CW 2013-11-24 1755 M0TJU         599 14     SJ2W          599 14
QSO:  7000 CW 2013-11-24 1758 M0TJU         599 14     SQ7IQM        599 15
QSO:  7000 CW 2013-11-24 1759 M0TJU         599 14     OG6N          599 15
QSO:  7000 CW 2013-11-24 1803 M0TJU         599 14     HG3M          599 15
QSO:  7000 CW 2013-11-24 1812 M0TJU         599 14     YO2LEA        599 20
QSO:  7000 CW 2013-11-24 1815 M0TJU         599 14     OH6R          599 15
QSO:  7000 CW 2013-11-24 1818 M0TJU         599 14     UP2L          599 17
QSO:  7000 CW 2013-11-24 1821 M0TJU         599 14     YT2AAA        599 15
QSO:  3500 CW 2013-11-24 1842 M0TJU         599 14     DR1D          599 14
QSO:  3500 CW 2013-11-24 1846 M0TJU         599 14     DF0HQ         599 15
QSO:  3500 CW 2013-11-24 1847 M0TJU         599 14     PA2GRU        599 14
QSO:  3500 CW 2013-11-24 1848 M0TJU         599 14     S57DX         599 15
QSO:  3500 CW 2013-11-24 1850 M0TJU         599 14     OK5T          599 15
QSO:  3500 CW 2013-11-24 1852 M0TJU         599 14     MZ5D          599 14
QSO:  3500 CW 2013-11-24 1856 M0TJU         599 14     OQ5A          599 14
QSO:  3500 CW 2013-11-24 1900 M0TJU         599 14     UA5C          599 16
QSO:  3500 CW 2013-11-24 1902 M0TJU         599 14     OM5M          599 15
QSO:  3500 CW 2013-11-24 1905 M0TJU         599 14     9A7A          599 15
QSO:  3500 CW 2013-11-24 1908 M0TJU         599 14     ES9C          599 15
QSO:  3500 CW 2013-11-24 1910 M0TJU         599 14     PA3CJP        599 14
QSO:  3500 CW 2013-11-24 1912 M0TJU         599 14     SN7Q          599 15
QSO:  3500 CW 2013-11-24 1914 M0TJU         599 14     DL6KWN        599 14
QSO:  3500 CW 2013-11-24 1919 M0TJU         599 14     DM7C          599 14
QSO:  3500 CW 2013-11-24 1920 M0TJU         599 14     S59ABC        599 15
QSO:  3500 CW 2013-11-24 1922 M0TJU         599 14     SJ2W          599 14
QSO:  3500 CW 2013-11-24 1934 M0TJU         599 14     S50G          599 15
QSO:  3500 CW 2013-11-24 1935 M0TJU         599 14     G3ZRJ         599 14
QSO:  3500 CW 2013-11-24 1937 M0TJU         599 14     G4AQG         599 14
QSO:  3500 CW 2013-11-24 1943 M0TJU         599 14     HA30S         599 15
QSO:  3500 CW 2013-11-24 1945 M0TJU         599 14     SP2PUT        599 15
QSO:  3500 CW 2013-11-24 1946 M0TJU         599 14     Z35T          599 15
QSO:  3500 CW 2013-11-24 1951 M0TJU         599 14     F5VMN         599 14
QSO:  7000 CW 2013-11-24 2102 M0TJU         599 14     9A1P          599 15
QSO:  7000 CW 2013-11-24 2104 M0TJU         599 14     9A3B          599 15
QSO:  7000 CW 2013-11-24 2105 M0TJU         599 14     9A4WY         599 15
QSO:  7000 CW 2013-11-24 2107 M0TJU         599 14     EA2AZ         599 14
QSO:  7000 CW 2013-11-24 2108 M0TJU         599 14     EA5KM         599 14
QSO:  7000 CW 2013-11-24 2109 M0TJU         599 14     EW8OF         599 16
QSO:  7000 CW 2013-11-24 2115 M0TJU         599 14     OH1NX         599 15
QSO:  7000 CW 2013-11-24 2118 M0TJU         599 14     UT5UIA        599 16
QSO:  7000 CW 2013-11-24 2121 M0TJU         599 14     RN3F          599 16
QSO:  7000 CW 2013-11-24 2125 M0TJU         599 14     YO3FRI        599 20
QSO:  7000 CW 2013-11-24 2126 M0TJU         599 14     LZ3ZZ         599 20
QSO:  7000 CW 2013-11-24 2129 M0TJU         599 14     UT5UDX        599 16
QSO:  7000 CW 2013-11-24 2131 M0TJU         599 14     IK8UND        599 15
QSO:  7000 CW 2013-11-24 2137 M0TJU         599 14     WK1Q          599 05
QSO:  7000 CW 2013-11-24 2145 M0TJU         599 14     S57AL         599 15
QSO:  7000 CW 2013-11-24 2146 M0TJU         599 14     N4RM          599 05
QSO:  7000 CW 2013-11-24 2149 M0TJU         599 14     RT5G          599 16
QSO:  7000 CW 2013-11-24 2151 M0TJU         599 14     S57Q          599 15
QSO:  7000 CW 2013-11-24 2157 M0TJU         599 14     HG3R          599 15
QSO:  7000 CW 2013-11-24 2203 M0TJU         599 14     IR4E          599 15
QSO:  7000 CW 2013-11-24 2209 M0TJU         599 14     S59ABC        599 15
QSO:  7000 CW 2013-11-24 2209 M0TJU         599 14     IR2L          599 15
QSO:  7000 CW 2013-11-24 2210 M0TJU         599 14     S52ZZ         599 15
QSO:  7000 CW 2013-11-24 2212 M0TJU         599 14     YU5R          599 15
QSO:  7000 CW 2013-11-24 2213 M0TJU         599 14     YR1A          599 20
QSO:  7000 CW 2013-11-24 2216 M0TJU         599 14     NY4A          599 05
END-OF-LOG:
